Table S7. PROTEOME Synaptoneurosomes and Total Forebrain,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Intesities of Forebrain samples collected around the 24 hours in 4 hour intervals.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 biological replicates per time point.,,,,,,,,,,,,,,,,,,,,,,,,,,
Periodicity analysis done with the Perseus software as describes in the Materials and Methods section.,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase and q-value: Obtained from Time series analisys performed with Perseus software.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,Peptides,Unique sequence coverage [%],Phase_,q-value_,ZT0_1,ZT0_2,ZT0_3,ZT0_4,ZT4_1,ZT4_2,ZT8_1,ZT8_2,ZT8_3,ZT12_1,ZT12_2,ZT12_3,ZT16_1,ZT16_2,ZT16_3,ZT16_4,ZT20_1,ZT20_2,ZT20_3,ZT20_4
Vps45,P97390,Vacuolar protein sorting-associated protein 45,25,46,1.664624498,0.011642857,1.295761,1.324532,1.14234,1.166071,1.40893,1.156059,0.8374901,0.9826298,1.032696,1.066719,0.8515205,1.07865,1.026285,0.8857498,0.8923798,0.7744713,1.102615,1.06111,0.9997616,1.09803
Usp9x,P70398;Q4FE56,Probable ubiquitin carboxyl-terminal hydrolase FAF-X;Ubiquitin carboxyl-terminal hydrolase,70,25.2,16.12802146,0.011708861,2.61566,2.558462,2.568501,2.537052,2.554491,2.54001,2.608059,2.526119,2.527367,2.60318,2.578291,2.654331,2.657425,2.71821,2.735941,2.655622,2.659395,2.651499,2.576111,2.567259
Mrps35,Q8BJZ4,"28S ribosomal protein S35, mitochondrial",7,31.2,20.40219618,0.01177907,-2.462879,-2.059139,-2.006071,-2.05958,-2.56546,-2.94696,-2.715549,-2.575331,-2.689093,-2.431921,-2.235441,-3.220551,-2.418795,-2.199589,-2.11944,-2.458639,-1.977386,-2.07189,-1.80838,-1.913
Prkcb,P68404-2;P68404,Protein kinase C beta type,22,32.4,14.42000411,0.011783133,3.37179,3.268682,3.286129,3.306591,3.422331,3.446871,3.10659,3.264599,3.299297,3.722691,3.884829,3.707882,3.699715,3.626291,3.765421,3.737711,3.426146,3.28639,3.403461,3.46274
Erh,P84089;G3UW85,Enhancer of rudimentary homolog,3,27.9,15.76206519,0.011926829,0.8336506,0.7082615,0.8808994,0.701931,0.640749,0.5095901,0.6914501,0.6252384,0.5876465,1.10656,1.35343,1.034969,1.514996,1.067711,1.06521,0.9592609,0.7559643,1.314051,0.8012104,0.9945412
Ppp1cb,P62141,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,11,20.8,14.23988189,0.012074074,0.4247208,0.2878208,0.03192902,0.2826805,0.2616405,0.49786,0.3906898,0.09158897,0.3374672,0.98629,1.22617,1.174709,0.838665,0.7594414,0.9882088,0.50914,0.5107346,0.4048195,0.8444309,0.5778713
Aldh1l1,Q8R0Y6,Cytosolic 10-formyltetrahydrofolate dehydrogenase,45,50.6,16.08406497,0.012225,3.224142,3.138182,3.156219,3.25275,3.26322,3.2941,3.19109,3.218109,3.137245,3.33149,3.457949,3.484749,3.367027,3.44755,3.569361,3.32303,3.446634,3.417429,3.49789,3.38542
Spryd4,Q91WK1,SPRY domain-containing protein 4,10,48.8,18.77597438,0.012350515,-2.14221,-2.22999,-2.53513,-2.32585,-2.14056,-2.62977,-3.612249,-3.414351,-3.423933,-1.76222,-2.79365,-1.65303,-1.716755,-1.77721,-2.309181,-2.069019,-1.464785,-2.034081,-1.643259,-1.093821
Srm,Q64674,Spermidine synthase,10,43.7,15.69436153,0.012479167,0.6076317,0.4511604,0.3477001,0.2991505,0.1356392,0.5577297,0.4024696,0.3787994,0.2401962,1.00511,0.7414494,1.07572,0.545435,0.7645206,1.03054,0.8443203,0.7542152,0.9898796,0.79245,0.5640907
Ptges2,Q8BWM0,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,16,46.1,14.42170675,0.012610526,-0.2119999,-0.3650799,-0.1630611,-0.2442093,0.08267975,0.03802872,0.01266098,-0.05309105,-0.445713,0.3911991,0.4808598,0.4565296,0.3083248,0.2163696,0.1674099,0.3344898,0.008255005,0.1808491,0.2237606,0.2042999
Gpm6b,P35803;A2AEG6;P35803-8;P35803-2;A2AEG3;P35803-3,Neuronal membrane glycoprotein M6-b,11,25.6,13.47829394,0.012744681,3.573961,3.667791,3.701031,3.615669,3.715929,3.158609,3.831619,3.96682,3.832256,3.757969,3.9671,4.209068,3.883625,3.915251,4.123499,4.023321,3.687174,3.707258,3.742722,3.684122
Elp3,Q9CZX0;Q9CZX0-2,Elongator complex protein 3,17,37.8,15.20615186,0.01288172,-1.973749,-2.01586,-2.1185,-2.27709,-1.386431,-1.484451,-2.04406,-1.57937,-1.670534,-1.03512,-0.8601303,-1.49979,-1.064085,-0.9665794,-1.023321,-1.13109,-1.131386,-0.9390392,-1.244389,-1.04822
Acsbg1,Q99PU5,Long-chain-fatty-acid--CoA ligase ACSBG1,31,44,15.68169221,0.01289899,2.230581,2.228691,2.3678,2.293951,2.403481,2.367569,2.422491,2.340858,2.276567,2.645409,2.836691,2.598808,2.475307,2.66173,2.829981,2.512392,2.741804,2.788118,2.569611,2.712839
Elmo2,Q8BHL5;Q8BHL5-2;Q8BHL5-3,Engulfment and cell motility protein 2,23,33.3,15.34103105,0.013021739,0.07525063,0.1925907,0.03207016,0.03421974,0.005050659,0.1590099,0.1911011,0.1887398,0.04443741,0.3756504,0.4377499,0.3309803,0.3340855,0.2824898,0.3025093,0.355751,0.1025143,0.3944702,0.3957806,0.47542
Syt3,G3X9Y1;O35681,Synaptotagmin-3,16,34.4,23.60873572,0.013030612,-0.3401489,-0.4600201,-0.3393612,-0.3857098,-0.6311398,-0.202961,-0.6541195,-0.4922009,-0.5698929,-1.002331,-0.8041,-1.13093,-0.5146751,-0.5043392,-0.4553013,-0.7109394,-0.3044853,-0.4310207,-0.4740086,-0.3851604
Micu1,Q8VCX5;Q8VCX5-3;Q8VCX5-2,"Calcium uptake protein 1, mitochondrial",17,34.2,13.65114215,0.013138614,-0.6431198,-0.6550694,-0.6479111,-0.3891392,-0.3750496,-0.4041805,-0.54986,-0.4042416,-0.3904629,0.02858925,-0.2076397,-0.03649902,-0.2302246,-0.4391003,0.01317024,-0.07650948,-0.2056961,-0.3160706,-0.4296894,-0.5211487
Cntfr,O88507,Ciliary neurotrophic factor receptor subunit alpha,8,30.1,15.66617504,0.013164835,0.7594013,1.190491,0.5814495,0.9697895,0.8853207,0.9430084,0.7478504,0.7092896,0.5776958,1.30617,1.17524,1.41164,1.280876,1.363161,1.49078,1.28944,1.011234,0.9600906,1.091501,1.140711
Thrap3,Q569Z6;Q8BZN7,Thyroid hormone receptor-associated protein 3,35,35.8,9.121294202,0.013241379,0.8636513,0.9092197,0.9744091,0.67173,0.9602089,1.054449,0.9295006,1.04497,1.113297,1.09981,1.005039,1.049391,0.9340763,0.92239,0.8781395,0.9803104,0.8619442,0.6234207,0.7121315,0.8454399
Dync1li2,Q6PDL0,Cytoplasmic dynein 1 light intermediate chain 2,21,57.7,5.673778658,0.01327,1.787451,1.947271,1.783699,1.88315,1.851561,1.989229,2.035261,1.85944,1.905407,1.68619,1.967381,1.803011,1.683496,1.840021,1.657059,1.64526,1.695114,1.689011,1.74892,1.68177
Ndufa7,Q9Z1P6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,6,53.1,15.15960276,0.013311111,1.81171,2.1222,2.15546,1.92783,1.942039,2.03257,2.01524,2.305948,2.026747,2.7127,2.7278,2.680531,2.580475,2.1763,2.30143,2.511999,2.587076,2.622049,2.499352,2.523829
Acp6,Q8BP40,Lysophosphatidic acid phosphatase type 6,11,32.5,1.633423471,0.013460674,-0.5646286,-0.6045399,-0.7449799,-0.3303699,-0.4607811,-0.4149799,-1.39123,-1.559441,-1.671173,-1.132261,-1.474279,-1.33931,-1.558674,-2.252609,-1.27212,-1.130838,-1.216776,-1.38018,-1.390949,-0.9267502
Msi2,Q920Q6;Q920Q6-3;Q920Q6-2;B1AT10,RNA-binding protein Musashi homolog 2,7,26.6,15.361451,0.013509804,-1.364429,-1.391088,-1.310961,-1.33205,-2.20013,-1.82407,-1.07604,-1.62117,-1.333843,-0.8894806,-0.9080105,-0.8283195,-1.186974,-1.167849,-0.9540806,-1.101759,-1.085646,-1.1572,-1.099569,-1.11743
Stam,P70297;Q3UGN9;A2ARJ0,Signal transducing adapter molecule 1,16,34.5,16.79775366,0.013613636,1.027241,1.26177,1.170099,1.272911,0.95154,1.125809,0.9323997,0.7809696,0.806427,1.31074,1.551029,1.70554,1.465986,1.30097,1.47027,1.407372,1.327234,1.417,1.345221,1.44533
Shank1,D3YZU5;D3YZU1,SH3 and multiple ankyrin repeat domains protein 1,61,1.6,14.13864627,0.01425,1.754002,1.92383,1.851509,1.976789,1.97958,1.89522,2.025421,2.07057,2.225407,2.26701,2.25666,2.18524,2.144655,2.1028,2.24198,2.1259,2.311995,2.17454,2.014172,2.26594
Csk,P41241,Tyrosine-protein kinase CSK,9,19.3,15.95087471,0.01438835,-3.20768,NaN,-3.40539,-3.28158,-3.428471,-3.061371,-3.14901,-3.191181,-3.657553,-2.5313,-2.71945,-2.889891,-3.139345,-2.48044,-2.373671,-2.617149,-2.683075,-3.033569,-2.60578,-2.739969
Cenpv,Q9CXS4,Centromere protein V,10,52,13.75790926,0.015161905,0.8229408,0.7648907,0.5639896,0.7564507,1.040051,0.7463799,0.9619102,0.9269485,0.7691364,1.56744,1.387209,1.30616,1.016615,0.9879799,1.10166,1.2122,1.199234,0.9476204,1.132801,1.04508
Fam114a2,Q8VE88-2;Q8VE88,Protein FAM114A2,17,39.4,0.397378233,0.015385321,-0.6321697,-0.3911896,-0.6130695,-0.577919,-0.4774208,-0.5968304,-0.6043091,-0.8039112,-1.055613,-0.9484406,-1.073181,-0.8792992,-0.5885334,-1.088949,-1.054451,-0.9991398,-0.625185,-0.6852093,-0.583189,-0.2620792
Strbp,Q91WM1;Q91WM1-2,Spermatid perinuclear RNA-binding protein,18,19.9,23.28445172,0.015522523,-1.604078,-1.680038,-1.511789,-1.546919,-1.67676,-1.747042,-2.10367,-2.112631,-1.924654,-2.05938,-2.66847,-1.88168,-2.322054,-1.744839,-1.626961,-2.10326,-1.879585,-1.647739,-1.51379,-1.425209
Pde10a,Q8CA95-2;Q8CA95;Q8CA95-3;F8WHK3;Q8CA95-4;D3YZR4,"cAMP and cAMP-inhibited cGMP 3,5-cyclic phosphodiesterase 10A",26,41.2,18.26522707,0.015527778,1.688292,1.681551,1.77527,1.71369,1.437029,1.7157,1.439081,1.41939,1.311226,1.824789,1.73477,1.821779,1.735285,1.709511,1.74229,1.93832,1.722195,1.835871,1.78006,1.953751
Vps52,Q8C754;G3UY33;Q8C754-2,Vacuolar protein sorting-associated protein 52 homolog,22,37.3,4.288355029,0.015663636,1.126341,1.270891,1.05719,1.09313,1.226521,1.25696,1.22999,1.053808,1.025846,0.9692497,0.8513088,1.360651,0.661026,0.7347698,0.8223591,0.8692207,0.9942341,0.9668999,0.8887711,0.9538498
Zfyve1,Q810J8,Zinc finger FYVE domain-containing protein 1,16,23.6,16.42273901,0.015672897,-1.484009,-1.63588,-1.692249,-1.54487,-1.685659,-1.5905,-1.822359,-2.30685,-1.372423,-1.105391,-1.18928,-0.9568901,-1.068504,-1.240479,-1.032841,-1.302299,-1.360695,-1.1161,-1.003769,-1.21101
Eif2b2,Q99LD9;D3Z487;D3Z7J6,Translation initiation factor eIF-2B subunit beta,8,29.9,12.82851249,0.015820755,-1.7859,-1.35821,-1.76162,-1.953779,-1.823471,-1.610682,-1.146049,-1.10601,-0.8943539,-1.161781,-1.393311,-1.168711,-1.338665,-1.194389,-1.11046,-1.074018,-1.276386,-1.44005,-1.403259,-1.261139
Faah,O08914,Fatty-acid amide hydrolase 1,13,31.3,15.47728728,0.016303571,-1.032579,-0.6289902,-0.8738995,-0.8327293,-1.018539,-0.7329311,-0.9000092,-1.039461,-1.168293,-0.4679813,0.03927994,0.2084103,-0.07709503,-0.1263599,-0.5112495,-0.5661201,-0.5211658,-0.2258301,-0.6540089,-0.3882504
Isca1;AK157302,Q9D924;I3ITR1,"Iron-sulfur cluster assembly 1 homolog, mitochondrial",6,50.4,16.13051923,0.016560345,-0.9583302,-0.8292694,-0.9086494,-1.080339,-1.02548,-1.00428,-0.8163204,-1.081421,-0.6887436,-0.7686005,-0.9987411,-0.3884506,-0.5736942,-0.5982304,-0.64258,-0.5652199,-0.5097351,-0.5966797,-0.6461601,-0.65592
Lxn,P70202,Latexin,4,23.9,2.713293583,0.016704348,0.5488911,0.7755604,0.5286789,0.5208111,0.7752304,0.6058884,0.2467403,0.3231297,-0.4605732,0.2584496,0.1999187,0.1078606,-0.2566643,-0.362009,-0.5160904,0.05428123,0.3381748,-0.1516399,0.1202106,-0.01479912
Sdha,Q8K2B3,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",28,46.7,14.96832146,0.016850877,4.363562,4.17555,4.373981,4.413582,4.430391,4.463648,4.358761,4.448208,4.595837,4.555458,4.595438,4.825909,4.566784,4.668169,4.663271,4.642,4.612394,4.748491,4.668381,4.569262
Dctn1,O08788;E9Q3M3;E9Q586;O08788-2;D3YX34,Dynactin subunit 1,59,54.4,1.898451646,0.017,3.87446,3.838411,3.759041,3.90638,4.0264,3.811121,3.716461,3.774239,3.741928,3.75288,3.6863,3.625542,3.653336,3.616541,3.660841,3.730551,3.684153,3.83259,3.721191,3.921412
Psmd11,Q8BG32,26S proteasome non-ATPase regulatory subunit 11,26,66.1,3.080585248,0.017322034,2.462622,2.651892,2.499149,2.538391,2.68825,2.427729,2.61227,2.47859,2.524368,2.27327,2.444519,2.452969,2.231916,2.197771,2.30402,2.31143,2.407145,2.454821,2.4963,2.587629
Hsd17b12,O70503;O70503-2,Very-long-chain 3-oxoacyl-CoA reductase,14,42.6,14.50437789,0.017470085,0.8481998,0.6515903,0.8185692,0.8586407,0.8941898,0.6805496,0.8388805,0.8394794,0.6198463,1.102209,1.13916,1.031321,1.197546,1.017521,1.36957,1.35424,0.7033844,0.9516907,0.7455406,0.7790203
Smarce1,O54941,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,12,29.7,3.865050164,0.017556452,-1.709808,-1.87063,-1.87175,-1.367859,-1.377331,-1.773401,-1.356449,-1.628111,-2.141344,-2.209301,-2.04611,-1.822639,-2.432613,-2.230289,-2.040131,-2.149509,-2.023315,-2.09985,-1.84013,-2.094309
Cmtm4,Q8CJ61,CKLF-like MARVEL transmembrane domain-containing protein 4,2,9.1,7.465380509,0.017682171,-1.091549,-1.194359,-1.00989,NaN,NaN,-1.074831,-0.563879,-0.6312103,-0.4605236,-1.00157,-0.9079704,-1.36375,-1.250954,-1.08795,-1.3326,-1.01298,-1.570295,-1.11112,-1.498999,-1.66341
Ppp1r9a,H3BJD6;Q7TN74;H3BL28;H3BKQ7;H3BJD0;Q3UXW4,,42,39.6,13.30860087,0.017699187,2.701479,2.620729,2.596081,2.578121,2.70574,2.624079,2.6628,2.70219,2.665035,2.698139,2.823309,2.850491,2.753956,2.82353,2.83687,2.706491,2.743525,2.635538,2.663811,2.578821
Ube2l3,P68037,Ubiquitin-conjugating enzyme E2 L3,7,56.5,15.05948169,0.017816,2.25605,2.12426,2.28841,2.202209,2.24552,2.410479,2.381151,2.213169,2.206156,2.904781,2.391819,2.339651,2.708717,2.693411,2.60972,2.51219,2.505564,2.35405,2.468151,2.45101
Slc25a20,Q9Z2Z6,Mitochondrial carnitine/acylcarnitine carrier protein,11,35.2,0.891484317,0.017820313,-0.1985798,-0.02508926,0.1269398,0.02493095,-0.4127808,-0.2449398,-0.14748,-0.09658051,-0.3399029,-1.07708,-0.5992413,-0.5903606,-1.213854,-0.6932201,-0.6673698,-0.63871,-0.04169464,-0.2166405,0.06907082,0.3033695
Etf1,Q8BWY3,Eukaryotic peptide chain release factor subunit 1,16,41.2,16.6873009,0.017844262,-0.2505188,0.1056309,-0.04017067,-0.1191196,-0.1960602,-0.1664715,-0.08884048,-0.12043,-0.2726326,0.2045002,0.28475,0.01521111,0.2484665,0.2555904,0.08707047,-0.1094685,0.151844,0.2355404,0.2392807,0.1910896
Rpl31,P62900;A0A0A6YX26,60S ribosomal protein L31,9,53.6,12.1101391,0.017858333,2.133251,1.79899,2.03467,1.95071,2.04019,1.863869,1.99337,2.16086,2.031977,2.49007,2.279459,2.226841,2.257647,2.125351,2.19202,2.159191,1.878094,1.97772,1.80126,1.85462
Abhd10,Q6PE15-2;Q6PE15;F6X5P5,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",9,29.5,23.24472298,0.01796063,-0.8321285,-1.053019,-0.9490299,-1.147249,-1.17865,-0.8429699,-1.533289,-1.312851,-1.412893,-1.41795,-1.52482,-1.35301,-0.994175,-1.419199,-1.418371,-1.01013,-0.9939957,-1.24708,-1.10895,-1.062689
Iqgap1,Q9JKF1,Ras GTPase-activating-like protein IQGAP1,32,23.1,3.274711307,0.017961538,-0.8326683,-1.270329,-1.22287,-1.23608,-0.6826305,-1.112701,-1.13146,-1.099621,-1.290993,-1.427801,-1.22328,-1.78438,-1.463375,-1.54966,-1.45573,-1.4774,-1.143286,-1.496799,-1.484869,-1.23313
Ndufb7,Q9CR61,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,6,46,13.64005126,0.017991736,1.32049,1.093081,1.249859,1.187571,1.110559,1.40354,1.3652,1.284189,1.235046,1.4715,1.75363,1.827129,1.349957,1.387991,1.7153,1.673231,1.504814,1.333479,1.237371,1.274931
Eif2s2,Q99L45,Eukaryotic translation initiation factor 2 subunit 2,17,29.3,11.18434291,0.018008403,0.573391,0.3657398,0.4712601,0.605341,0.4121304,0.6658287,0.8529606,0.719759,0.9031467,0.707449,0.7238998,0.7083302,0.7300453,0.9173298,0.7210388,0.6324902,0.4151154,0.5005093,0.64641,0.4278812
Faim2,Q8K097-2;Q8K097,Protein lifeguard 2,4,20,15.08626236,0.018103175,-0.9599495,-1.409409,-1.121019,-1.068619,-1.260321,-1.112061,-1.400089,-1.1485,-1.022573,-0.5163002,-0.4372997,-0.8969002,-0.9870033,-0.4072495,-0.5234909,-0.4910183,-0.8594856,-1.32777,-0.6656895,-0.8213196
Sf3a1,Q8K4Z5,Splicing factor 3A subunit 1,28,37,10.87072943,0.018463235,0.07485008,0.2760201,0.03184891,0.11092,0.367239,0.1786098,0.4260406,0.4078693,0.5070972,0.24049,0.4191093,0.2944908,0.4664555,0.3045006,0.424839,0.3344116,0.07582474,0.2225895,0.2718716,0.06542969
Itsn1,E9Q0N0;Q9Z0R4;E9Q3I5;E9Q3I9;E9Q3I4;Q9Z0R4-2;E9Q3I8,Intersectin-1,58,35.4,16.37234492,0.018571429,2.38335,2.242121,2.1719,2.327061,2.372971,2.08334,2.303431,2.237759,2.385597,2.41367,2.481989,2.636459,2.581715,2.469221,2.591448,2.358501,2.478045,2.67425,2.56456,2.66353
Lpgat1,Q91YX5;E9QL80;D3YVK0,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,10,30,14.19835464,0.0186,-1.447128,-1.25342,-1.25807,-0.96768,-0.9916,-0.77141,-0.8674488,-1.10297,-1.100613,-0.4264107,-0.4264908,-0.5930691,-0.6010838,-0.6310387,-0.5304298,-0.9520683,-0.7661552,-0.5216408,-0.7339993,-0.9099102
Nubpl,Q9CWD8,Iron-sulfur protein NUBPL,8,35.7,19.43021798,0.018712121,-3.76272,-2.568899,-2.14171,-2.95536,-3.51786,-2.144461,-4.7938,-3.3948,-4.625483,-2.172211,-3.89056,-3.87664,-1.856005,-2.256899,-2.445101,-2.30032,-1.790865,-2.20981,-2.1243,-1.81152
Aldh3a2,P47740;B1AV77;B1ATI0,Fatty aldehyde dehydrogenase;Aldehyde dehydrogenase,14,42.1,23.50786598,0.018738806,0.2687016,0.3943501,0.4453907,0.6640205,0.4778595,0.4564285,-0.08073044,-0.002960205,0.1454868,0.2248001,-0.006450653,-0.0678196,-0.1999245,0.3653297,0.357439,0.1793613,0.2801838,0.5113106,0.3852901,0.3293896
Cldn11,Q60771,Claudin-11,4,15,10.21161232,0.018854962,4.501642,4.67222,4.451778,4.425121,4.496031,4.40003,5.532021,5.33493,4.597507,5.197338,5.477148,5.326679,5.010315,4.952272,4.333391,4.186522,4.626253,4.33164,4.3815,4.37182
Dr1,Q91WV0,Protein Dr1,4,33.5,3.331630012,0.019080292,-2.19429,-2.172539,-2.51573,-1.778719,-1.898281,-2.592281,-2.374449,-2.237391,-2.576183,-2.80287,NaN,NaN,-3.467443,-3.37244,-3.00592,-3.43857,NaN,NaN,NaN,NaN
Plaa,P27612,Phospholipase A-2-activating protein,28,43.1,13.00925387,0.019561151,0.7777214,0.7811413,0.8701591,0.7886009,0.8900204,0.7950191,0.8787613,1.00181,0.9126568,1.086679,0.9401798,1.05982,1.091486,0.9432812,0.9588795,0.9913216,1.000164,0.8059406,0.6999912,1.009809
Shank2,Q80Z38-2;Q80Z38;D3Z5K9;Q80Z38-3,SH3 and multiple ankyrin repeat domains protein 2,65,2.1,14.85051863,0.019695122,1.992142,2.079031,1.98905,1.993471,2.12175,1.921309,2.03414,1.957668,2.163847,2.09693,2.240231,2.30303,2.266056,2.102671,2.22912,2.170832,2.144005,2.047461,2.167542,2.209131
Apoa1bp,Q8K4Z3,NAD(P)H-hydrate epimerase,9,45.7,11.92503726,0.019702899,1.671902,1.422621,1.762899,1.79241,1.557381,2.18375,1.975821,1.69216,2.084917,2.242079,2.3435,2.152929,2.152126,2.264471,2.022219,1.990631,1.925804,1.45401,1.71648,1.434551
Cuedc2,Q9CXX9,CUE domain-containing protein 2,5,18,21.85268086,0.019815951,-1.793659,-1.99432,-1.90909,-1.90863,-2.51808,-2.558901,-2.374739,-2.20643,-2.486034,-2.41297,-2.17486,-2.451429,-2.476543,-2.61833,-2.16823,-2.205549,-1.574646,-1.953529,-1.903399,-1.93119
Ddah2,Q99LD8;O08972;G3UZR0,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",11,42.5,12.65530999,0.019878788,-0.4292183,-0.8006001,-0.6158295,-0.4133492,-0.1698303,-0.8625412,-0.2609901,-0.3222618,0.04533577,0.2226601,-0.2634907,0.2687893,-0.1032543,-0.1863403,-0.4029312,-0.09498978,-0.3118858,-0.3439198,-0.2777901,-0.2901592
Hook3,Q8BUK6;F6W1A2,Protein Hook homolog 3,31,42.3,1.900430441,0.019938272,0.9037609,0.9632416,1.074869,1.07078,1.03978,0.83815,0.9731102,1.067259,1.041567,0.7769089,0.6023598,0.4243202,0.6001759,0.8161812,0.7394695,0.72332,0.858675,1.05859,0.9690914,0.8998413
Oat,P29758,"Ornithine aminotransferase, mitochondrial",17,54.4,14.98690417,0.020062112,1.855421,2.037771,1.777161,1.815531,1.951149,1.878778,1.799011,1.894539,1.648697,2.15119,2.359339,2.31171,2.272665,2.05022,2.091389,2.122581,2.107044,2.00016,2.005941,1.9737
Ppm1f,Q8CGA0,Protein phosphatase 1F,15,48,3.591645069,0.020119205,1.01741,1.00066,1.251949,1.122831,0.7812901,1.262899,0.8942013,0.9814796,1.176107,0.8543091,0.7406788,0.8535709,0.8314056,0.7775803,0.5322304,0.7388916,0.7455139,0.7182503,0.9349613,0.7641201
Acsl3,Q9CZW4;E9PUC2,Long-chain-fatty-acid--CoA ligase 3,21,34.3,12.99497448,0.0201875,-0.1633587,-0.1201401,-0.09713936,-0.09142876,-0.1892605,0.211359,0.09276962,0.04459953,0.1863766,0.4849701,0.4288006,0.4127407,0.2393665,0.09885025,0.07979012,0.07992172,0.3178043,0.06078911,0.06157112,0.2376499
Atp5c1,Q91VR2;Q8C2Q8,"ATP synthase subunit gamma, mitochondrial;ATP synthase subunit gamma",12,4.4,16.62754352,0.020253333,-0.1077595,-0.153429,-0.3312702,-0.3959599,-0.09535027,-0.09537125,-0.1050396,0.01573944,-0.653244,-0.62673,0.7269306,1.182119,0.9987659,0.6265812,0.5568695,0.7267609,0.5576553,0.6396008,1.05039,1.04137
Chgb,P16014,Secretogranin-1;CCB peptide;PE-11,22,35.5,12.68783318,0.020314465,0.2817001,0.3149605,0.358139,0.1343307,0.2403603,-0.2878513,0.41366,0.831789,0.3864765,0.6393299,0.7010994,0.6198502,0.6879349,0.6172104,0.3597088,0.5836716,0.1386147,0.3418598,0.2364101,0.1790695
Tmed9,Q99KF1,Transmembrane emp24 domain-containing protein 9,4,15.7,2.852403616,0.020389262,-1.115549,-1.027899,-1.328661,-1.0905,-0.7029209,-1.35532,NaN,-1.28298,-1.377193,-2.120251,-3.015251,-3.43298,NaN,-1.82852,NaN,NaN,-2.387665,-1.74542,-1.96356,-2.375099
Glg1,Q61543;F8WHM5,Golgi apparatus protein 1,16,12.3,3.920834177,0.020410256,-0.3922787,-0.1136894,-0.2237511,-0.007049561,-0.3166809,-0.2585411,0.01340103,-0.4039402,-0.2571526,-0.6055698,-0.2317696,-0.2285194,-0.8715038,-0.7836494,-0.7414303,-1.018869,-0.5103951,-0.4728909,-0.4701595,-0.2674294
Cops7b,Q8BV13,COP9 signalosome complex subunit 7b,8,35.6,0.928252607,0.020443038,-0.3509293,-0.8906898,-0.4815903,-0.327919,-0.3630295,-0.2713413,-0.5431805,-1.04681,-0.5960732,-0.8708801,-1.498911,-1.37151,-1.410254,-0.6323795,-0.8496799,-0.8663101,-0.5168648,-0.3062992,-0.6893787,-0.5442505
Gcdh,A0A0A0MQ68;Q60759,"Glutaryl-CoA dehydrogenase, mitochondrial",11,36,15.28407788,0.020527027,-0.7482185,-0.7969685,-0.9566994,-0.9372692,-1.147911,-0.7813206,-0.7301598,-0.5490818,-0.6706543,-0.85079,-0.6041508,-0.4862289,-0.397625,-0.3417397,-0.5814114,-0.4222088,-0.5990963,-0.4857693,-0.8310299,-0.3722
Pde2a,Q5PR72;Q3TXZ6;Q922S4,"cGMP-dependent 3,5-cyclic phosphodiesterase",36,47,13.68870545,0.020541935,2.97296,3.068892,3.07983,2.979259,2.984079,3.03948,3.172272,3.074379,3.094727,3.244389,3.329668,3.075809,3.236027,3.33639,3.31785,3.046671,3.040514,3.11294,2.989799,3.159132
Slc38a3,Q9DCP2;A0A0A6YX60;A0A0A6YWF5,Sodium-coupled neutral amino acid transporter 3,6,13.5,17.14775546,0.020542484,0.2821712,0.5788498,0.7568092,0.6249599,0.3103504,0.2260685,0.05998993,0.306139,0.8558464,0.923069,0.5056801,0.7913799,0.6303864,0.8909111,1.270779,0.8780212,0.9693851,1.10726,0.6192112,1.065781
Eif2b3,Q3UKV0;B1AUN3;B1AUN2,,11,22.5,4.272443351,0.020573248,-1.846659,-2.03903,-2.354,-1.1196,-1.537399,-1.099171,-1.735569,-0.7828217,-1.294283,-2.62706,-2.24122,-2.66823,-2.280455,-2.729719,-2.468481,-2.179659,-2.164085,-1.67281,-2.202559,-2.393469
Chchd6,Q91VN4,MICOS complex subunit Mic25,13,4.4,4.668210112,0.020666667,2.438961,2.360161,2.555439,2.170401,2.33979,2.545778,2.525711,2.522869,2.382847,2.15303,2.164749,2.179871,2.122425,2.177671,2.116259,2.23702,2.245335,2.28451,1.85379,2.185791
Gabbr2,Q80T41,Gamma-aminobutyric acid type B receptor subunit 2,19,23.7,10.84892154,0.020675325,1.054701,1.176451,1.030119,1.279581,1.19849,1.04014,1.350571,1.484089,1.496767,1.288549,1.2572,1.440849,1.315496,1.25736,1.345499,1.178511,1.125874,1.222559,1.193871,1.160261
