PROBES_ID	CDS_ID_II
Ot08g01060	Ot08g01640
Ot01g01680	Ot01g02140
Ot01g03360	Ot01g03440
Ot01g04630	Ot01g04750
Ot01g00790	Ot01g01260
Ot01g01800	Ot01g02290
Ot01g03550	Ot01g03730
Ot01g04770	Ot01g04880
Ot01g00920	Ot01g01390
Ot01g01890	Ot01g02360
Ot01g03640	Ot01g03830
Ot01g04860	Ot01g04940
Ot01g02070	Ot01g02440
Ot01g03700	Ot01g03880
Ot01g04920	Ot01g05000
Ot04g03130	Ot04g03480
Ot04g03860	Ot04g04040
Ot04g04780	Ot04g05360
Ot05g00410	Ot05g04650
Ot04g03160	Ot04g03510
Ot04g03970	Ot04g04140
Ot04g04840	Ot04g05410
Ot00g01790	Ot15g02300
Ot00g02500	Ot08g00730
Ot00g03280	Ot07g02510
Ot00g01050	Ot06g04000
Ot00g01870	Ot08g01570
Ot00g02560	Ot04g00950
Ot00g03420	Ot10g00560
Ot00g01130	Ot10g01800
Ot00g01940	Ot01g01190
Ot00g02670	Ot10g03000
Ot00g03460	Ot10g00530
Ot00g01260	Ot11g02370
Ot00g01970	Ot13g00290
Ot00g02720	Ot14g01150
Ot00g03640	Ot14g01870
Ot01g00550	Ot01g00690
Ot01g01510	Ot01g01960
Ot01g02970	Ot01g03070
Ot01g04400	Ot20g00580
Ot01g00700	Ot01g00860
Ot01g01550	Ot01g02010
Ot01g03250	Ot01g03360
Ot01g04500	Ot01g04580
Ot16g01050	Ot17g01310
Ot16g01400	Ot17g00920
Ot16g00330	Ot17g02280
Ot16g00690	Ot17g01810
Ot16g01070	Ot17g01290
Ot16g01430	Ot17g00880
Ot16g00350	Ot17g02300
Ot16g00720	Ot05g00380
Ot16g01090	Ot17g01270
Ot16g01450	Ot17g00860
Ot16g00370	Ot17g02320
Ot16g00750	Ot05g00410
Ot16g01130	Ot17g01240
Ot16g01490	Ot17g00830
Ot00g00850	Ot01g00330
Ot00g01740	Ot15g02750
Ot00g02380	Ot15g01070
Ot00g03100	Ot03g01040
Ot00g01770	Ot15g02320
Ot00g03140	Ot03g05280
Ot00g00970	Ot17g02230
Ot14g00730	Ot15g00590
Ot13g03350	Ot14g03460
Ot14g00410	Ot15g00400
Ot14g00780	Ot15g00620
Ot13g03050	Ot14g03010
Ot13g03370	Ot14g03490
Ot14g00430	Ot15g00420
Ot14g00800	Ot15g00640
Ot13g03080	Ot14g03040
Ot13g03390	Ot14g03470
Ot14g00450	Ot15g00450
Ot16g00260	Ot17g02050
Ot16g00600	Ot17g01860
Ot16g00970	Ot17g01410
Ot16g01340	Ot17g00980
Ot16g00280	Ot17g02030
Ot16g00620	Ot17g01840
Ot16g01030	Ot17g01330
Ot16g01380	Ot17g00940
Ot16g00310	Ot17g02010
Ot16g00650	Ot17g01820
Ot12g01290	Ot12g01110
Ot12g01610	Ot12g01430
Ot12g01930	Ot12g01760
Ot12g02290	Ot12g02060
Ot12g01330	Ot12g01130
Ot12g01630	Ot12g01450
Ot12g01970	Ot12g01780
Ot12g02310	Ot12g02070
Ot12g01650	Ot12g01460
Ot12g01990	Ot12g01810
Ot12g02340	Ot12g02110
Ot13g02950	Ot14g03160
Ot13g03280	Ot14g03390
Ot14g00320	Ot15g00320
Ot14g00670	Ot03g01230
Ot13g02980	Ot14g03190
Ot13g03310	Ot14g03420
Ot14g00340	Ot15g00350
Ot14g00690	Ot15g00560
Ot13g03010	Ot14g03220
Ot13g03330	Ot14g03430
Ot10g01810	Ot10g01310
Ot10g02140	Ot10g02220
Ot10g02480	Ot10g02380
Ot10g01840	Ot10g02100
Ot10g02180	Ot10g02270
Ot10g02520	Ot10g02660
Ot10g01520	Ot10g01910
Ot10g01860	Ot10g02100
Ot10g02220	Ot10g02300
Ot10g02580	Ot10g02730
Ot12g01190	Ot12g01000
Ot12g01510	Ot12g01320
Ot12g01860	Ot12g01690
Ot12g02190	Ot12g01980
Ot12g01210	Ot12g01020
Ot12g01550	Ot12g01360
Ot12g01880	Ot12g01710
Ot12g02220	Ot12g02000
Ot12g01230	Ot12g01040
Ot12g01590	Ot12g01400
Ot12g01900	Ot12g01730
Ot12g02260	Ot12g02020
Ot09g01600	Ot09g01740
Ot09g01920	Ot09g02070
Ot09g00950	Ot09g01060
Ot09g01300	Ot09g01440
Ot09g01630	Ot09g01760
Ot09g01940	Ot09g02100
Ot09g00970	Ot09g01090
Ot09g01320	Ot09g01460
Ot09g01650	Ot09g01780
Ot09g01970	Ot09g02120
Ot10g01380	Ot10g01780
Ot10g01720	Ot10g01220
Ot10g02050	Ot10g02150
Ot10g02410	Ot10g02330
Ot10g01420	Ot10g01830
Ot10g01740	Ot10g01240
Ot10g02070	Ot10g02170
Ot10g02430	Ot10g02340
Ot10g01440	Ot10g01850
Ot10g02100	Ot10g02190
Ot10g02460	Ot10g02350
