Gene.ID	Gene.Name	DN	DS	Rat.homology.type
ENSMUSG00000039851	4932438H23Rik	0.0974	0.2649	ortholog_one2one
ENSMUSG00000075070	4932412D23Rik			
ENSMUSG00000025081	Tdrd1	0.0656	0.2867	ortholog_one2one
ENSMUSG00000087552	Gm15819			
ENSMUSG00000047881	Rell1	0.0211	0.2555	ortholog_one2one
ENSMUSG00000083462	Gm12501			
ENSMUSG00000087042	Gm11611			
ENSMUSG00000081176	H3f3a-ps2			
ENSMUSG00000105961	Gm40123			
ENSMUSG00000116981	Gm49611			
ENSMUSG00000038453	Srcin1	0.0091	0.2064	ortholog_one2one
ENSMUSG00000017801	Mlx	0.0048	0.0994	ortholog_one2one
ENSMUSG00000061947	Serpina10	0.0673	0.1887	ortholog_one2many
ENSMUSG00000061947	Serpina10	0.0673	0.1887	ortholog_one2many
ENSMUSG00000043618	Eif5al3-ps			
ENSMUSG00000097224	Gm26716			
ENSMUSG00000085779	Atcayos			
ENSMUSG00000068749	Psma5	0	0	ortholog_one2one
ENSMUSG00000087451	Gm12970			
ENSMUSG00000026725	Tnn	0.0134	0.2082	ortholog_one2one
ENSMUSG00000025743	Sdc3	0.0219	0.1706	ortholog_one2one
ENSMUSG00000083844	Ube2d-ps			
ENSMUSG00000040797	Iqsec3	0.0123	0.199	ortholog_one2one
ENSMUSG00000092304	Gm20530			
ENSMUSG00000092224	Gm8815			
ENSMUSG00000004939	Nmrk2	0.0302	0.1492	ortholog_one2one
ENSMUSG00000101916	Gm18501			
ENSMUSG00000082729	Gm14845			
ENSMUSG00000084197	Gm9089			
ENSMUSG00000103376	Gm37179			
ENSMUSG00000118478	Gm50476			
ENSMUSG00000104340	Gm10522			
ENSMUSG00000034958	Atcay	0.0109	0.2871	ortholog_one2one
ENSMUSG00000050232	Cxcr3	0.0193	0.1793	ortholog_one2one
ENSMUSG00000064246	Chil1	0.1445	0.2532	ortholog_one2one
ENSMUSG00000092277	Gm19684	0.2945	0.2479	ortholog_one2many
ENSMUSG00000090222	Ifi203-ps			
ENSMUSG00000051579	Tceal8	0.0111	0.1701	ortholog_one2one
ENSMUSG00000079471	Mymx	0.0359	0.1402	ortholog_one2one
ENSMUSG00000092365	BC023719			
ENSMUSG00000102187	Gm7897			
ENSMUSG00000092243	Gm7030	0.1627	0.2775	ortholog_one2many
ENSMUSG00000084284	Tpt1-ps6			
ENSMUSG00000020477	Mrps24	0.0573	0.2011	ortholog_one2one
ENSMUSG00000082541	Gm9095			
ENSMUSG00000038067	Csf3	0.0783	0.2761	ortholog_one2one
ENSMUSG00000036825	Ssx2ip	0.0368	0.29	ortholog_one2one
ENSMUSG00000025922	Gm5045			
ENSMUSG00000025332	Kdm5c	0.0445	0.1421	ortholog_one2one
ENSMUSG00000045010	Gm4779	0.1727	0.2912	ortholog_one2one
ENSMUSG00000085102	1700010K24Rik			
ENSMUSG00000073405	H2-T-ps			
ENSMUSG00000082922	Gm6939			
ENSMUSG00000027649	Ctnnbl1	0.0064	0.2001	ortholog_one2one
ENSMUSG00000116389	Gm49504			
ENSMUSG00000079491	H2-T10	0.3385	0.409	ortholog_many2many
ENSMUSG00000079491	H2-T10	0.2598	0.3403	ortholog_many2many
ENSMUSG00000091191	Gm17334			
ENSMUSG00000115604	Gm7691			
ENSMUSG00000043467	Zbtb37	0.0105	0.1497	ortholog_one2one
ENSMUSG00000043155	Hpdl	0.0297	0.1955	ortholog_one2one
ENSMUSG00000047721	Bola2	0.0054	0.0347	ortholog_one2one
ENSMUSG00000059089	Fcgr4	0.1086	0.2273	ortholog_one2one
ENSMUSG00000115118	Gm36617			
ENSMUSG00000106076	Gm43840			
ENSMUSG00000098528	Zfp572			
ENSMUSG00000106219	5830416I19Rik			
ENSMUSG00000050945	Zfp438	0.1	0.1824	ortholog_one2one
ENSMUSG00000020105	Lrig3	0.0245	0.2448	ortholog_one2one
ENSMUSG00000019826	Zbtb24	0.0625	0.3414	ortholog_one2one
ENSMUSG00000107923	Gm43922			
ENSMUSG00000075602	Ly6a			
ENSMUSG00000108223	Gm43933			
ENSMUSG00000046774	8030474K03Rik	0.1581	0.1778	ortholog_one2one
ENSMUSG00000107752	Gm43934			
ENSMUSG00000054034	Tceal5	0.0143	0.1009	ortholog_one2one
ENSMUSG00000107438	Gm43945			
ENSMUSG00000079487	Med12	0.004	0.1266	ortholog_one2one
ENSMUSG00000021754	Map3k1	0.0305	0.2896	ortholog_one2many
ENSMUSG00000021754	Map3k1	0.0278	0.2938	ortholog_one2many
ENSMUSG00000030707	Coro1a	0.005	0.1457	ortholog_one2one
ENSMUSG00000028167	Bdh2	0.0223	0.266	ortholog_one2one
ENSMUSG00000026390	Marco	0.0879	0.1413	ortholog_one2one
ENSMUSG00000020857	Nme2	0.0061	0.188	ortholog_one2one
ENSMUSG00000106662	Gm43034			
ENSMUSG00000081230	Gm9097			
ENSMUSG00000029392	Rilpl1	0.0082	0.2772	ortholog_one2one
ENSMUSG00000104695	Gm30023			
ENSMUSG00000050071	Bex1	0.0539	0.4523	ortholog_one2one
ENSMUSG00000118638	AL805980.1			
ENSMUSG00000073739	Gm16287			
ENSMUSG00000082284	H3f3a-ps1			
ENSMUSG00000086417	Gm12996			
ENSMUSG00000116749	Gm49612			
ENSMUSG00000020687	Cdc27	0.0078	0.1192	ortholog_one2one
ENSMUSG00000116763	Gm41492			
ENSMUSG00000116412	Gm49505			
ENSMUSG00000116455	Gm35974			
ENSMUSG00000116713	Gm49613			
ENSMUSG00000115871	Gm49507			
ENSMUSG00000036244	Tbc1d21	0.0232	0.1525	ortholog_one2one
ENSMUSG00000073961	Olfr582	0.0269	0.1598	ortholog_one2many
ENSMUSG00000043671	Dpy19l3	0.013	0.2043	ortholog_one2one
ENSMUSG00000115955	9530056E24Rik			
ENSMUSG00000006360	Crip1	0	0	ortholog_one2one
ENSMUSG00000079428	Tceal7	0.0352	0.1986	ortholog_one2one
ENSMUSG00000102433	Gm38050			
ENSMUSG00000060807	Serpina6	0.1239	0.1909	ortholog_one2one
ENSMUSG00000090272	Mndal	0.4369	0.7011	ortholog_one2many
ENSMUSG00000028673	Fuca1	0.078	0.3129	ortholog_one2one
ENSMUSG00000027303	Ptpra	0.009	0.1461	ortholog_one2one
ENSMUSG00000009210	Prr29	0.0685	0.2504	ortholog_one2one
ENSMUSG00000047034	Ankrd33	0.0629	0.2419	ortholog_one2one
ENSMUSG00000113849	Gm47346			
ENSMUSG00000020657	Dnajc27	0.0771	0.3558	ortholog_one2one
ENSMUSG00000103680	Gm37072			
ENSMUSG00000094194	Ighv5-16	0.0927	0.3141	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.0978	0.2946	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1728	0.2913	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1125	0.3281	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1235	0.3035	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1688	0.3402	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.0927	0.3141	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1688	0.3402	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1688	0.3402	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1235	0.3035	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1217	0.2847	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1201	0.2812	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1559	0.3678	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1125	0.3281	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1477	0.2973	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1661	0.3511	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.0966	0.2907	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.141	0.3502	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1728	0.2913	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1728	0.2913	ortholog_many2many
ENSMUSG00000094194	Ighv5-16	0.1688	0.3402	ortholog_many2many
ENSMUSG00000037601	Nme1	0.0151	0.291	ortholog_one2one
ENSMUSG00000026643	Nmt2	0.0043	0.1557	ortholog_one2one
ENSMUSG00000095571	Ighv5-17			
ENSMUSG00000103893	Ighv5-18			
ENSMUSG00000001785	Pwp1	0.0236	0.2643	ortholog_one2one
ENSMUSG00000116882	Gm49614			
ENSMUSG00000027165	B230118H07Rik	0.0967	0.2354	ortholog_one2one
ENSMUSG00000039830	Olig2	0.004	0.2136	ortholog_one2one
ENSMUSG00000031839	Hsbp1	0.0056	0.305	ortholog_one2one
ENSMUSG00000112632	Gm4510			
ENSMUSG00000116528	Gm49508			
ENSMUSG00000112387	1700021G15Rik			
ENSMUSG00000085872	Gm11505			
ENSMUSG00000116300	Gm49509			
ENSMUSG00000117520	Gm50064			
ENSMUSG00000112482	1700025K04Rik			
ENSMUSG00000102958	Gm37016			
ENSMUSG00000038233	Gask1a	0.074	0.2026	ortholog_one2one
ENSMUSG00000009350	Mpo	0.0238	0.2474	ortholog_one2one
ENSMUSG00000073960	Olfr583	0.059	0.2114	ortholog_many2many
ENSMUSG00000073960	Olfr583	0.0523	0.2005	ortholog_many2many
ENSMUSG00000073960	Olfr583	0.0709	0.1843	ortholog_many2many
ENSMUSG00000117617	Gm50065			
ENSMUSG00000112435	Gm47965			
ENSMUSG00000021032	Ngb	0.0184	0.1044	ortholog_one2one
ENSMUSG00000091228	Gm20390			
ENSMUSG00000075390	Rpl36-ps8			
ENSMUSG00000112208	Gm40797			
ENSMUSG00000029346	Srrd	0.0877	0.2786	ortholog_one2one
ENSMUSG00000116007	Gm4116			
ENSMUSG00000082841	Gm12994			
ENSMUSG00000085865	Gm15966			
ENSMUSG00000046010	Zfp830	0.0309	0.1718	ortholog_one2one
ENSMUSG00000026536	Ifi211	0.3036	0.3812	ortholog_one2many
ENSMUSG00000110391	Gm7269			
ENSMUSG00000079852	Klra4	0.2266	0.3374	ortholog_one2many
ENSMUSG00000073959	Olfr584	0.0153	0.1964	ortholog_one2many
ENSMUSG00000085175	Gm11423			
ENSMUSG00000114007	Gm48660			
ENSMUSG00000113005	Gm34408			
ENSMUSG00000046160	Olig1	0.0095	0.2322	ortholog_one2one
ENSMUSG00000096144	B020004C17Rik			
ENSMUSG00000020213	Glipr1l1	0.1781	0.3109	ortholog_one2many
ENSMUSG00000050103	Agmo	0.0399	0.2258	ortholog_one2one
ENSMUSG00000051003	Olfr161	0.0561	0.2867	ortholog_one2one
ENSMUSG00000062846	Gm14176			
ENSMUSG00000099671	Gm18183			
ENSMUSG00000081056	Gm13998			
ENSMUSG00000112466	Gm29674			
ENSMUSG00000116722	Gm49627			
ENSMUSG00000108646	Olfr162-ps1			
ENSMUSG00000111961	Gm47966			
ENSMUSG00000078080	Olfr585	0.0424	0.227	ortholog_many2many
ENSMUSG00000078080	Olfr585	0.0439	0.2306	ortholog_many2many
ENSMUSG00000078080	Olfr585	0.0565	0.2123	ortholog_many2many
ENSMUSG00000068167	Csnka2ip	0.0581	0.1544	ortholog_one2one
ENSMUSG00000112832	4930484H19Rik			
ENSMUSG00000035505	Cox18	0.0329	0.2521	ortholog_one2one
ENSMUSG00000086467	4930571N24Rik			
ENSMUSG00000073980	Gm9574			
ENSMUSG00000037843	Vstm2l	0.1453	0.672	ortholog_one2one
ENSMUSG00000112492	Gm9111			
ENSMUSG00000108336	Olfr163-ps1			
ENSMUSG00000058267	Mrps14	0.0188	0.1313	ortholog_one2one
ENSMUSG00000086161	Gm15389			
ENSMUSG00000103890	Gm28724			
ENSMUSG00000118529	AC140982.1			
ENSMUSG00000101909	Gm28724			
ENSMUSG00000068252	Apol7b	0.1842	0.3178	ortholog_many2many
ENSMUSG00000068252	Apol7b	0.1502	0.2118	ortholog_many2many
ENSMUSG00000068252	Apol7b	0.1586	0.2248	ortholog_many2many
ENSMUSG00000092366	Gm17782			
ENSMUSG00000066268	Olfr586			ortholog_one2one
ENSMUSG00000073403	Gm10499			
ENSMUSG00000015452	Ager	0.0455	0.1859	ortholog_one2one
ENSMUSG00000097874	C030010L15Rik			
ENSMUSG00000068747	Sort1	0.0073	0.2041	ortholog_one2one
ENSMUSG00000040867	Begain	0.0297	0.2873	ortholog_one2one
ENSMUSG00000003352	Cacnb3	0.0038	0.1747	ortholog_one2one
ENSMUSG00000092289	Gm6659			
ENSMUSG00000027650	Tti1	0.0309	0.1504	ortholog_one2one
ENSMUSG00000038311	2410017I17Rik			
ENSMUSG00000099816	Gm28552			
ENSMUSG00000116673	A630089N07Rik			
ENSMUSG00000029345	Tfip11	0.003	0.3803	ortholog_one2one
ENSMUSG00000043773	1700048O20Rik			
ENSMUSG00000112836	Gm47006			
ENSMUSG00000082233	Gm6506			
ENSMUSG00000112326	Gm19624			
ENSMUSG00000072717	Klra11-ps			
ENSMUSG00000108099	Gm43988			
ENSMUSG00000020214	Glipr1l2	0.131	0.2955	ortholog_one2one
ENSMUSG00000114576	Naip3-ps1			
ENSMUSG00000080717	B230307C23Rik			
ENSMUSG00000116919	Gm17809			
ENSMUSG00000075033	Nxpe3	0.0264	0.2301	ortholog_one2one
ENSMUSG00000019906	Lin7a	0	0	ortholog_one2one
ENSMUSG00000048582	Gja3	0.0229	0.1913	ortholog_one2one
ENSMUSG00000028139	Riiad1	0.0695	0.1476	ortholog_one2one
ENSMUSG00000112423	Gm6333			
ENSMUSG00000025436	Atp23	0.0285	0.4232	ortholog_one2one
ENSMUSG00000071179	Serpina16	0.178	0.2078	ortholog_one2one
ENSMUSG00000034037	Fgd5	0.0367	0.1926	ortholog_one2one
ENSMUSG00000019303	Psmc3ip	0.0267	0.1674	ortholog_one2one
ENSMUSG00000000673	Haao	0.0355	0.1909	ortholog_one2one
ENSMUSG00000111053	Gm49343			
ENSMUSG00000090162	Gm6808			
ENSMUSG00000089667	Gm15914			
ENSMUSG00000098028	Gm8824			
ENSMUSG00000059772	Slx1b	0.0336	0.194	ortholog_one2one
ENSMUSG00000042429	Adora1	0.0081	0.1936	ortholog_one2one
ENSMUSG00000096481	Gm3250	0.0896	0.3082	ortholog_many2many
ENSMUSG00000096481	Gm3250	0.0915	0.4145	ortholog_many2many
ENSMUSG00000096481	Gm3250	0.0865	0.2812	ortholog_many2many
ENSMUSG00000096481	Gm3250	0.0851	0.271	ortholog_many2many
ENSMUSG00000096481	Gm3250	0.0667	0.2331	ortholog_many2many
ENSMUSG00000096481	Gm3250	0.1141	0.3226	ortholog_many2many
ENSMUSG00000096481	Gm3250	0.0961	0.3442	ortholog_many2many
ENSMUSG00000096481	Gm3250	0.0931	0.352	ortholog_many2many
ENSMUSG00000110470	Gm45723			
ENSMUSG00000095817	Gm3238	0.0879	0.361	ortholog_many2many
ENSMUSG00000095817	Gm3238	0.088	0.4977	ortholog_many2many
ENSMUSG00000095817	Gm3238	0.0849	0.3306	ortholog_many2many
ENSMUSG00000095817	Gm3238	0.0876	0.3354	ortholog_many2many
ENSMUSG00000095817	Gm3238	0.0666	0.2915	ortholog_many2many
ENSMUSG00000095817	Gm3238	0.114	0.3801	ortholog_many2many
ENSMUSG00000095817	Gm3238	0.0991	0.4056	ortholog_many2many
ENSMUSG00000095817	Gm3238	0.0913	0.4208	ortholog_many2many
ENSMUSG00000028137	Celf3	0.001	0.0926	ortholog_one2one
ENSMUSG00000111356	Rpl32l			
ENSMUSG00000060131	Atp8b4			ortholog_one2one
ENSMUSG00000019996	Map7	0.0729	0.2399	ortholog_one2one
ENSMUSG00000071195	Gm10318	0.0617	0.263	ortholog_many2many
ENSMUSG00000071195	Gm10318	0.0725	0.3408	ortholog_many2many
ENSMUSG00000071195	Gm10318	0.0816	0.3578	ortholog_many2many
ENSMUSG00000071195	Gm10318	0.0737	0.3028	ortholog_many2many
ENSMUSG00000071195	Gm10318	0.0528	0.2177	ortholog_many2many
ENSMUSG00000071195	Gm10318	0.0866	0.2651	ortholog_many2many
ENSMUSG00000071195	Gm10318	0.0721	0.2942	ortholog_many2many
ENSMUSG00000071195	Gm10318	0.0761	0.3541	ortholog_many2many
ENSMUSG00000102818	Gm37796			
ENSMUSG00000101795	Gm5835			
ENSMUSG00000069584	Gm10272			
ENSMUSG00000116341	Cyp2d36-ps			
ENSMUSG00000015316	Slamf1	0.0948	0.2235	ortholog_one2one
ENSMUSG00000030111	A2m	0.0464	0.1926	ortholog_one2many
ENSMUSG00000030111	A2m	0.0464	0.1926	ortholog_one2many
ENSMUSG00000111976	Gm48178			
ENSMUSG00000069581	Tspear	0.0176	0.2533	ortholog_one2one
ENSMUSG00000037548	H2-DMb2	0.0748	0.2001	ortholog_many2many
ENSMUSG00000037548	H2-DMb2	0.0748	0.2001	ortholog_many2many
ENSMUSG00000037466	Tedc1	0.1259	0.2777	ortholog_one2one
ENSMUSG00000042451	Mybph	0.041	0.1906	ortholog_one2one
ENSMUSG00000101126	Gm10538			
ENSMUSG00000039262	Prrc2b	0.0202	0.1799	ortholog_one2one
ENSMUSG00000039997	Ifi203			
ENSMUSG00000026442	Nfasc	0.0051	0.1938	ortholog_one2one
ENSMUSG00000001029	Icam2	0.0919	0.2759	ortholog_one2one
ENSMUSG00000050668	Gpatch11	0.0219	0.3599	ortholog_one2one
ENSMUSG00000026991	Pkp4	0.0044	0.1381	ortholog_one2one
ENSMUSG00000085204	Gm15327			
ENSMUSG00000074731	Zfp345	0.1905	0.5837	ortholog_one2many
ENSMUSG00000096131	Gm9639	0.0783	0.2445	ortholog_many2many
ENSMUSG00000096131	Gm9639	0.0699	0.3147	ortholog_many2many
ENSMUSG00000096131	Gm9639	0.0824	0.2257	ortholog_many2many
ENSMUSG00000096131	Gm9639	0.0874	0.2689	ortholog_many2many
ENSMUSG00000096131	Gm9639	0.0569	0.1774	ortholog_many2many
ENSMUSG00000096131	Gm9639	0.0965	0.2454	ortholog_many2many
ENSMUSG00000096131	Gm9639	0.0821	0.2624	ortholog_many2many
ENSMUSG00000096131	Gm9639	0.0946	0.343	ortholog_many2many
ENSMUSG00000001366	Fbxo9	0.0208	0.2149	ortholog_one2one
ENSMUSG00000112223	Krtap10-10			
ENSMUSG00000097254	C430042M11Rik			
ENSMUSG00000083325	Gm14121			
ENSMUSG00000112600	Gm49918	0.0815	0.2953	ortholog_many2many
ENSMUSG00000112600	Gm49918	0.0727	0.3868	ortholog_many2many
ENSMUSG00000112600	Gm49918	0.0696	0.2792	ortholog_many2many
ENSMUSG00000112600	Gm49918	0.0758	0.2894	ortholog_many2many
ENSMUSG00000112600	Gm49918	0.0586	0.2589	ortholog_many2many
ENSMUSG00000112600	Gm49918	0.0928	0.2822	ortholog_many2many
ENSMUSG00000112600	Gm49918	0.0812	0.3067	ortholog_many2many
ENSMUSG00000112600	Gm49918	0.085	0.3649	ortholog_many2many
ENSMUSG00000021081	Serpina1f	0.1478	0.2125	ortholog_one2one
ENSMUSG00000081092	Gm14128			
ENSMUSG00000100457	D830032E09Rik			
ENSMUSG00000117442	1810073O08Rik			
ENSMUSG00000094146	Gm10142			
ENSMUSG00000117421	Gm41639			
ENSMUSG00000068129	Cst7	0.0554	0.1136	ortholog_one2one
ENSMUSG00000102934	Gm38117			
ENSMUSG00000112653	Gm36176	0.0526	0.4308	ortholog_one2one
ENSMUSG00000117611	Gm35229			
ENSMUSG00000000435	Myf5	0.0173	0.2409	ortholog_one2one
ENSMUSG00000112170	Gm9508	0.0876	0.4043	ortholog_many2many
ENSMUSG00000112170	Gm9508	0.0786	0.4462	ortholog_many2many
ENSMUSG00000112170	Gm9508	0.0924	0.315	ortholog_many2many
ENSMUSG00000112170	Gm9508	0.1066	0.3639	ortholog_many2many
ENSMUSG00000112170	Gm9508	0.0647	0.2744	ortholog_many2many
ENSMUSG00000112170	Gm9508	0.1018	0.3683	ortholog_many2many
ENSMUSG00000112170	Gm9508	0.0819	0.3747	ortholog_many2many
ENSMUSG00000112170	Gm9508	0.1103	0.5015	ortholog_many2many
ENSMUSG00000117564	Gm41638			
ENSMUSG00000099484	Gm28282			
ENSMUSG00000101477	Gm18448			
ENSMUSG00000095970	Gm19402	0.0859	0.2892	ortholog_many2many
ENSMUSG00000095970	Gm19402	0.0641	0.3684	ortholog_many2many
ENSMUSG00000095970	Gm19402	0.0784	0.2384	ortholog_many2many
ENSMUSG00000095970	Gm19402	0.0852	0.2968	ortholog_many2many
ENSMUSG00000095970	Gm19402	0.0602	0.2805	ortholog_many2many
ENSMUSG00000095970	Gm19402	0.083	0.2854	ortholog_many2many
ENSMUSG00000095970	Gm19402	0.0757	0.3133	ortholog_many2many
ENSMUSG00000095970	Gm19402	0.0915	0.3641	ortholog_many2many
ENSMUSG00000117431	8430430B14Rik			
ENSMUSG00000091549	Gm6548			
ENSMUSG00000086522	Gm4473			
ENSMUSG00000094120	Gm3233	0.0817	0.3231	ortholog_many2many
ENSMUSG00000094120	Gm3233	0.0847	0.4429	ortholog_many2many
ENSMUSG00000094120	Gm3233	0.0814	0.2896	ortholog_many2many
ENSMUSG00000094120	Gm3233	0.0816	0.2852	ortholog_many2many
ENSMUSG00000094120	Gm3233	0.0607	0.2534	ortholog_many2many
ENSMUSG00000094120	Gm3233	0.1066	0.342	ortholog_many2many
ENSMUSG00000094120	Gm3233	0.0921	0.364	ortholog_many2many
ENSMUSG00000094120	Gm3233	0.0852	0.3663	ortholog_many2many
ENSMUSG00000103015	Gm37549			
ENSMUSG00000020598	Nrcam	0.0136	0.2124	ortholog_one2one
ENSMUSG00000069583	Krtap12-1			
ENSMUSG00000087317	4930466I24Rik			
ENSMUSG00000029650	Slc46a3	0.0545	0.2658	ortholog_one2one
ENSMUSG00000107794	Gm44095			
ENSMUSG00000070345	Hsf5	0.0361	0.1306	ortholog_one2one
ENSMUSG00000112864	Gm18596	0.0736	0.3784	ortholog_many2many
ENSMUSG00000112864	Gm18596	0.0486	0.3782	ortholog_many2many
ENSMUSG00000112864	Gm18596	0.0688	0.3052	ortholog_many2many
ENSMUSG00000112864	Gm18596	0.0793	0.3767	ortholog_many2many
ENSMUSG00000112864	Gm18596	0.0515	0.3146	ortholog_many2many
ENSMUSG00000112864	Gm18596	0.0712	0.3438	ortholog_many2many
ENSMUSG00000112864	Gm18596	0.0688	0.3445	ortholog_many2many
ENSMUSG00000112864	Gm18596	0.0847	0.489	ortholog_many2many
ENSMUSG00000038147	Cd84	0.1924	0.1738	ortholog_one2one
ENSMUSG00000038793	Lefty1	0.0308	0.2108	ortholog_one2one
ENSMUSG00000094012	Gm10024	0.0505	0.2542	ortholog_one2one
ENSMUSG00000020715	Ern1	0.0132	0.2289	ortholog_one2one
ENSMUSG00000086932	Gm22000			
ENSMUSG00000094913	Gm9507	0.0802	0.2704	ortholog_many2many
ENSMUSG00000094913	Gm9507	0.0691	0.3323	ortholog_many2many
ENSMUSG00000094913	Gm9507	0.0877	0.3391	ortholog_many2many
ENSMUSG00000094913	Gm9507	0.0728	0.2785	ortholog_many2many
ENSMUSG00000094913	Gm9507	0.0637	0.21	ortholog_many2many
ENSMUSG00000094913	Gm9507	0.0924	0.2821	ortholog_many2many
ENSMUSG00000094913	Gm9507	0.0768	0.2738	ortholog_many2many
ENSMUSG00000094913	Gm9507	0.0705	0.3539	ortholog_many2many
ENSMUSG00000081588	Gm11661			
ENSMUSG00000112037	Gm48179			
ENSMUSG00000112236	Gm48180			
ENSMUSG00000061086	Myl4	0.0181	0.2345	ortholog_one2one
ENSMUSG00000095721	Gm7137	0.0809	0.3084	ortholog_many2many
ENSMUSG00000095721	Gm7137	0.0832	0.4161	ortholog_many2many
ENSMUSG00000095721	Gm7137	0.0863	0.3197	ortholog_many2many
ENSMUSG00000095721	Gm7137	0.0929	0.2939	ortholog_many2many
ENSMUSG00000095721	Gm7137	0.0592	0.2517	ortholog_many2many
ENSMUSG00000095721	Gm7137	0.1035	0.3288	ortholog_many2many
ENSMUSG00000095721	Gm7137	0.0895	0.3477	ortholog_many2many
ENSMUSG00000095721	Gm7137	0.0869	0.3746	ortholog_many2many
ENSMUSG00000102878	Ighv2-8			
ENSMUSG00000112380	Gm9736	0.1025	0.4319	ortholog_many2many
ENSMUSG00000112380	Gm9736	0.0775	0.586	ortholog_many2many
ENSMUSG00000112380	Gm9736	0.0609	0.2746	ortholog_many2many
ENSMUSG00000112380	Gm9736	0.1039	0.4168	ortholog_many2many
ENSMUSG00000112380	Gm9736	0.0647	0.3535	ortholog_many2many
ENSMUSG00000112380	Gm9736	0.1026	0.4087	ortholog_many2many
ENSMUSG00000112380	Gm9736	0.0995	0.4534	ortholog_many2many
ENSMUSG00000112380	Gm9736	0.0776	0.4038	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.1192	0.4498	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.115	0.5349	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.1201	0.3628	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.1157	0.3734	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.0958	0.4039	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.1453	0.4985	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.1032	0.4404	ortholog_many2many
ENSMUSG00000096380	Gm19668	0.1247	0.5131	ortholog_many2many
ENSMUSG00000096638	Ighv2-9	0.0962	0.2348	ortholog_many2many
ENSMUSG00000096638	Ighv2-9	0.1094	0.141	ortholog_many2many
ENSMUSG00000096638	Ighv2-9	0.114	0.1079	ortholog_many2many
ENSMUSG00000096638	Ighv2-9	0.1226	0.2422	ortholog_many2many
ENSMUSG00000096638	Ighv2-9	0.114	0.1079	ortholog_many2many
ENSMUSG00000096638	Ighv2-9	0.114	0.1079	ortholog_many2many
ENSMUSG00000104319	Ighv5-19			
ENSMUSG00000111915	Gm3285			
ENSMUSG00000032384	Csnk1g1	0.0276	0.1244	ortholog_one2one
ENSMUSG00000069582	Krtap10-4			
ENSMUSG00000025400	Tac2	0.0331	0.1293	ortholog_one2one
ENSMUSG00000093614	Gm20693			
ENSMUSG00000061311	Rag1	0.0168	0.2587	ortholog_one2one
ENSMUSG00000033268	Duox1	0.017	0.1888	ortholog_one2one
ENSMUSG00000084372	Gm13988			
ENSMUSG00000096421	Gm10100	0.0407	0.382	ortholog_one2many
ENSMUSG00000096421	Gm10100	0.0124	0.3277	ortholog_one2many
ENSMUSG00000096421	Gm10100	0.0161	0.252	ortholog_one2many
ENSMUSG00000076665	Ighv7-1	0.0839	0.3043	ortholog_one2many
ENSMUSG00000076665	Ighv7-1	0.1126	0.2912	ortholog_one2many
ENSMUSG00000076665	Ighv7-1	0.1469	0.2336	ortholog_one2many
ENSMUSG00000095593	Gm7138	0.0839	0.3101	ortholog_many2many
ENSMUSG00000095593	Gm7138	0.084	0.4472	ortholog_many2many
ENSMUSG00000095593	Gm7138	0.0813	0.2889	ortholog_many2many
ENSMUSG00000095593	Gm7138	0.0812	0.2993	ortholog_many2many
ENSMUSG00000095593	Gm7138	0.0629	0.241	ortholog_many2many
ENSMUSG00000095593	Gm7138	0.109	0.327	ortholog_many2many
ENSMUSG00000095593	Gm7138	0.0946	0.3475	ortholog_many2many
ENSMUSG00000095593	Gm7138	0.0873	0.3677	ortholog_many2many
ENSMUSG00000100041	Gm5702			
ENSMUSG00000059920	4930453N24Rik	0.0417	0.1404	ortholog_one2one
ENSMUSG00000104478	Gm38212			
ENSMUSG00000032864	Rag2	0.0189	0.2049	ortholog_one2one
ENSMUSG00000101231	Gm28283			
ENSMUSG00000101097	Gm6679			
ENSMUSG00000022964	Tmem50b	0	0	ortholog_one2one
ENSMUSG00000023994	Nfya	0.0015	0.1222	ortholog_one2one
