Protein Name,CycID,ARS_pvalue,ARS_BH.Q,ARS_period,ARS_adjphase,ARS_amplitude,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,CT3,CT7,CT11,CT15,CT19,CT23,CT27,CT31,CT35,CT39,CT43,CT47
Unconventional myosin-VI,Myo6,0.307446032,0.593938993,20.26395939,9.693604197,0.067215407,1,1,20,11,0.085127188,0.978795543,1,20,7.81357077,0.297851635,0.879294424,0.999999999,20.08798646,9.506703721,0.176574769,0.067223294,0.067223294,0,0.116129847,0.197357257,0.141649774,0.0731896,0.295312523,0.311039093,0.23243343,0.317745281,0.026372312,0.239652333,0.182401197
Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes),Pea15 Pea15a,0.250848983,0.547779852,21.23404255,16.47422275,0.24483478,0.805264174,1,20,19,0.133797022,0.844355358,1,20.12232416,19.43967813,0.871522386,0.738995085,0.999999999,20.45212224,18.41826759,0.609096469,0.236747931,0.236747931,0,0.782778103,0.277962312,0.551849328,1.338715421,0.711877068,0.444191563,0.676463492,0.816055916,0.914168002,0.322457013,0.31387163
U2 small nuclear ribonucleoprotein B (Fragment),Snrpb2,0.316240236,0.600693438,24,18.74957764,0.139253208,0.15763919,0.798488541,28,17,0.144173199,0.33549246,1,28,14.71406893,0.285796854,0.225090752,0.838870746,26.66666667,16.90775007,0.169826857,0.203076797,0.203076797,0,0.225441071,0.045827437,0.433018691,0.351492786,0.038767155,-0.161438613,0.151963911,-0.047421071,0.080516188,0.435011688,0.571406981
Plastin-3,Pls3,0.456624014,0.706999786,24,18.60556263,0.068316047,1,1,28,21,0.179522821,0.648427097,1,26.21513944,23.88207563,0.579679581,0.875757686,0.999999999,26.07171315,21.13037172,0.493941247,0.081896411,0.081896411,0,0.272316567,0.328564329,0.528260212,0.524140139,0.57036608,0.55824353,0.62380022,0.397081685,0.588712385,0.820193012,0.665220451
Plastin-2 (65 kDa macrophage protein) (L-plastin) (Lymphocyte cytosolic protein 1) (LCP-1) (pp65),Lcp1,0.719874311,0.858147954,27.53103448,15.39002501,0.054917272,1,1,28,13,0.151126015,0.995361732,1,20,15.15612169,0.457225049,0.9951826,0.999999999,25.17701149,14.79154434,0.369471268,0.041380628,0.041380628,0,0.595060143,0.434174781,0.333346068,0.538171021,0.303875254,0.3780983,0.430887344,0.326540661,0.22326468,0.48561935,0.405361039
Plastin-1,Pls1,0.608956155,0.805746295,24,21.77822302,0.060765886,0.805264174,1,28,23,0.177852194,0.66067618,1,28,23.4043311,0.481898851,0.894901862,0.999999999,26.66666667,22.79154324,0.351740333,0.100204405,0.100204405,0,0.255720019,0.096579463,0.52009675,0.310827394,0.515860149,0.498621858,0.401695748,0.269219368,0.316892739,0.454585517,0.468220972
Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (Single-stranded DNA-bind... <Preview truncated at 128 characters>,Sub1 Pc4 Rpo2tc1,0.003210637,0.141099245,23.90419162,17.60520836,0.714770699,0.008979903,0.472727761,24,19,0.668462148,0.083772882,1,24.1025641,18.4139796,1.093068857,0.000235668,0.018607895,24.00225191,18.3388438,0.482729756,0.834403153,0.834403153,0,0.18538031,0.217909308,1.393695775,0.933070894,0.812621551,-0.104266791,-0.792779704,0.295775222,1.216709511,1.038739095,0.596071186
Heterogeneous nuclear ribonucleoproteins A2/B1 (Fragment),Hnrnpa2b1,0.413936222,0.67837728,24,22.82251718,0.081501261,0.805264174,1,20,7,0.027213172,0.881798742,1,20,11.02952644,0.060321148,0.87414884,0.999999999,21.33333333,9.608780299,0.047858983,0.014595428,0.014595428,0,0.147462748,-0.013442584,0.089094024,0.099817767,-0.127864456,0.140744544,-0.021062097,-0.207637251,-0.051927821,0.243863462,0.278572408
Heterogeneous nuclear ribonucleoprotein A1,Hnrnpa1 Fli-2 Hnrpa1 Tis,0.035379962,0.248333636,21.46236559,3.457293027,0.185550576,0.247873828,0.966576777,20,7,0.116020415,0.296691115,1,20,3.382683922,0.126619824,0.064167665,0.393808502,20.4874552,4.574590319,0.019346407,0.197466273,0.197466273,0,0.185005089,0.036943231,-0.201388067,0.145422191,0.097103657,0.095267413,0.086409323,-0.394413813,-0.087551515,0.319055276,0.252354914
Fragile X mental retardation syndrome-related protein 1,Fxr1,0.00611272,0.166854629,23.20930233,18.76318662,0.666097681,0.004320437,0.472727761,24,19,0.796250502,0.076731795,1,24.1025641,18.99707375,1.308002885,0.000202717,0.018607895,23.77062214,18.92354253,0.698607475,0.781343505,0.781343505,0,-0.045664635,0.554868647,0.774187173,1.631510133,1.265608596,0.160847192,0.040261185,0.111556211,1.629303739,1.165703049,1.091789244
Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72),Pdia4,0.564579295,0.779891467,25.92207792,23.09718151,0.073911795,1,1,28,23,0.111661281,0.992016414,1,20,6.109333168,0.218828274,0.978843502,0.999999999,24.64069264,22.28643358,0.108569514,0.063445645,0.063445645,0,0.080284721,0.273517081,-0.015031292,0.284786335,0.126184848,0.254894376,0.138939941,0.033470765,-0.235005362,0.272344078,0.072171614
cAMP-dependent protein kinase type I-alpha regulatory subunit,Prkar1a,0.133861987,0.418922652,25.92207792,16.61155082,0.209277717,0.247873828,0.966576777,28,19,0.309563659,0.42931523,1,25.40540541,19.41278869,0.850694276,0.203537857,0.78732898,26.44249444,18.3536891,0.719484234,0.224733386,0.224733386,0,0.174458696,0.804019999,0.675026966,0.925867232,0.839799125,0.611995024,0.818185045,0.440836819,1.310893516,0.9990238,1.035988434
Proteasome subunit beta type-6 (EC 3.4.25.1) (Low molecular mass protein 19) (Macropain delta chain) (Multicatalytic endopeptida... <Preview truncated at 128 characters>,Psmb6 Lmp19,0.863927953,0.940494685,20.90052356,2.850902841,0.02582028,1,1,20,3,0.056432986,0.999965113,1,20,2.865630337,0.221200327,0.999532145,0.999999999,20.30017452,2.907560047,0.13663248,0.030895643,0.030895643,0,0.216211938,0.212141679,0.105634377,0.102367575,0.363517623,0.144852859,0.11735048,-0.027352411,0.259774477,0.090249789,0.096064087
Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasom... <Preview truncated at 128 characters>,Psmb1,0.193247939,0.494526843,24,20.31100853,0.186976729,0.377646329,1,28,19,0.27982471,0.429487908,1,25.80392157,22.56777863,0.747892597,0.327793803,0.999999999,25.93464052,20.82373224,0.536593635,0.216360172,0.216360172,0,0.474046358,0.385343026,0.286693181,0.814105661,0.997163383,0.333516651,0.445752932,0.283647696,0.746190352,0.754254622,0.807129361
Proteasome endopeptidase complex (EC 3.4.25.1) (Fragment),Psma2,0.501656449,0.738945714,20.57731959,5.482247753,0.194727857,1,1,20,7,0.323140652,0.987725285,1,20,11.14831419,0.20937589,0.965591379,0.999999999,20.19243986,7.755460821,-0.010664134,0.18375802,0.18375802,0,0.250482855,0.593475687,-0.440689806,0.364718347,0.165966772,-0.509315922,0.016300087,-0.458977831,-0.537207745,0.267719847,0.337109539
Glutathione peroxidase,Gpx1,0.013362607,0.19056701,24,4.101946791,0.33154941,0.096845539,0.706684773,24,5,0.418602037,0.171231802,1,24.46096654,2.61644333,-0.30172109,0.009931338,0.140570008,24.15365551,3.918275867,-0.522818798,0.362952281,0.362952281,0,0.183088853,-0.489059607,-0.991383497,-0.748313623,-0.25509047,-0.521829496,-0.133323023,-0.795314525,-0.886643656,-0.851150541,-0.805151582
Translationally-controlled tumor protein,Tpt1,0.671561167,0.838683839,20.16161616,9.664072114,0.110897594,1,1,28,13,0.304847283,0.98853791,1,28,18.99994121,1.053309131,0.99154458,0.999999999,25.38720539,13.60198258,0.571835743,0.079764608,0.079764608,0,0.438159612,0.873524838,0.034015565,0.825717299,0.311504564,0.396944954,0.775216631,0.618992979,0.581847944,1.044570674,1.015177401
Abl interactor 1,Abi1,0.222262975,0.526713223,20.26395939,9.97858464,0.113682902,1,1,20,11,0.12146858,0.911629932,1,20,10.66376175,0.478717974,0.784284491,0.999999999,20.08798646,10.55119746,0.383984844,0.112383315,0.112383315,0,0.633302075,0.291925564,0.396513682,0.352327348,0.310874879,0.516038564,0.532564873,0.404968694,0.299729059,0.450086622,0.384862948
Golgi apparatus protein 1,Glg1,0.906813407,0.955427421,24,14.60723216,0.045613014,1,1,28,17,0.198313878,0.985028177,1,28,15.65540194,0.667385786,0.999779554,0.999999999,26.66666667,15.77839634,0.556542782,0.075834972,0.075834972,0,0.444549793,0.771562817,0.479941266,0.726929069,0.674448309,0.452234196,0.947654017,0.37023985,0.443211448,0.773521384,0.649821568
Interleukin-1 receptor accessory protein,Il1rap,0.670504584,0.838683839,24,12.50191903,0.097193542,1,1,28,23,0.227485711,0.988413438,1,26.63967611,20.3602651,1.424920401,0.991449533,0.999999999,26.21322537,18.71396227,1.103695704,0.037313829,0.033808076,0,0.907158659,0.895254198,1.061899151,1.188334783,1.05654325,1.420043016,1.232899844,1.422979719,1.210087509,1.400553417,1.445974456
Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK homol... <Preview truncated at 128 characters>,Ddx6 Hlr2 Rck,0.08296915,0.331754782,21.69565217,10.87853933,0.112427319,1,1,20,11,0.111070169,0.690810973,1,20,10.93670271,0.448759749,0.455468333,0.999999999,20.56521739,10.9571626,0.325288282,0.118551773,0.118551773,0,0.314121621,0.389117689,0.346880541,0.219663328,0.360210634,0.442291505,0.373186054,0.542222668,0.223646243,0.316663906,0.302073778
Calponin,Cnn1,0.613586965,0.808081582,24,8.663367076,0.404060558,1,1,28,7,0.615070499,0.879405482,1,28,6.559214919,-0.156878624,0.975177962,0.999999999,26.66666667,7.491180325,-0.865984618,0.619919105,0.619919105,0,-1.274858005,-0.515944689,-2.199277414,-1.381332963,-0.069641761,-1.399144033,-1.05266205,1.273138175,-0.413267831,-1.346846741,-1.567457207
"DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 (MCG2872, isoform CRA_a) (Probable ATP-dependent RNA helicase DDX5)",Ddx5,0.16515577,0.460978826,20.90052356,4.871116532,0.06889792,1,1,20,5,0.102968907,0.690890748,1,20,3.000059446,0.062462421,0.630596556,0.999999999,20.30017452,4.290981176,-0.044732374,0.071501527,0.071501527,0,0.13429995,-0.032076522,-0.005943061,-0.205374213,0.085257402,-0.007231068,-0.08483351,-0.194662573,-0.031900092,-0.020751706,-0.062239143
"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a (Serine protease inhibitor A3N)",Serpina3n Spi2,0.510958264,0.74422182,24,7.875322228,0.14416007,1,1,28,1,0.260555326,0.999793944,1,23.0877193,8.862933655,0.563346511,0.969213796,0.999999999,25.02923977,6.798268904,0.401254662,0.166626405,0.166626405,0,0.991534298,-0.066763841,0.514094096,0.065617789,0.390757127,0.53635857,0.440263431,0.658433606,0.471471889,0.402668114,0.42324098
Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (Fragment),Atp2a1,0.03275042,0.238980787,21.12169312,16.34738416,1.039770215,0.096845539,0.706684773,20,17,0.880478186,0.34355914,1,20,14.03565156,-0.924122735,0.033879003,0.269933248,20.37389771,15.79382515,-1.186298821,1.045509329,0.881320381,0,-3.041361481,-0.331038334,-0.803128185,-0.345238891,-2.258607626,-2.382748858,-1.590423083,0.053827609,-0.921361166,-1.419024356,-2.748282741
Ras-related protein Rab-10,Rab10,0.044539585,0.263660032,20.06030151,5.651825922,0.448408783,0.096845539,0.706684773,20,7,0.334770134,0.448143865,1,20,7.079307492,-0.4593719,0.051750678,0.354793017,20.0201005,6.581398448,-0.521679277,0.435419554,0.435419554,0,0.133658993,-0.311136474,-1.520633838,-0.415211426,-0.813702762,-0.110346929,-0.847106544,-0.531622904,-0.899267033,-0.116915016,-0.211477931
"Troponin I, fast skeletal muscle (Fragment)",Tnni2,0.044973561,0.265164115,21.12169312,17.70994591,0.916076721,0.15763919,0.798488541,20,17,0.679969998,0.311008805,1,20.24615385,13.57284873,-0.474795918,0.056945051,0.372067332,20.45594899,16.14182447,-0.453661119,0.847779461,0.847779461,0,-1.846112608,0.145479691,-0.611866067,-0.11575812,-1.28925954,-1.763299617,-0.538481019,0.496526822,0.585581743,-0.234292942,-1.461906482
Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha),Ssr1,0.197122462,0.498385093,22.94252874,15.76761528,0.341161235,1,1,28,17,0.852265593,0.670807234,1,24.1025641,18.01732762,0.924319927,0.670396172,0.999999999,25.01503095,17.03199631,0.738843967,0.32915754,0.32915754,0,-0.187858232,1.214166048,0.379196486,1.090977516,1.13009199,-0.107070938,0.789267718,1.24640796,1.226766136,1.000915243,1.155230627
Calponin,Cnn2,0.15467396,0.452359955,24,5.965331263,0.123940372,1,1,28,5,0.124541369,0.98156618,1,20,12.77817488,0.254729396,0.707756993,0.999999999,24,6.665477594,0.112457739,0.146216151,0.146216151,0,0.114670439,0.192648434,-0.335529259,-0.032219932,0.116624687,0.207320064,0.350690106,0.148510952,0.198491764,0.278345865,0.109939751
Procollagen C-endopeptidase enhancer 1,Pcolce,0.425555907,0.682556483,21.01052632,5.388943289,0.105921972,1,1,28,27,0.123651115,0.991621463,1,20,7.09825356,0.027537404,0.943132115,0.999999999,23.00350877,5.009620988,-0.059543559,0.091330859,0.091330859,0,-0.360031867,0.117887983,-0.301703064,-0.171455054,-0.027272495,-0.0064941,0.188704516,-0.404983316,0.070710842,0.042697608,0.169554792
"Catenin (Cadherin associated protein), delta 1, isoform CRA_a (Catenin delta-1)",Ctnnd1,0.163671098,0.460978826,24,6.210985918,0.201614533,1,1,28,3,0.24765953,0.640500923,1,23.75451264,7.293840374,0.176749245,0.607898738,0.999999999,25.25150421,5.726751286,-0.001204698,0.228873561,0.228873561,0,0.465325683,-0.181048949,-0.298575087,0.157598137,-0.378132267,0.125013298,0.25277442,0.239004646,-0.258603778,-0.190411314,0.040381525
Glutathione peroxidase (Fragment),Gpx3,0.416574464,0.67837728,20.68393782,1.918883614,0.098378752,1,1,28,1,0.154161123,0.936101326,1,20,0.517346232,-0.048678462,0.930099977,0.999999999,22.89464594,1.17541581,-0.122221045,0.051279099,0.051279099,0,0.023263913,-0.365236508,-0.206384794,-0.24018586,-0.101418039,-0.227723045,0.01537709,-0.370133043,0.211081112,-0.018846542,-0.158037523
Hemopexin,Hpx,0.492846429,0.735635771,20.90052356,7.73727129,0.267091066,1,1,28,13,0.250622947,0.993263072,1,20,6.999918413,0.931278137,0.964093395,0.999999999,22.96684119,9.055865658,0.640468578,0.062146545,0.062146545,0,1.158481001,0.389741689,0.841708246,0.529551406,0.487162283,0.742156537,0.712952743,0.430668403,0.58851135,0.897157479,0.896093897
40S ribosomal protein SA,Rpsa,0.795952085,0.901793523,24,0.887599146,0.045478044,1,1,20,9,0.128320927,0.97044287,1,20,15.24406173,0.08908963,0.99763268,0.999999999,21.33333333,16.72079862,0.062640617,0.067023908,0.067023908,0,0.055686617,0.31513931,-0.125875378,0.105294723,0.16512117,0.159089858,0.187504507,-0.260022309,0.07865589,0.137532509,-0.001368788
Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6),Cdkn2c,0.509842191,0.744066722,24,1.725307496,0.248871027,0.805264174,1,20,5,0.011759001,0.825501104,1,20,6.999941209,0.759602847,0.904013649,0.999999999,21.33333333,4.864662056,0.09335158,0.321898746,0.321898746,0,0.275430113,0.212844245,-1.42058634,0.215095626,0.455739475,-0.116526814,0.083703844,0.043704748,0.466752477,0.631781537,0.656740119
60S ribosomal protein L13 (A52),Rpl13,0.061815003,0.299482369,20.26395939,4.155918167,0.234300728,0.805264174,1,20,5,0.221343039,0.520803722,1,20,3.000059446,0.040719458,0.293546404,0.972331235,20.08798646,4.052841879,-0.233258362,0.238742123,0.238742123,0,-0.09576206,0.053728657,-0.464133882,-0.346056515,0.045068435,-0.102959196,-0.382396043,-0.840256113,0.018676091,-0.122753079,-0.192625845
Complement factor I (EC 3.4.21.45) (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I lig... <Preview truncated at 128 characters>,Cfi,0.248864888,0.547779852,24,10.75380024,0.277888382,1,1,20,11,0.329002932,0.847240258,1,20,11.68486137,1.482812617,0.794506738,0.999999999,21.33333333,11.26705721,1.183480007,0.352757276,0.298067795,0,1.33368816,1.217049353,1.289414552,1.092752461,0.768451028,1.558032869,1.544113337,1.477674141,1.008579071,1.569638267,1.064368682
Ras-related protein Rab-5B,Rab5b,0.573604504,0.788706193,24,1.570093387,0.059537847,1,1,20,3,0.135321277,0.859547024,1,20,3.000059446,0.094006928,0.964980917,0.999999999,21.33333333,2.605010166,-0.060321789,0.080804185,0.080804185,0,0.201933202,0.041765036,-0.292852955,0.083925694,-0.059714734,0.057659852,-0.110847811,-0.276194528,-0.037901146,-0.078552503,-0.15522412
55 kDa erythrocyte membrane protein,Mpp1,0.473606981,0.724918682,24,10.98215068,0.05768509,1,1,20,9,0.049503306,0.970176391,1,23.58422939,1.873604937,0.250820194,0.955736236,0.999999999,22.52807646,8.425274798,0.210193712,0.042726338,0.042726338,0,0.422900254,0.277933861,0.147518752,0.263561079,0.257641501,0.251663071,0.21851222,0.235864406,0.234196404,0.168613946,0.041035867
Host cell factor 1,Hcfc1,0.991483297,0.997574321,24,13.59707772,0.028537379,1,1,28,9,0.73931443,0.996812901,1,28,3.000059446,-0.222325325,0.999999732,0.999999999,26.66666667,8.654742761,-1.360905823,0.133675612,0.098225469,0,-1.28499327,-0.427099334,-1.051248663,-2.110646843,-1.265443414,-1.880015182,-1.843911767,-1.744943236,-1.311679725,-1.694786036,-1.584814557
Alpha-taxilin,Txlna,0.001276036,0.118160561,20.47179487,14.93918247,0.424503752,0.096845539,0.706684773,20,17,0.247438104,0.158670417,1,20.37151703,15.13829762,0.333007463,0.001384098,0.053634541,20.28110397,15.68870296,0.114505641,0.420407802,0.420407802,0,-0.363727634,0.594246378,0.512231023,0.085375844,0.066742648,-0.203451155,0.046794053,0.573334347,0.294761072,-0.466953836,-0.404997844
Complement factor B,Cfb,0.50276563,0.738945714,20.06030151,8.838386902,0.128685584,1,1,28,21,0.137687219,0.999034588,1,27.76371308,19.23623756,0.774927589,0.96723103,0.999999999,25.27467153,16.20266145,0.455158035,0.011469515,0.011469515,0,0.531997779,0.206102684,0.462009322,0.400552419,0.253862834,0.606695845,0.583531634,0.432029178,0.499539298,0.697335332,0.7839096
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49) (Fragment),G6pdx G6pd G6pd-1,0.51214264,0.745183503,24,11.63143717,0.10653025,1,1,28,13,0.1678492,0.997960102,1,23.0877193,11.77625285,0.646813245,0.969269009,0.999999999,25.02923977,12.17236225,0.549436576,0.099259891,0.099259891,0,0.836614601,0.50644908,0.39766411,0.740392467,0.616864312,0.386046159,0.747353286,0.705457046,0.610729227,0.57201292,0.526194092
Transketolase,Tkt,0.077601387,0.325881606,20.06030151,7.996896709,0.188618667,1,1,20,9,0.144939567,0.813615246,1,20,6.999944691,0.7478097,0.478455293,0.999999999,20.0201005,7.998660148,0.269148003,0.189523608,0.189523608,0,0.499828519,0.339682525,-0.022140469,0.263141929,0.134707023,0.149903393,0.391993821,0.230491528,0.130000943,0.482974003,0.807922086
Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CBP-I) (Endonexin II) (Lipocortin V) (Placental anticoagulan... <Preview truncated at 128 characters>,Anxa5,0.111922212,0.381729157,20.26395939,6.581953646,0.109657679,1,1,28,23,0.216514936,0.990078586,1,25.80392157,21.19600352,0.896168641,0.622734627,0.999999999,24.68929365,20.19695149,0.461277983,0.012738243,0.012738243,0,0.279130378,0.398481325,0.059138197,0.38811459,0.562550704,0.523111176,0.557338812,0.551557737,0.486132132,0.867485642,0.860737324
Transgelin (Actin-associated protein p27) (Smooth muscle protein 22-alpha) (SM22-alpha),Tagln,0.693858532,0.852792083,24,10.74533392,0.461967304,1,1,20,19,0.779446263,0.941925935,1,28,5.931081023,-0.773976032,0.99064687,0.999999999,24,5.079398681,-1.376810806,0.046319933,0.033642918,0,-1.492876299,-1.494485447,-1.626301512,-1.455222239,-0.527306543,-1.884493863,-2.383115381,1.374438642,-0.782190387,-3.474408043,-2.775768599
60S ribosomal protein L26,Rpl26,0.004643298,0.151029543,20.90052356,6.225402617,0.255145153,0.377646329,1,20,9,0.212407037,0.220596633,1,20.24615385,6.822596374,0.008619423,0.015367675,0.17559653,20.3822258,7.350660947,-0.118328106,0.257160352,0.257160352,0,-0.07792822,-0.026350322,-0.449986831,-0.163494148,-0.218367988,0.042926956,0.137492786,-0.394514969,-0.359798226,0.026541325,0.329390398
