"mRNAs identified in Ito et. al and analyzed by Pearson correlation: column headers show the transcript codes as identified by Ito et al. (Transcript accession); the names of the proteins as seen in Uniprot database (Protein name); gene names as seen in the Cyanobase (Gene names); the Uniprot accession numbers of all proteins (Uniprot Accession); the log2-mean-ratio normalized retrieved from GEO (GSE14225) from each time-point X (hours in LL) (LL.X); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); the cluster number corresponding to each significant protein (Cluster nr); categorization of the protein corresponding to this mRNA, as cyclic (TRUE) and not-cyclic (FALSE), as determined by the Pearson correlation (Cyclic protein); the subjective phase, light (L) or dark (D), at which the mRNA profile shows a maximum abundance (Peak phase (subjective)); the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase protein); the relationship between the mRNA peak phase and the protein peak phase, being in-phase (in), out of phase (out) or anti-phase (out (anti)); the delay between the maximum abundance observed at the mRNA level comparing to the maximum abundance at the protein level (delay (h)) (average delays account for different delays between the 2 days); the functional category at which the protein belongs to, based on the Cyanobase (Function category); the pathway to which the protein belongs, according to KEGG (KEGG); and the biological process in which the protein is involved, according to Gene Ontology (GO_BP).",,,,,,,,,,,,,,,,,,,,,,,,,,
(av) average delay based on 2 numbers,,,,,,,,,,,,,,,,,,,,,,,,,,
Light,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcript accession,protein name,gene name,Accession,LL.4,LL.8,LL.12,LL.16,LL.20,LL.24,LL.28,LL.32,LL.36,LL.40,LL.44,LL.48,Pearson corr,p-value,Cluster nr,Cyclic protein,Peak phase (subjective),Peak phase protein,in/out phase,delay (h),Function category,KEGG,GO_BP
syc0178-h_at,"acetyl-CoA carboxylase, biotin carboxylase subunit",Synpcc7942_1379,Q54755,0.03326111,-0.41005521,0.04382181,-0.03924585,-0.00763725,0.03873293,-0.01582851,-0.32597934,0.08369431,0.11090523,0.0195436,0.17692581,0.91011229,0.0046,6,FALSE,-,-,-,-,-,-,-
syc0179-m_at,hypothetical protein,Synpcc7942_1378,Q31NG1,0.10007278,-0.30702401,-0.09062876,-0.00593132,0.10652424,0.06180832,0.01276419,-0.2977668,-0.33051737,0.03764491,0.07916604,0.25842408,0.78120681,0.0464,2,FALSE,-,-,-,-,-,-,-
syc0181-m_at,Uncharacterized protein,Synpcc7942_1376,Q31NG3,0.32270421,0.30836814,-0.26379773,-0.14944069,-0.14426573,-0.18816535,0.0038093,0.30794622,-0.30230875,-0.05494707,-0.19087176,-0.11154437,0.82406021,0.0270,4,FALSE,-,-,-,-,-,-,-
syc0182-m_at,hypothetical protein,Synpcc7942_1375,Q31NG4,-0.01400125,0.1374596,0.01127853,-0.13990381,-0.14131425,0.02645311,0.01195763,0.28520445,0.02415488,-0.19801439,-0.25007155,-0.05056593,0.95872036,0.0005,1,FALSE,-,-,-,-,-,-,-
syc0186-m_at,"metal ion transporter, MIT family",Synpcc7942_1371,Q31NG8,0.13630817,0.78361738,-0.16200431,-0.15769033,-0.60179836,-0.53294389,0.01098941,0.60556856,-0.10861588,-0.12891787,-0.6578392,-0.45891961,0.98748038,0.0000,1,FALSE,-,-,-,-,-,-,-
syc0191-m_at,Uncharacterized protein,Synpcc7942_1365,Q31NH4,-0.08818539,0.56144629,0.06179239,-0.26230211,-0.60528018,-0.50734773,0.07198438,0.58253504,0.16533549,0.04992427,-0.96417387,-0.39202492,0.91273388,0.0042,1,FALSE,-,-,-,-,-,-,-
syc0192-h_at,Uncharacterized protein,Synpcc7942_1364,Q31NH5,0.10863229,-0.39318471,-0.26978403,-0.02415217,0.26566345,0.15778717,-0.10091912,-0.33560366,-0.12436142,0.14186405,0.2702717,0.14952976,0.85025884,0.0179,2,FALSE,-,-,-,-,-,-,-
syc0196-m_at,hypothetical protein,Synpcc7942_1359,Q31NI0,-0.12482323,-0.21905089,-0.13855647,0.05628768,0.06514286,0.06145847,-0.04857278,-0.20838429,-0.05032188,0.08702241,-0.00245651,0.32319588,0.78870074,0.0426,6,FALSE,-,-,-,-,-,-,-
syc0198-m_at,Uncharacterized protein,syc0197_d,Q5N5N1,0.32383162,0.11414734,-0.69420051,-0.20716218,0.02911163,-0.0069612,0.18505047,0.02216922,-0.45155001,-0.06800005,-0.08431104,0.0991763,0.94235049,0.0013,4,FALSE,-,-,-,-,-,-,-
syc0200-m_at,two-component response regulator CheY subfamily,Synpcc7942_1356,Q31NI3,0.16606154,-0.35533879,-0.33368627,0.03466563,0.23775826,0.03321665,-0.119379,-0.35918952,-0.20762687,0.17493564,0.33780595,0.03660901,0.80495959,0.0349,2,FALSE,-,-,-,-,-,-,-
syc0202-h_at,putative export protein,Synpcc7942_1354,Q31NI5,-0.75975798,0.59705341,0.91458897,-0.79650564,-1.77760862,-1.94020665,-1.15950176,0.90833553,1.21574991,0.27679834,-1.89160107,-1.48494895,0.92460441,0.0028,1,FALSE,-,-,-,-,-,-,-
syc0211-h_at,NADH dehydrogenase subunit 1,Synpcc7942_1343,Q31NJ6,0.04811095,-0.17531458,-0.19012187,0.03484176,0.11022523,0.10644461,0.08660612,-0.25520015,-0.25473972,0.05973274,-0.02611402,0.24012033,0.89210411,0.0075,2,FALSE,-,-,-,-,-,-,-
syc0212-h_at,GDP-mannose 46-dehydratase,Synpcc7942_1342,Q31NJ7,0.00949,-0.41656353,-0.15976119,0.13987674,0.09949248,-0.0545328,0.06374459,-0.18075734,-0.07654625,0.14686961,0.19242461,0.09770931,0.95439384,0.0007,6,FALSE,-,-,-,-,-,-,-
syc0214-m_at,polypeptide deformylase,Synpcc7942_1340,Q31NJ9,-0.00249533,-0.0640506,-0.14862055,-0.08646897,0.1618926,0.13467241,-0.0669381,-0.22012492,-0.0789283,-0.04466103,0.09352943,0.17418725,0.78620034,0.0438,2,FALSE,-,-,-,-,-,-,-
syc0215-m_at,hypothetical protein,Synpcc7942_1339,Q31NK0,0.45332064,-0.25693907,-0.3087628,0.0944182,0.13746613,-0.11159573,0.15440621,-0.23459417,-0.39987804,0.04311728,0.07270651,0.10210499,0.81315926,0.0314,2,FALSE,-,-,-,-,-,-,-
syc0217-h_at,hypothetical protein,Synpcc7942_1337,Q31NK2,-0.12612412,0.43127581,0.39441388,-0.13867018,-0.47289334,-0.68350364,-0.28385882,0.37568536,0.45560813,0.10329769,-0.77165367,-0.35451807,0.86741071,0.0130,1,FALSE,-,-,-,-,-,-,-
syc0218-h_at,Uncharacterized protein,syc0217_c,Q5N5L1,-0.0742,0.48138828,0.6606788,-0.47052229,-0.98436211,-1.22076068,-0.3999404,0.73318398,0.61097342,-0.33574211,-0.42156859,-0.73292301,0.90658013,0.0051,1,FALSE,-,-,-,-,-,-,-
syc0219-h_at,hypothetical protein,Synpcc7942_1336,Q31NK3,-0.22959986,0.33526887,0.09165367,-0.29515474,-0.47547003,-0.63812814,-0.17475359,0.6210985,0.55287229,0.14772691,-0.53757807,-0.33581343,0.91000158,0.0046,1,FALSE,-,-,-,-,-,-,-
syc0220-h_at,probable branched-chain amino acid aminotransferase,Synpcc7942_1335,Q31NK4,0.07787961,0.19542038,0.04311844,-0.12797896,0.13211822,0.15735735,-0.08074927,-0.06175648,-0.18390252,-0.29666757,-0.02520667,-0.08597639,0.92037286,0.0033,4,FALSE,-,-,-,-,-,-,-
syc0226-h_at,hypothetical protein,Synpcc7942_1329,Q31NL0,-0.10662733,-0.16961317,-0.03370149,0.08199367,-0.02705289,0.02229113,-0.01585592,-0.17501553,0.02057254,0.15515645,0.01033153,0.13950901,0.95699409,0.0006,6,FALSE,-,-,-,-,-,-,-
syc0229-h_at,replicative DNA helicase,Synpcc7942_1325,Q31NL4,-0.01327466,-0.23267,0.07003734,-0.03795512,0.16161491,0.0174952,-0.10405282,-0.35513291,-0.08018585,0.15207373,0.2875099,0.0858863,0.80725051,0.0339,6,FALSE,-,-,-,-,-,-,-
syc0230-m_at,putative helicase,Synpcc7942_1324,Q31NL5,-0.29079049,-0.08198173,0.26437105,0.12354835,0.14207457,-0.11521524,-0.18248457,-0.16099542,0.25230548,-0.02287349,0.02888902,-0.08159028,0.89017657,0.0079,3,FALSE,-,-,-,-,-,-,-
syc0232-h_at,photosystem I subunit IV psaE,Synpcc7942_1322,Q31NL7,0.22573799,0.07513517,-0.2148482,-0.01769053,-0.04301351,0.06809576,0.12468981,0.00090089,-0.20079651,-0.13890064,0.07015817,-0.03910036,0.7829545,0.0455,4,FALSE,-,-,-,-,-,-,-
syc0233-m_at,hypothetical protein,Synpcc7942_1321,Q31NL8,0.23757373,-0.32029646,-0.20065069,0.09146489,0.34306194,-0.06243905,-0.02320774,-0.47583418,-0.26938808,0.09387909,0.2752232,0.14479684,0.83064426,0.0245,2,FALSE,-,-,-,-,-,-,-
syc0237-h_at,manganese transport system ATP-binding protein MntA,Synpcc7942_1317,Q31NM2,-0.29561469,0.13663514,0.2892972,-0.14058721,-0.22851124,-0.13333755,-0.29300085,0.23004996,0.58038703,-0.16221991,-0.29316845,-0.25352408,0.97704503,0.0001,1,FALSE,-,-,-,-,-,-,-
syc0241-h_at,aspartyl-tRNA synthetase,Synpcc7942_1313,Q31NM6,-0.02297385,-0.33851938,-0.04242145,0.13010152,0.0301997,-0.01436212,0.05025109,-0.34111994,-0.07174096,0.10441816,0.24649643,0.2492479,0.82673641,0.0260,6,FALSE,-,-,-,-,-,-,-
syc0242-m_at,ATP-binding protein of ABC transporter,Synpcc7942_1312,Q31NM7,0.17810238,-0.45867868,-0.47847852,-0.10156546,0.20089716,0.26117313,-0.01811129,-0.4768225,-0.37539244,0.034273,0.30318223,0.48663317,0.91924149,0.0034,2,FALSE,-,-,-,-,-,-,-
syc0244-h_at,putative ndhF3 operon transcriptional regulator,Synpcc7942_1310,Q9F1R2,-0.05063686,-0.32846128,-0.07003523,0.08310543,0.14526502,0.08493946,-0.08553564,-0.24633712,-0.14839635,0.09502468,0.19195071,0.21079869,0.91812152,0.0036,6,FALSE,-,-,-,-,-,-,-
syc0246-h_at,"tryptophanyl-tRNA synthetase, hypothetical protein",Synpcc7942_1308,Q31NN1,0.05117386,-0.34974697,-0.07885586,-0.08899089,0.15921315,0.05153234,-0.02317838,-0.45725911,-0.116337,0.18510184,0.33946221,0.069272,0.86049545,0.0149,6,FALSE,-,-,-,-,-,-,-
syc0250-m_at,Uncharacterized protein,Synpcc7942_1304,Q31NN5,0.24334133,-0.51223446,-0.34773121,0.20178529,0.20981444,0.10848425,0.17417492,-0.41245189,-0.44232386,0.12246503,0.16400176,0.14326111,0.97427074,0.0001,2,FALSE,-,-,-,-,-,-,-
syc0251-m_at,Uncharacterized protein,Synpcc7942_1303,Q31NN6,0.17823157,-0.56080156,-0.26736772,0.03590933,0.2357356,0.09540892,0.01085437,-0.42461488,-0.23666487,0.15421384,0.23505846,0.26427384,0.91526873,0.0039,2,FALSE,-,-,-,-,-,-,-
syc0255-m_at,hypothetical protein,Synpcc7942_1299,Q31NP0,-0.32444263,0.49896585,0.16923321,-0.08982192,-0.56912481,-0.6255883,-0.16496913,0.65332029,0.30508544,0.14355214,-0.90947796,-0.46499879,0.94125526,0.0014,1,FALSE,-,-,-,-,-,-,-
syc0257-h_at,malic enzyme,Synpcc7942_1297,Q31NP2,0.17381898,-0.45296685,0.0656326,0.09245138,0.07500987,-0.04153155,-0.01014727,-0.37760027,-0.0435143,0.15475977,0.1427895,0.13179065,0.81178703,0.0320,6,FALSE,-,-,-,-,-,-,-
syc0258-h_at,hypothetical protein,Synpcc7942_1296,Q31NP3,-0.36570334,0.02066569,0.29826234,0.03558676,-0.12696171,-0.28618733,-0.24266029,0.06154331,0.55501533,0.07237032,-0.23333655,-0.10599415,0.90817426,0.0049,3,FALSE,-,-,-,-,-,-,-
syc0259-m_at,hypothetical protein,Synpcc7942_1295,Q31NP4,-0.55678362,0.40075629,0.51033433,-0.13241965,-0.43184877,-0.52027758,-0.34813287,0.59394935,0.5939198,0.07575153,-0.97747701,-0.52195081,0.90082349,0.0060,1,FALSE,-,-,-,-,-,-,-
syc0261-m_at,phenylalanyl-tRNA synthetase,Synpcc7942_1293,P74764,0.31293487,-0.56215536,-0.37325582,0.04711691,0.28027628,0.21778114,0.06876576,-0.46769347,-0.30820649,0.10457435,0.15349594,0.16107506,0.96061622,0.0005,2,FALSE,-,-,-,-,-,-,-
syc0264-m_at,SmtA metallothionein,Synpcc7942_1290,P30331,-0.33154657,0.13923295,0.11107156,0.12920566,-0.24687312,-0.42553673,-0.45275399,0.01723177,0.32597584,0.40858594,-0.02881094,-0.34843984,0.86683569,0.0132,1,TRUE,L/D,12h/24h,-,14.5-,Not in COGs,0,0
syc0266-h_at,Uncharacterized protein,Synpcc7942_1288,Q31NQ1,0.18968874,0.12665922,0.12502117,-0.24972687,-0.20776174,-0.0573196,0.01709187,0.16474311,0.02051835,-0.31722468,-0.37927902,0.00799899,0.88145272,0.0097,1,FALSE,-,-,-,-,-,-,-
syc0267-h_at,similar to  S-layer-RTX protein,Synpcc7942_1287,Q31NQ2,0.0968551,0.03941029,-0.16951516,0.03493742,0.12892724,-0.10105307,0.12562331,0.05287552,-0.27949401,0.00359073,-0.01579994,-0.14737738,0.89102102,0.0078,4,FALSE,-,-,-,-,-,-,-
syc0271-m_at,molybdopterin converting factor subunit 2,Synpcc7942_1283,Q56210,-0.02594419,-0.07657912,-0.14981152,-0.04380683,0.08873176,0.09807543,0.01963035,-0.06663048,-0.21560508,-0.00157036,0.20742131,0.2907004,0.99322974,0.0000,2,FALSE,-,-,-,-,-,-,-
syc0272-m_at,molybdenum cofactor biosynthesis protein A,Synpcc7942_1282,Q56211,-0.03097169,-0.19649647,-0.06454252,-0.04524948,-0.05740903,-0.01940328,0.04512902,-0.18690634,0.07530263,-0.03384027,0.06307488,0.31588594,0.7824116,0.0457,6,FALSE,-,-,-,-,-,-,-
syc0277-m_at,50S ribosomal protein L20,Synpcc7942_1277,Q31NR2,-0.22806924,-0.09519376,0.09658193,-0.00068217,-0.05176437,-0.00842582,-0.1622149,-0.13813245,0.27581105,0.09811866,-0.05626695,0.22828259,0.87449363,0.0113,3,FALSE,-,-,-,-,-,-,-
syc0279-m_at,hypothetical protein,Synpcc7942_1275,Q31NR4,-0.36421133,0.53368641,-0.00792231,0.03069853,-0.35500869,-0.47221552,0.06109992,0.73411029,-0.0911931,-0.00723865,-0.50090272,-0.40832926,0.87540272,0.0111,1,FALSE,-,-,-,-,-,-,-
syc0285-m_at,phosphoglucomutase/phosphomannomutase,Synpcc7942_1268,Q31NS1,0.00669573,-0.39728914,-0.20091759,0.00325394,0.1391949,0.14392305,0.05079741,-0.20317798,-0.18900146,0.07983359,0.10593058,0.32597702,0.90136263,0.0059,2,FALSE,-,-,-,-,-,-,-
syc0286-m_at,Uncharacterized protein,Synpcc7942_1267,Q31NS2,0.12755339,-0.19727215,-0.35208619,0.00487152,0.16562492,0.05845905,0.03027811,-0.14863135,-0.32550483,0.11611856,0.07749083,0.25715385,0.84370904,0.0200,2,FALSE,-,-,-,-,-,-,-
syc0287-m_at,hypothetical protein,Synpcc7942_1266,Q31NS3,0.13764548,-0.1471808,-0.27148505,0.08181936,0.04734434,0.13145762,0.04138065,-0.13326904,-0.29725158,0.00268763,0.21086752,0.13705336,0.86567239,0.0135,2,FALSE,-,-,-,-,-,-,-
syc0294-h_at,putative arsenical pump-driving ATPase,Synpcc7942_1259,Q31NT0,0.08959472,-0.30555611,-0.26030906,0.08445366,0.19933538,0.15621777,0.10015444,-0.29110774,-0.13164174,0.07741879,0.17818697,-0.06378647,0.85826994,0.0155,2,FALSE,-,-,-,-,-,-,-
syc0297-h_at,glutathione S-transferase,Synpcc7942_1256,Q31NT3,-0.27617968,-0.33502756,0.20747655,0.0971341,0.05948136,0.11949269,-0.09600457,-0.1137463,0.09357131,0.09758612,-0.0662865,0.09412217,0.86160589,0.0146,3,FALSE,-,-,-,-,-,-,-
syc0299-h_at,hypothetical protein,Synpcc7942_1254,Q31NT5,0.33732091,-0.24403698,-0.43482725,0.08379153,0.15484987,0.17176867,0.22169167,-0.3485857,-0.55539112,-0.1553243,0.28024508,0.17267067,0.93580985,0.0018,2,FALSE,-,-,-,-,-,-,-
syc0302-m_at,photosystem I reaction center subunit III precursor (PSI-F) plastocyanin (cyt c553) docking protein,Synpcc7942_1250,Q31NT9,0.17626274,0.06551917,-0.17594891,-0.04552501,0.00713702,0.12462748,0.20226718,0.00148441,-0.27909755,-0.13220724,0.02028573,-0.04060536,0.89991603,0.0062,4,FALSE,-,-,-,-,-,-,-
syc0303-m_at,Photosystem I reactionCenter subunit IX,Synpcc7942_1249,Q31NU0,0.20488359,0.07102763,-0.18058392,-0.03007998,-0.05073031,0.06310683,0.12782294,0.02477545,-0.17965923,-0.11239085,0.00670222,-0.01969346,0.90473066,0.0054,4,FALSE,-,-,-,-,-,-,-
syc0308-h_at,ABC-2 type transport system ATP-binding protein,Synpcc7942_1244,Q31NU5,0.42336083,-0.49792666,-0.3702941,-0.01514435,0.1782128,0.0604737,0.00224841,-0.4720537,-0.29594298,0.01946091,0.22626847,0.24482506,0.79297757,0.0405,2,FALSE,-,-,-,-,-,-,-
syc0309-m_at,cAMP/cGMP binding protein,Synpcc7942_1243,Q31NU6,0.15121032,0.30074675,-0.30679366,-0.0674166,-0.26487627,-0.1474581,0.09479746,0.15807562,-0.12875637,-0.06089185,-0.16726657,0.06616482,0.87867262,0.0103,4,FALSE,-,-,-,-,-,-,-
syc0318-h_at,hypothetical protein,Synpcc7942_1234,Q31NV5,-0.44487275,0.69698482,0.41468835,-0.37591658,-0.82823592,-1.04306967,-0.63495497,0.83268676,0.64442352,0.06301794,-1.19075667,-0.8139014,0.93800759,0.0016,1,FALSE,-,-,-,-,-,-,-
syc0320-m_at,cytochrome b6-f complex iron-sulfur subunit (Rieske iron sulfur protein),Synpcc7942_1232,Q31NV7,0.07017975,-0.23038157,-0.09997281,0.1432905,0.15434321,0.18428087,0.10000504,-0.30117714,-0.23173117,0.03502797,0.15385602,0.0497219,0.92932367,0.0024,2,FALSE,-,-,-,-,-,-,-
syc0321-m_at,apocytochrome f  component of cytochrome b6/f complex,Synpcc7942_1231,Q31NV8,0.02128155,-0.42681774,-0.20935983,0.10895993,0.12085302,0.24086904,-0.008217,-0.37969062,-0.14979669,0.05770488,0.09292024,0.37689656,0.95952776,0.0005,2,FALSE,-,-,-,-,-,-,-
syc0323-m_at,precorrin-4 C11-methyltransferase,Synpcc7942_1229,Q31NW0,-0.16976439,-0.67217216,-0.06548284,-0.04697332,0.15311627,0.434444,0.05881169,-0.27412103,-0.16945476,0.02437036,0.2725271,0.2339613,0.84673457,0.0190,6,FALSE,-,-,-,-,-,-,-
syc0325-m_at,DNA repair protein RadC,Synpcc7942_1227,Q31NW2,-0.92911404,0.06494391,0.72249593,-0.22476585,-0.68411587,-0.5938525,-0.38614963,0.59604312,0.96459315,0.12378162,-1.23404653,-0.54386815,0.8694235,0.0125,1,TRUE,L/D,D,out (anti),8.5 (av),"Replication, recombination and repair",0,"GO:0006259~DNA metabolic process,GO:0006281~DNA repair,GO:0006974~response to DNA damage stimulus,GO:0033554~cellular response to stress,"
syc0327-m_at,3Z-phycocyanobilin:ferredoxin oxidoreductase,Synpcc7942_1225,Q8KPS9,0.22794977,-0.23019957,-0.20895106,-0.05388388,0.11912408,0.14146703,0.16272243,-0.19819631,-0.38200403,-0.14389243,-0.0441749,0.24416443,0.88642122,0.0087,2,FALSE,-,-,-,-,-,-,-
syc0329-m_at,ABC transporter permease protein,Synpcc7942_1223,Q8KPS7,-0.11785121,-0.02320786,0.04441428,0.03887135,0.02039724,0.00853903,-0.18965229,0.00673149,0.0235657,0.05237052,0.07937338,0.04360341,0.92875508,0.0024,3,FALSE,-,-,-,-,-,-,-
syc0335-m_at,circadian clock protein KaiB,Synpcc7942_1217,Q79PF5,-1.35245868,0.78780377,0.99041953,-0.05528043,-1.39415935,-1.91441453,-0.93210159,0.72693989,0.92672649,0.38535139,-1.57130866,-1.81921538,0.97687826,0.0001,1,FALSE,-,-,-,-,-,-,-
syc0336-m_at,circadian clock protein KaiC,Synpcc7942_1216,Q79PF4,-1.44431045,0.71329523,1.03084407,-0.19434357,-1.54232599,-2.00281997,-1.05130112,0.68720037,1.06819846,0.37312079,-1.33152584,-1.5889147,0.9869863,0.0000,1,FALSE,-,-,-,-,-,-,-
syc0339-h_at,virulence associated protein C,Synpcc7942_1213,Q79PF1,-0.40166363,-0.0440172,-0.02211906,-0.03316884,-0.21971301,-0.03890071,-0.11619662,0.06343732,0.29798161,0.10562584,-0.06293493,0.32662142,0.80562959,0.0347,3,FALSE,-,-,-,-,-,-,-
syc0340-m_at,hypothetical protein,Synpcc7942_1212,Q79PF0,-0.15374951,0.28537103,0.2295788,-0.33341614,-0.36177084,-0.2204967,-0.14567757,0.20148359,0.2790144,0.08356174,-0.19479281,-0.02556695,0.79007004,0.0419,1,FALSE,-,-,-,-,-,-,-
syc0342-m_at,hypothetical protein,Synpcc7942_1210,Q79PE8,-0.3162074,0.10841656,0.17816317,0.03601926,0.05069546,-0.27188595,-0.21673184,0.27217039,0.2781667,-0.05231159,0.1081935,-0.30806931,0.92945444,0.0024,1,FALSE,-,-,-,-,-,-,-
syc0350-m_at,"hypothetical protein, similar to glycosyltransferase of PMT family",Synpcc7942_1202,Q31NY7,0.1004882,-0.49779806,-0.16621438,0.00483146,0.16739101,0.15351185,0.00941799,-0.34100183,-0.1974359,0.22520975,0.1852705,0.24607721,0.89065331,0.0078,2,FALSE,-,-,-,-,-,-,-
syc0354-m_at,dihydrolipoamide dehydrogenase,Synpcc7942_1198,Q31NZ1,-0.04701637,-0.46341417,0.05022044,0.13134996,0.21049345,0.15836878,-0.15097022,-0.26782794,-0.13822309,0.11777081,0.12112689,0.24559339,0.82398689,0.0270,6,FALSE,-,-,-,-,-,-,-
syc0355-m_at,indole-3-glycerol phosphate synthase,Synpcc7942_1197,Q8KPR4,-0.04124396,-0.45082924,-0.07714231,0.01229726,0.15485135,0.08737997,-0.03799449,-0.35470192,0.05367676,0.09263561,0.09408058,0.34075813,0.88095272,0.0098,6,FALSE,-,-,-,-,-,-,-
syc0357-h_at,Uncharacterized protein,Synpcc7942_1195,Q31NZ4,0.02913434,0.2143165,0.17696292,-0.0275198,-0.13295353,-0.22470249,-0.17119854,0.2836414,0.05885078,-0.02796874,-0.23410207,-0.19166357,0.85019805,0.0179,1,FALSE,-,-,-,-,-,-,-
syc0358-h_at,pyridoxal phosphate biosynthetic protein PdxJ,Synpcc7942_1194,Q8KPR0,-0.07704145,-0.19704179,0.06078847,0.02960227,0.04929606,-0.03632098,-0.12365057,-0.26494556,0.10618313,0.14605278,0.01811618,0.17569513,0.81065087,0.0325,6,FALSE,-,-,-,-,-,-,-
syc0360-m_at,hypothetical protein,Synpcc7942_1192,Q31NZ7,0.13971201,-0.35595026,-0.17289977,0.12922206,0.16360186,0.14176025,0.01831198,-0.34184318,-0.2436935,0.14626538,0.08180494,0.18623507,0.95295783,0.0008,2,FALSE,-,-,-,-,-,-,-
syc0361-h_at,guanylate kinase,Synpcc7942_1191,Q8KPQ7,0.07030872,-0.57798531,-0.26264215,0.10930552,0.22004292,0.26365411,-0.0607727,-0.34171176,-0.08511265,0.00349861,0.32592312,0.19303084,0.89388169,0.0072,2,FALSE,-,-,-,-,-,-,-
syc0362-m_at,leucine aminopeptidase,Synpcc7942_1190,O06865,-0.24552234,-0.19737458,0.29970869,0.08714687,0.15436345,0.05743864,-0.23145856,-0.3295057,0.09660397,0.05618353,-0.02681265,0.20949108,0.78743413,0.0432,6,FALSE,-,-,-,-,-,-,-
syc0368-h_at,6-pyruvoyl-tetrahydropterin synthase-like protein,Synpcc7942_1184,Q8KPQ0,-0.23212737,0.142674,0.1347798,0.0594438,-0.06225283,-0.16571014,-0.10991158,0.18009453,0.15764923,0.07575423,-0.10946005,-0.15076633,0.93814679,0.0016,1,FALSE,-,-,-,-,-,-,-
syc0370-h_at,NADH dehydrogenase subunit I,Synpcc7942_1182,Q31P07,-0.29154677,-0.07958869,0.00544479,-0.05888696,-0.10500749,-0.00676258,-0.11054719,-0.02013444,0.20749364,0.10951886,-0.03219806,0.22154019,0.86553109,0.0135,3,FALSE,-,-,-,-,-,-,-
syc0373-m_at,rubredoxin,Synpcc7942_1179,Q8KPP5,-0.33685446,-0.27660484,0.30783852,0.10111564,0.0666396,0.05866769,-0.2595004,-0.13941541,0.26235426,0.18527413,-0.17859467,0.08150103,0.82980933,0.0248,3,FALSE,-,-,-,-,-,-,-
syc0374-m_at,"photosystem II stability/assembly factor, HCF136-like protein, Ycf48-like protein",Synpcc7942_1178,Q31P11,-0.37860049,-0.28574329,0.37243918,0.04424746,0.08292039,0.19116555,-0.32229242,-0.2122814,0.35421948,-0.01819129,-0.13292279,0.14473384,0.93408182,0.0020,3,FALSE,-,-,-,-,-,-,-
syc0375-m_at,PsbE cytochrome b559 alpha chain,Synpcc7942_1177,Q8KPP3,0.23223874,-0.04800186,-0.21282635,0.01527793,0.034877,0.05992714,0.18155376,-0.18623601,-0.22816288,-0.0934209,0.16301809,0.00980353,0.84415254,0.0198,2,FALSE,-,-,-,-,-,-,-
syc0376-m_at,cytochrome b559 beta chain,Synpcc7942_1176,Q8KPP2,0.19452762,-0.10382035,-0.23052134,0.02796145,0.01803676,0.02545914,0.08020322,-0.12532196,-0.19921412,-0.02389712,0.08751998,0.17680425,0.78319451,0.0453,2,FALSE,-,-,-,-,-,-,-
syc0377-m_at,photosystem II PsbL protein,Synpcc7942_1175,Q8KPP1,0.17566072,-0.03813432,-0.1876588,0.03794746,0.01625626,0.02434029,0.14952107,-0.10420661,-0.13663718,-0.02309926,0.08488823,0.00271449,0.87851737,0.0104,2,FALSE,-,-,-,-,-,-,-
syc0386-h_at,hypothetical protein,Synpcc7942_1166,Q31P23,0.03081856,0.29104488,0.17957863,0.04386635,-0.13957996,-0.38659269,-0.03945257,-0.0150482,0.06577123,0.02036416,-0.26763966,-0.29343798,0.86635687,0.0133,1,FALSE,-,-,-,-,-,-,-
syc0388-h_at,Uncharacterized protein,Synpcc7942_1164,Q31P25,-1.26321091,0.83533552,1.02937116,-0.73807991,-2.06172927,-2.152924,-1.39702407,1.03973037,1.24294773,0.17971095,-2.53209419,-2.08728179,0.96570668,0.0003,1,FALSE,-,-,-,-,-,-,-
syc0391-h_at,hypothetical protein,Synpcc7942_1161,Q31P28,-0.15783398,0.08464286,0.27358514,0.11765324,-0.18258318,-0.17231318,-0.23093974,0.14848642,0.17019812,0.16791455,-0.5101548,-0.19753747,0.88722993,0.0085,1,FALSE,-,-,-,-,-,-,-
syc0392-h_at,hypothetical protein,Synpcc7942_1160,Q31P29,-0.21103978,0.16852984,0.16518523,0.03728726,-0.36093985,-0.4380521,-0.08872099,0.37826717,0.21190009,0.15682377,-0.36466221,-0.1705708,0.93228662,0.0021,1,FALSE,-,-,-,-,-,-,-
syc0394-m_at,hypothetical protein,Synpcc7942_1158,Q31P31,0.15953708,0.34647367,-0.32138494,-0.17757718,-0.30768106,-0.14605169,0.08786284,0.30672423,-0.35158002,-0.0438327,-0.34240191,-0.25209763,0.95203831,0.0008,4,FALSE,-,-,-,-,-,-,-
syc0395-h_at,hypothetical protein,Synpcc7942_1157,Q31P32,-1.16518036,0.85340338,1.00268683,-0.63227112,-1.78637725,-1.67001886,-1.07437346,0.88263122,1.11068466,0.13722499,-2.04298814,-1.28940416,0.96163726,0.0004,1,TRUE,L/D,D,out,2.5,"Replication, recombination and repair",0,"GO:0006259~DNA metabolic process,GO:0006281~DNA repair,GO:0006974~response to DNA damage stimulus,GO:0033554~cellular response to stress,"
