"Proteins identified in the 48h time-course experiment, using TMT 6-plex labeling: column headers show the Uniprot accession numbers of all proteins (Uniprot Accession); the names of the proteins as seen in Uniprot database (Protein name); the common gene names (gene names); gene names as seen in the Cyanobase (http://genome.microbedb.jp/cyanobase/) (Gene names (Synpcc7942 only); the number of spectrum to peptide matches of each protein for the whole 48h experiment (Total PSMs); the theoretical molecular weight (MW (kDa)); the abundance factor calculated by dividing the number of PSMs by the molecular weight (Abund factor); the relative abundance factor calculated by diving the abundance factor for the sum of all abundance factors (Rel abund); the total number of protein copies analyzed in one sample (Prot copy nrs), as calculated by multiplying the relative abundance factor for the amount of protein material used in the 48h experiment, dividing by the molecular weight and multiplying for the avogadro number; the number of protein copies analyzed in one cell, as calculated by dividing the protein copy numbers for the number of cells used in the 48h experiment (Prot copies/cell); the number of peptides per 12h experiment, one protein was identified with (Unique peptides); number of spectra per 12h experiment, one protein was identified with (Unique spectra); the percentage of which we were able to identify in a protein (Coverage(%)); the normalized protein ratio in a certain time-point X (X hours LD); the number of spectra used for the ratio calculation (Quant spectra); the variance between the ratios of the spectra used for quantification (Variance X hours LD); categorization of significant (TRUE) and non-significant (FALSE) proteins, as determined by the inter quartile range analysis (Significant); the cluster number corresponding to each significant protein (Cluster nr);categorization of cyclic (TRUE) and not-cyclic (FALSE) proteins, as determined by the Pearson correlation (Cyclic); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); and the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* significant (p<0.05),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
** very significant (p<0.01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniprot Accession,Protein name,Gene name,Gene Name (Synpcc7942 only),Total PSMs,MW (kDa),Abund factor,Rel abund ,Prot copy nrs,Prot copies/cell,Unique Peptides,Unique Spectra,Coverage (%),6.5 hours LD,Quant spectra,Variance 6.5 hours LD,9.5 hours LD,Quant spectra,Variance 9.5 hours LD,11.5 hours LD,Quant spectra,Variance 11.5 hours LD,12.5 hours LD,Quant spectra,Variance 12.5 hours LD,14.5 hours LD,Quant spectra,Variance 14.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),17.5 hours LD,Quant spectra,Variance 17.5 hours LD,21.5 hours LD,Quant spectra,Variance 21.5 hours LD,23.5 hours LD,Quant spectra,Variance 23.5 hours LD,24.5 hours LD,Quant spectra,Variance 24.5 hours LD,26.5 hours LD,Quant spectra,Variance 26.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),30.5 hours LD,Quant spectra,Variance 30.5 hours LD,33.5 hours LD,Quant spectra,Variance 33.5 hours LD,35.5 hours LD,Quant spectra,Variance 35.5 hours LD,36.5 hours LD,Quant spectra,Variance 36.5 hours LD,38.5 hours LD,Quant spectra,Variance 38.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),41.5 hours LD,Quant spectra,Variance 41.5 hours LD,45.5 hours LD,Quant spectra,Variance 45.5 hours LD,47.5 hours LD,Quant spectra,Variance 47.5 hours LD,48.5 hours LD,Quant spectra,Variance 48.5 hours LD,50.5 hours LD,Quant spectra,Variance 50.5 hours LD,Significant,Cluster nr,Cyclic,Pearson,p-value,Peak phase
Q8GIT2,Putative uncharacterized protein SEA0040,SEA0040,Synpcc7942_2486,35,55.8,0.000627374,4.55371E-05,4.7173E+11,9.3082E+01,2,5,3.6,1.098499845,3,0.0026,1.163054323,3,0.0024,1.103316213,3,0.0023,1.133182868,3,0.0024,1.14788928,3,0.0027,2,10,3.6,0.94362622,10,0.0004,0.942974611,10,0.001,0.909913273,10,0.0007,0.94667302,10,0.0004,1.150270548,10,0.0004,1,8,2.1,0.882063802,9,0.0008,1.235093966,9,0.0007,0.994031163,9,0.0009,1.137889264,9,0.0007,1.226309238,9,0.0008,2,12,3.2,1.243941624,12,0.0028,0.980392545,12,0.0006,0.913902783,12,0.0026,1,12,0.0036,0.965383785,12,0.0036,FALSE,-,-,-,-,-
Q8GIS8,Putative uncharacterized protein SEA0044,SEA0044,Synpcc7942_2482,249,21.0,0.011868468,0.000861457,2.3730E+13,4.6824E+03,6,42,27.9,0.884911828,35,0.0014,1.067824793,35,0.0018,1.133704838,35,0.0008,1.180320636,35,0.0008,0.983105215,35,0.0479,8,75,52.8,1.023528641,52,0.001,0.917275935,52,0.0006,0.817146641,52,0.0011,0.944278279,52,0.0011,1.048093433,52,0.0011,5,54,26.9,1.01648272,46,0.0018,0.919813967,46,0.0019,0.903649474,46,0.0014,0.862779862,46,0.0014,0.880846027,46,0.0017,5,78,26.9,1.044720219,59,0.0023,1.076465214,59,0.002,1.108408889,58,0.0026,1.068070697,59,0.0021,1.123569651,59,0.0021,FALSE,-,-,-,-,-
Q8GIS7,Putative uncharacterized protein SEA0045,SEA0045,Synpcc7942_2481,89,41.8,0.002127144,0.000154396,2.1326E+12,4.2081E+02,5,11,9,1.011346556,10,0.0013,1.14182619,10,0.0007,1.19922314,10,0.0007,1.188228596,10,0.0008,1.142878335,10,0.0009,6,23,14.9,0.909913273,22,0.0014,0.866163742,22,0.0014,0.884300764,22,0.0009,0.968500836,22,0.0005,0.9132717,22,0.001,5,26,12.2,0.956312869,23,0.0022,1.290327639,23,0.0013,0.989464005,23,0.0014,1.175980174,23,0.0005,1.100018528,23,0.0005,5,29,13.4,1.176521858,27,0.0008,0.905941178,27,0.0006,0.765772912,27,0.0017,0.867161524,27,0.0006,0.833489245,27,0.0006,TRUE,4,FALSE,-,-,-
Q8GIS6,"Prolyl 4-hydroxylase, alpha subunit",SEA0046,Synpcc7942_2480,22,34.6,0.000635004,4.60909E-05,7.6884E+11,1.5171E+02,2,3,7.7,1.13057662,3,0.0067,1.000921458,2,0.0232,1.004847138,3,0.0108,1.017185124,3,0.0065,1.017185124,3,0.0063,2,3,9.7,1.10713352,2,0.0246,1.314316621,2,0.0233,1.248245474,2,0.0235,1.21338885,2,0.0251,0.913692374,2,0.025,3,9,13.3,0.871966901,3,0.014,1.054144143,3,0.0031,1.177877159,3,0.0319,0.868160456,3,0.0065,1.206146331,3,0.0145,2,7,9.7,1.301667316,7,0.0074,1.288249552,7,0.0043,1.107643492,6,0.0195,1.191242008,7,0.005,1.414164725,7,0.005,TRUE,6,FALSE,-,-,-
Q8GIS3,Putative uncharacterized protein SEA0049,SEA0049,Synpcc7942_2477,288,31.9,0.009017527,0.000654525,1.1844E+13,2.3370E+03,8,56,23.5,0.861787122,51,0.0031,0.964717152,51,0.0012,1.142878335,51,0.0021,0.969393269,52,0.0026,1.020234487,51,0.0022,9,119,25.5,1.042557459,105,0.0018,1.009950294,105,0.0021,0.995176243,105,0.0018,1.058278566,105,0.0007,1.161983604,105,0.0006,6,46,17.1,1.031335578,39,0.0054,0.796709508,39,0.0034,0.840040065,37,0.0049,0.655692174,38,0.0037,0.705180022,39,0.0104,7,67,19.1,0.984917831,52,0.0085,1.148418024,53,0.0041,1.269696727,53,0.0032,1.27203775,53,0.0063,1.274676561,53,0.0063,TRUE,5,FALSE,-,-,-
Q935Y0,Bacterial translation initiation factor 1,SEB0016,Synpcc7942_2510,102,7.8,0.013115361,0.000951961,7.0740E+13,1.3959E+04,4,13,71.4,1.027069896,13,0.0012,0.882876587,13,0.0009,0.99907939,13,0.0004,0.894746483,13,0.0006,1.134227049,12,0.0004,4,21,71.4,1.115835052,21,0.0005,1.031098132,21,0.0004,1.095216555,21,0.0003,1.010880921,21,0.0003,1.034427363,21,0.0009,3,29,31.4,0.893716961,21,0.0017,0.935836544,21,0.0004,0.867161524,21,0.0034,0.979941161,21,0.002,0.946891025,21,0.0021,3,39,31.4,1.009252886,39,0.0024,1.078698314,39,0.0032,1.040399177,39,0.0038,1.161448614,39,0.0017,1.148418024,39,0.0017,FALSE,-,-,-,-,-
Q935X8,DhnA,SEB0018,Synpcc7942_2508,67,43.1,0.001555253,0.000112886,1.5144E+12,2.9882E+02,4,10,10.3,0.994031163,9,0.0049,0.897015608,9,0.0045,0.996781571,10,0.0086,0.954772716,10,0.0091,1.068070697,10,0.0057,6,12,13.3,1.045682885,12,0.0043,1.114037987,12,0.0039,1.144721922,12,0.0082,0.982200159,12,0.0028,0.941672743,12,0.0013,4,21,11.1,0.869360693,12,0.0029,0.890430444,12,0.0177,0.986961019,12,0.0127,1.002074475,11,0.0099,1.082430448,12,0.0036,6,24,11.3,0.96738645,14,0.0084,1.051719679,13,0.0027,0.860201113,13,0.0089,0.912220862,14,0.0072,0.874580923,12,0.0072,FALSE,-,-,-,-,-
Q935X6,Caffeoyl-CoA O-methyltransferase,SEB0020,Synpcc7942_2505,2,23.9,8.37016E-05,6.07537E-06,1.4694E+11,2.8995E+01,1,1,4.6,1.37119746,1,0.1447,1.410262637,1,0.1333,0.942757509,1,0.1477,0.815642787,1,0.1696,1.298673564,1,0.134,1,1,7.3,1.091189052,1,0.0215,1.124604974,1,0.0209,0.97701223,1,0.0214,1.004153254,1,0.0226,1.012977969,1,0.0214,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q935X2,Phospho-2-dehydro-3-deoxyheptonate aldolase,SEB0024,Synpcc7942_2501,90,38.5,0.002335135,0.000169493,2.5415E+12,5.0149E+02,4,9,15.8,1.19894704,8,0.0097,0.938425931,8,0.0035,1.102554332,8,0.0053,0.988325498,8,0.0075,1.168691808,8,0.0648,10,32,44.1,1.023764345,29,0.0028,1.110964035,29,0.0012,1.046164551,29,0.0021,1.073494936,29,0.0013,1.250834928,29,0.0015,6,22,27.1,0.773570679,16,0.0097,1.038245363,16,0.0082,0.872368549,15,0.0013,0.88511561,16,0.0022,0.862184081,16,0.0014,7,27,31.9,1.024707701,20,0.0055,1.257476854,20,0.0149,1.141037716,20,0.0033,1.105350469,20,0.0078,1.280855095,20,0.0078,FALSE,-,-,-,-,-
Q8GIT7,DNA gyrase subunit B,SEB0035,Synpcc7942_2491,333,72.1,0.004616493,0.000335082,2.6846E+12,5.2974E+02,15,33,32.1,1.191516333,33,0.0015,0.979941161,33,0.003,1.039920166,33,0.003,1.031573079,33,0.0011,1.126159747,33,0.003,27,79,53,1.102046704,69,0.0014,1.128755813,69,0.0014,1.220393821,69,0.0014,1.026124365,69,0.0008,0.792866375,69,0.0005,22,118,40.6,0.863773747,79,0.0019,1.024707701,79,0.0022,0.939506956,79,0.0035,1.036334604,79,0.0016,0.96783205,79,0.0014,20,103,42.2,1.07820167,85,0.004,1.046405467,85,0.0044,0.986733789,84,0.0021,1.077953433,86,0.0032,0.867560959,84,0.0032,FALSE,-,-,-,-,-
Q8GIR9,Putative uncharacterized protein SEB0053,SEB0053,Synpcc7942_2473,14,51.2,0.000273639,1.98617E-05,2.2435E+11,4.4270E+01,1,2,4.1,0.786864587,2,0.0383,1.605831601,2,0.028,1.318560313,2,0.0284,1.093704503,2,0.0314,1.222081022,2,0.0296,1,1,3,1.029911719,1,0.1078,1.273503081,1,0.1003,1.222362449,1,0.1011,0.928752509,1,0.1162,0.7760684,1,0.1123,3,7,10,0.759626313,1,0.0194,0.917275935,1,0.0073,0.763308327,1,0.0139,1.053173687,1,0.0082,0.873172401,1,0.0112,2,4,6.9,0.671428853,2,0.034,1.450774789,2,0.026,1.121243659,2,0.0278,0.944495733,2,0.0275,0.62445335,2,0.0275,TRUE,4,FALSE,-,-,-
Q8KPV1,Glycogen debranching enzyme,SEC0007,Synpcc7942_1575,11,75.4,0.000145917,1.05912E-05,8.1195E+10,1.6021E+01,1,1,3.7,1.338135215,1,0.109,0.860795524,1,0.122,1.457806895,1,0.0942,1.141563305,1,0.1084,0.60020554,1,0.1415,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,4,6,10.9,0.85427953,5,0.0035,1.002305238,5,0.0054,0.790132635,5,0.0102,1.169768709,5,0.0068,1.104332873,5,0.0069,3,4,8.8,0.936052053,3,0.0096,0.951699848,3,0.0095,0.747997248,3,0.034,0.858420341,3,0.008,0.809282222,3,0.008,FALSE,-,-,-,-,-
Q8KPU3,"Peptidase M14, carboxypeptidase A",SEC0015,Synpcc7942_1581,139,64.2,0.002165088,0.00015715,1.4146E+12,2.7914E+02,14,22,23.8,1.128495938,18,0.0017,1.042557459,18,0.0025,0.96094825,18,0.0006,0.873976993,18,0.001,1.099258924,17,0.003,11,22,18.4,1.083427862,22,0.0009,1.164126029,22,0.0014,1.104587184,22,0.0029,0.961169542,22,0.0003,0.840814127,22,0.0011,13,53,23.8,0.924272433,22,0.002,0.979039017,22,0.0025,0.908029588,22,0.002,0.959400632,22,0.0022,0.984917831,22,0.0027,12,42,21.6,1.155313904,37,0.0019,1.025651926,38,0.003,1.106369004,38,0.0017,0.997700064,39,0.0041,0.929180314,38,0.0041,FALSE,-,-,-,-,-
O33699,Creatininase,SEC0026,Synpcc7942_1592,9,29.8,0.0003022,2.19348E-05,4.2565E+11,8.3990E+01,1,1,3.7,0.49226618,1,0.2756,1.14709662,1,0.1567,0.717629032,1,0.1821,0.796892978,1,0.1865,1.318256739,1,0.1446,2,2,11.8,1.260085459,2,0.014,1.212550961,2,0.0137,1.166003892,2,0.0138,1.184404367,2,0.0145,1.036096007,2,0.0141,1,1,4.4,0.901363567,1,0.0275,1.056087738,1,0.0252,0.592515888,1,0.0374,1.042797545,1,0.0253,0.722603399,1,0.0282,3,5,20.3,1.137889264,2,0.0141,1.061451121,2,0.0141,1.252564215,2,0.0136,1.10407862,2,0.0134,1.175709426,2,0.0134,TRUE,6,FALSE,-,-,-
Q54765,Putative uncharacterized protein SEC0028,SEC0028,Synpcc7942_1594,25,37.5,0.000667467,4.84472E-05,7.4753E+11,1.4750E+02,3,4,9.1,0.984917831,4,0.0047,1.083427862,4,0.0041,1.111731727,4,0.0038,0.980618314,4,0.0043,1.002305238,4,0.0041,3,4,12,1.003459849,3,0.0017,1.0167168,3,0.0017,0.977462264,3,0.0017,1.074979049,3,0.0018,1.21478662,3,0.0025,2,7,5.9,0.866363207,4,0.019,0.962055219,4,0.0053,0.872971368,4,0.0081,1.193988104,4,0.0077,0.882063802,4,0.0115,2,10,5.9,1.029911719,7,0.0045,0.950385934,7,0.0086,0.83425727,7,0.005,1.210598134,7,0.0118,1.16654098,7,0.0118,FALSE,-,-,-,-,-
Q8KPT7,Integral membrane protein-like,SED0021,Synpcc7942_1587,353,16.5,0.021343365,0.00154918,5.4132E+13,1.0682E+04,6,74,28.1,1.190693547,71,0.0018,1.237086307,73,0.003,1.209762171,73,0.0009,1.607681447,73,0.0016,0.586948504,73,0.0276,6,123,32.2,0.992201776,122,0.0007,0.846252569,122,0.0015,0.829850768,122,0.0015,1.050751455,122,0.0005,1.036096007,122,0.0005,6,74,32.2,1.110708256,77,0.0029,0.975663369,76,0.0022,0.847422518,72,0.0027,0.958958913,78,0.0032,0.937562007,78,0.0021,9,82,33.6,1.129275744,81,0.0033,1.001382506,82,0.0029,1.064143018,82,0.0025,1.092194537,82,0.0037,0.964272986,82,0.0037,FALSE,-,-,-,-,-
Q79PG5,Putative uncharacterized protein SED0024,SED0024,Synpcc7942_1590,48,31.5,0.001521678,0.000110449,2.0235E+12,3.9929E+02,3,6,13.3,0.89227762,6,0.0045,0.985371507,6,0.0043,1.028726672,6,0.0045,0.962498364,6,0.0042,1.143404771,6,0.0035,7,18,36.1,1.195914138,13,0.0035,1.013911386,13,0.0013,1.088930093,13,0.0004,1.036811964,13,0.0005,1.190145339,13,0.0023,6,8,31.6,0.850746165,6,0.0104,1.092949259,7,0.0021,0.954772716,7,0.0233,0.872167702,6,0.0026,0.955432478,7,0.0029,6,16,26,1.149476243,12,0.0034,1.100525221,12,0.0011,1.144721922,12,0.006,1.16573544,12,0.0041,1.228570265,12,0.0041,FALSE,-,-,-,-,-
Q79PF0,Putative uncharacterized protein SEE0015,SEE0015,Synpcc7942_1212,9,9.9,0.000911565,6.61647E-05,3.8729E+12,7.6421E+02,2,4,27.9,0.713674205,2,0.0075,0.927043258,2,0.0051,0.867161524,2,0.0031,0.845084235,2,0.0077,1.066841742,2,0.0043,2,3,27.9,1.084176526,1,0.0116,1.189871329,1,0.0061,1.110964035,1,0.0047,0.964939312,1,0.0049,1.036811964,1,0.0044,1,1,19.8,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,1,19.8,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q79PE9,Probable molybdopterin-guanine dinucleotide biosynthesis protein A,SEE0016,Synpcc7942_1211,10,12.7,0.000789616,5.73133E-05,2.6154E+12,5.1608E+02,3,4,30.7,0.862382629,4,0.0034,0.962498364,4,0.0029,1.032999235,4,0.0031,0.901778756,4,0.0038,1.136841712,4,0.0026,3,4,30.7,1.024943676,4,0.0008,1.08943168,4,0.0011,1.037050726,4,0.0017,1.07176606,4,0.0014,1.116863248,4,0.0013,1,1,12.3,0.951261675,1,0.033,0.484172368,1,0.0425,0.293494522,1,0.0723,0.592788814,1,0.0386,0.339078302,1,0.0503,1,1,13.2,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q79PE8,Putative uncharacterized protein SEE0017,SEE0017,Synpcc7942_1210,7,10.0,0.000700078,5.08143E-05,2.9370E+12,5.7953E+02,1,1,13.4,1.173545682,1,0.021,1.132139648,1,0.0201,1.149476243,1,0.0194,1.066105049,1,0.0205,1.083427862,1,0.02,3,5,31.7,1.011113712,5,0.0007,0.951261675,5,0.0006,0.989464005,5,0.0006,0.999539589,5,0.0007,1.230835461,5,0.0007,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,1,11,1.213668276,1,0.0563,1.228853187,1,0.0548,1.335980133,1,0.0537,1.279675927,1,0.0516,1.321599909,1,0.0516,FALSE,-,-,-,-,-
Q8KPS6,Putative uncharacterized protein SEE0018,SEE0018,Synpcc7942_1209,39,9.6,0.004065525,0.000295091,1.7778E+13,3.5079E+03,2,3,12.8,0.63635579,3,0.0045,1.024235914,3,0.0128,1.024235914,3,0.0025,1.06194005,3,0.0181,0.937777913,3,0.0097,3,10,26.7,1.161983604,10,0.0011,1.095721037,10,0.0008,1.118149825,10,0.0006,1.111731727,10,0.0007,1.14051237,10,0.0006,2,14,24.4,0.835410636,10,0.0011,0.959621567,10,0.0017,0.88165769,10,0.0017,0.902609707,10,0.002,1.000921458,10,0.0029,3,12,25.6,1.050993427,12,0.0008,1.1012857,12,0.0025,1.264154049,12,0.0008,1.092446053,12,0.0055,1.042077455,12,0.0055,FALSE,-,-,-,-,-
Q8KPS4,"Addiction module toxin, Txe/YoeB",SEE0020,Synpcc7942_1207,21,10.4,0.002013761,0.000146166,8.1003E+12,1.5984E+03,3,3,26.4,0.9525768,3,0.007,0.982426345,3,0.0032,0.988780744,3,0.0023,0.931107875,3,0.0025,1.014612013,3,0.0024,4,13,48.3,1.07944371,12,0.0007,0.972747224,12,0.0012,0.994260074,12,0.0006,1,12,0.0008,1.234809608,12,0.0003,1,2,27.6,0.897015608,2,0.0109,0.910542036,2,0.0105,0.826608754,2,0.0122,0.872569443,2,0.0106,0.863177279,2,0.0105,2,3,27.6,0.841782708,3,0.0068,0.934329368,3,0.0035,0.973195294,3,0.0141,1.122793785,3,0.0017,1.176521858,3,0.0017,FALSE,-,-,-,-,-
Q8KPR8,Probable glycosyltransferase,SEE0026,Synpcc7942_1201,33,53.1,0.000621223,4.50907E-05,4.9056E+11,9.6797E+01,1,2,6.1,1.222643941,2,0.0976,1.194538083,2,0.091,1.125900469,2,0.0883,1.131357864,2,0.0936,1.322817708,2,0.0856,1,1,5.5,1.110708256,1,0.0633,1.29807564,1,0.0599,1.430869413,1,0.0591,1.216186001,1,0.0647,0.91159094,1,0.0644,4,19,13,0.894334532,1,0.001,1.055601503,1,0.0028,0.922783882,1,0.0018,1.122793785,1,0.0046,1.211434674,1,0.001,4,11,12.6,1.22179966,8,0.0104,1.058766033,8,0.0032,0.918967177,8,0.0018,1.104332873,8,0.0016,1.034903844,8,0.0016,TRUE,4,FALSE,-,-,-
Q79PF2,Glutathione peroxidase,SEF0013,Synpcc7942_1214,32,18.0,0.001775212,0.000128851,4.1310E+12,8.1514E+02,2,6,19.8,0.894540484,6,0.0024,1.011113712,6,0.0007,1.042077455,6,0.0008,0.914744907,6,0.0008,1.132921973,6,0.0012,5,21,41.3,1.057060878,18,0.0017,1.016248693,19,0.001,0.898462593,19,0.0003,0.988097954,18,0.0006,1.268235776,19,0.0036,2,4,19.8,1.049542429,6,0.0013,1.011812406,6,0.0079,0.942540456,6,0.005,0.973867785,6,0.0023,0.936267611,6,0.0018,1,1,15.6,0.790496588,1,0.0189,1.133965913,1,0.0171,0.838687171,1,0.0183,0.929822391,1,0.0171,1.197843278,1,0.0171,FALSE,-,-,-,-,-
Q8KPR2,Putative uncharacterized protein SEF0032,SEF0032,Synpcc7942_1196,65,8.4,0.007760898,0.000563315,3.8870E+13,7.6699E+03,5,23,39.7,0.860597341,23,0.0004,1.000921458,23,0.0043,1.056817509,23,0.0019,0.986506611,23,0.0019,1.048093433,23,0.0053,5,32,39.7,1.021174591,31,0.001,0.980618314,31,0.0007,0.93734615,31,0.0005,1.067824793,31,0.0003,1.209483645,31,0.0003,2,7,10.3,0.858815749,7,0.0389,0.782528205,7,0.0103,0.783429643,7,0.0105,0.754397082,7,0.0067,0.772858522,7,0.0033,2,3,10.3,0.936914586,3,0.021,1.168691808,3,0.0025,1.042557459,3,0.0203,1.036811964,3,0.0127,1.079195187,3,0.0127,FALSE,-,-,-,-,-
Q8KPQ5,Ap-4-A phosphorylase II-like protein,SEF0040,Synpcc7942_1188,34,14.5,0.002337677,0.000169677,6.7421E+12,1.3304E+03,3,7,30,0.695344462,6,0.0042,0.803896245,6,0.0029,0.834641548,6,0.0037,0.829277725,6,0.0036,1.016248693,6,0.0046,5,13,49.2,0.999769768,12,0.0036,1.028253035,12,0.0023,0.924272433,12,0.0045,1.009252886,12,0.0025,1.437474006,12,0.0076,5,7,36.2,0.835603018,6,0.0094,0.789768849,6,0.0324,0.793231587,6,0.002,1.061451121,6,0.0099,0.904273908,6,0.016,5,7,36.2,0.719283338,7,0.0084,1.037767343,7,0.0386,0.674062241,7,0.0036,1.260665884,7,0.0405,1.151595608,7,0.0405,TRUE,3,FALSE,-,-,-
Q8KPQ2,Putative uncharacterized protein SEF0043,SEF0043,Synpcc7942_1185,11,10.5,0.001051307,7.63077E-05,4.2148E+12,8.3166E+02,2,2,30.8,0.79909792,2,0.0269,1.038245363,2,0.0231,1.093452697,2,0.0219,1.074236736,2,0.023,1.248820445,2,0.0216,2,4,29.7,0.851726187,3,0.0065,0.91622049,3,0.0042,0.951042664,3,0.0025,0.906358475,3,0.0056,1.104332873,3,0.0025,1,2,13.2,0.881454704,2,0.052,1.002997845,2,0.0466,1.144458371,1,0.0761,0.820918419,2,0.0515,0.897222178,2,0.048,1,3,13.2,1.156378478,3,0.0114,1.361758203,3,0.0212,1.209483645,3,0.0108,1.050993427,3,0.0106,1.102808234,3,0.0106,TRUE,5,FALSE,-,-,-
Q8KPQ0,6-pyruvoyl-tetrahydropterin synthase-like protein,SEF0045,Synpcc7942_1184,94,33.9,0.002771377,0.000201157,3.4274E+12,6.7631E+02,6,18,21.3,0.96738645,16,0.0114,1.015079367,16,0.0044,1.011113712,16,0.004,0.864768775,16,0.0077,1.133965913,16,0.0017,9,26,33.3,1.126419085,25,0.0016,1.129535799,25,0.0021,1.027306415,25,0.0015,1.068070697,25,0.0021,1.200604592,25,0.0031,5,19,19,1.083677359,13,0.0081,1.168960941,13,0.0011,0.960727008,14,0.0041,1.043518133,14,0.0039,1.001843766,13,0.0082,6,31,23.7,1.168422738,20,0.0154,1.238226231,21,0.0085,1.220112847,20,0.0154,1.131618399,21,0.007,1.257476854,20,0.007,FALSE,-,-,-,-,-
Q8GJL5,CBS,SEM0025,Synpcc7942_1824,259,16.9,0.015339204,0.001113376,3.8108E+13,7.5195E+03,5,30,38.3,0.927683858,30,0.0032,0.946891025,30,0.0047,1.051477539,30,0.0012,0.958296716,30,0.0013,1.181408252,30,0.0021,7,101,86.4,1.078946722,62,0.0009,1.033951101,62,0.0029,1.016950935,62,0.0022,1.037528416,61,0.0024,1.270866699,62,0.0021,5,58,50,0.972523266,53,0.0032,0.910542036,57,0.0044,0.851726187,51,0.0055,0.796892978,53,0.0047,0.855657576,54,0.0048,5,70,50,1.044479691,58,0.0047,1.347100508,58,0.0065,1.337827134,58,0.006,1.319775312,58,0.0032,1.326477843,58,0.0032,FALSE,-,-,-,-,-
Q79N42,"ATP-binding region, ATPase-like",SEM0037,Synpcc7942_1813,142,72.6,0.00195706,0.000142051,1.1314E+12,2.2326E+02,12,18,21,1.206979795,18,0.0026,1.081433951,18,0.0011,1.083178422,18,0.001,0.992201776,18,0.0028,1.009485302,17,0.0028,16,29,31,1.048576209,26,0.0005,1.172465305,26,0.0025,1.293897876,26,0.0028,1.051235455,26,0.0015,0.740627784,26,0.0011,11,50,23.5,0.76913044,29,0.0019,1.137889264,29,0.001,0.979941161,29,0.0032,1.119695673,29,0.0019,1.10357029,29,0.002,8,45,16,1.211434674,41,0.0014,1.000691014,41,0.0013,0.959621567,41,0.0013,0.972523266,41,0.0014,0.755092228,41,0.0014,TRUE,4,FALSE,-,-,-
Q8GJN7,Putative uncharacterized protein SEN0002,SEN0002,Synpcc7942_1845,64,8.6,0.007417495,0.000538389,3.6061E+13,7.1157E+03,2,5,25.3,0.708271881,3,0.0069,0.684069142,3,0.0051,1.423311636,3,0.0035,1.259215323,3,0.0037,0.348337315,3,0.1777,6,15,64,1.282921254,15,0.0014,1.348962883,15,0.0021,1.264736347,15,0.0006,0.913061435,15,0.0004,0.587489353,15,0.0062,2,8,22.7,0.431022558,4,0.0073,0.560918805,5,0.0153,0.537526649,2,0.0198,0.642687717,6,0.0037,0.905107159,5,0.0031,4,36,53.3,1.249108029,19,0.0046,1.49520245,20,0.0069,1.818025624,20,0.0049,1.017185124,19,0.0046,0.825657633,19,0.0046,TRUE,6,FALSE,-,-,-
Q8GJM6,Putative uncharacterized protein SEN0013,SEN0013,Synpcc7942_1834,23,17.4,0.001320691,9.58606E-05,3.1811E+12,6.2771E+02,3,4,15.1,1.155047914,4,0.0017,1.020704431,4,0.0018,1.167347076,4,0.0026,1.068562675,4,0.0013,0.849571627,4,0.0479,4,13,41.4,1.091440336,13,0.0003,1.093200949,13,0.0004,1.022586371,13,0.0003,1.062918583,13,0.0004,1.27790921,13,0.0004,2,3,17.8,0.973195294,3,0.0051,1.04930079,3,0.0121,0.937562007,3,0.0048,0.989919775,3,0.0031,0.969839794,3,0.0324,2,3,17.8,0.941239187,3,0.0024,1.483542526,3,0.0374,1.268235776,3,0.0133,1.154781985,3,0.0028,1.242224241,3,0.0028,FALSE,-,-,-,-,-
