Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	default.pvalue
	Gstm6	G5E8M7;D3YVP8;D3YVQ0	1422072_a_at	0.0368335510301679
COP9 signalosome complex subunit 3	Cops3	O88543;Q8BX58;F6YCA7;D3Z036	1416678_at	0.207952460976805
Bisphosphoglycerate mutase;Phosphoglycerate mutase	Bpgm	P15327;D3Z223;D3YUE8;D3YYH3	1415865_s_at	0.0981512825838341
RNA-binding protein with multiple splicing	Rbpms	Q78HG1;Q9CPU5;Q9WVB0;E9Q4D9	1455936_a_at	7.27791630842794e-07
Fetuin-B	Fetub	Q9QXC1;Q6YJU1	1449555_a_at	0.614695349121934
Heat shock protein HSP 90-beta	Hsp90ab1	P11499;E9Q3D6;E9Q0C3;E9PX27;D3Z1R1	1416364_at	8.3350294115018e-07
GTP cyclohydrolase 1	Gch1	Q05915	1429692_s_at	7.54081994698118e-07
Muscleblind-like protein 1	Mbnl1	Q8CHF5;G3X9Q0;Q9JKP5;Q3U581;Q8R003;Q3U570	1416904_at	0.00358334874569211
Atlastin-3	Atl3	Q91YH5;E9PYT3;Q91YH5-2	1451376_at	6.93181283523654e-07
Heterogeneous nuclear ribonucleoprotein K	Hnrnpk;Gm7964	P61979-2;P61979;D3YWG1	1423684_at	8.22473013405521e-07
	Cyp2c67	Q569X9	1423244_at	0.00679576592542046
Transcriptional activator protein Pur-alpha	Pura	P42669	1438219_at	0.00155557138920651
Vesicle-associated membrane protein-associated protein A	Vapa	Q9WV55	1416466_at	0.00549242477419879
Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase	Ehhadh	Q9DBM2	1448382_at	0.594988985261838
Programmed cell death protein 6	Pdcd6	P12815	1416027_at	7.7797923926445e-07
Inorganic pyrophosphatase 2, mitochondrial	Ppa2	Q91VM9;D3Z636;Q91VM9-2;G8JL76;D3Z096	1424488_a_at	0.531330509428852
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	Gnb2	E9QKR0;P62880;D3Z1M1;D3Z1T4;D3YZX3;P29387;E9PWM7	1450623_at	0.181701191197813
Zinc-alpha-2-glycoprotein	Azgp1	Q64726	1417776_at	0.106344398486663
SH3 and PX domain-containing protein 2A	Sh3pxd2a	O89032;O89032-2;O89032-3	1428914_at	6.53344602308209e-07
DnaJ homolog subfamily B member 1	Dnajb1	Q9QYJ3;Q3TYL7	1416756_at	9.47233315389313e-07
Kynureninase	Kynu	A2ARD6;Q9CXF0;Q6NSV5;Q3V3G5;A2ARD7;Q8R0F7	1430570_at	6.5671016285674e-07
Spectrin beta chain, erythrocyte	Spnb1;Sptb	Q3UGX2;E9Q397;E9Q5I4;P15508;Q149M1	1455226_at	0.057917470583764
Endothelial differentiation-related factor 1	Edf1	Q9JMG1	1440151_s_at	1.10221080569546e-06
Ras-related protein Rab-7a	Rab7a	P51150	1448159_at	0.0527816197650553
Probable ATP-dependent RNA helicase DDX5	Ddx5	Q8BTS0;Q61656;B1ARB9;B1ARC0;B1ARB8	1419653_a_at	0.00876842151690308
Peroxisomal membrane protein 4	Pxmp4	Q9JJW0;A2AKD6	1455438_at	9.519955823366e-07
Cytochrome P450 4B1	Cyp4b1	Q64462;F8WGW5;F6X6A4;Q6A152;A2A9Y7	1416194_at	0.0612730622273306
Hydroxysteroid dehydrogenase-like protein 2	Hsdl2	Q2TPA8;B1AX78;E9Q4I4;E9PYC8;B1AX77	1426857_a_at	0.0285010271282315
[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial	Pdk2	Q9JK42	1448825_at	0.462280029058524
Gamma-aminobutyric acid receptor-associated protein-like 1	Gabarapl1	Q8R3R8	1416419_s_at	6.56616852454856e-07
Max-like protein X	Mlx	A2BFB0;O08609;A2BFB1;O08609-3;A2BFB2;O08609-2	1425930_a_at	0.0293631284143914
Gamma-aminobutyric acid receptor-associated protein	Gabarap	Q9DCD6;B1AR50	1416937_at	0.0617611141939123
Dynactin subunit 1	Dctn1	E9Q586;O08788;E9Q3M3;O08788-2;D3YX34;D3YYG9;D3Z2M9	1422521_at	0.329279950815147
	Hnrnpl	G5E924;E9Q8W8;G3UY56;G3UYY3	1424101_at	7.07165076149449e-07
Programmed cell death protein 2	Pdcd2	P46718;A2T4N6	1423534_at	0.027665017148998
Cytochrome P450 2C37	Cyp2c37	P56654;E9PW41;Q148B1;Q5GLZ0	1419094_at	0.206231673483237
Isoleucine--tRNA ligase, cytoplasmic	Iars	Q8BU30;F6Q6R1;E9Q866	1426705_s_at	0.00576919791090204
EF-hand domain-containing protein D2	Efhd2	Q8C845;Q9D8Y0;Q9D4J1	1431339_a_at	7.09453407796193e-07
Hydroxyacid-oxoacid transhydrogenase, mitochondrial	Adhfe1	Q8R0N6;Q8R0N6-2	1424392_at	0.229868983163062
Eukaryotic initiation factor 4A-III	Eif4a3;Gm8994;Gm5576	Q91VC3;A2AFK7;D3YU49;E9PV04	1417242_at	0.546094996403189
3-ketoacyl-CoA thiolase A, peroxisomal	Acaa1a	Q921H8;Q8BLD7	1456011_x_at	0.00284894048940952
Threonine--tRNA ligase, cytoplasmic	Tars	Q9D0R2	1460323_at	9.08518717021517e-07
SAP domain-containing ribonucleoprotein	Sarnp	Q9D1J3	1456626_a_at	0.507084206483337
UPF0160 protein MYG1, mitochondrial	Myg1	Q9JK81;F8WGG3;F7A3N3	1424088_at	0.00508045049706891
Murinoglobulin-2	Mug2	P28666	1448854_s_at	0.00775428480825126
Peptidyl-prolyl cis-trans isomerase FKBP2	Fkbp2	P45878	1450694_at	0.0152071776188194
Junction plakoglobin	Jup	Q02257	1426873_s_at	0.450751215793761
	Ces2a	Q8QZR3;E9Q3D0	1449375_at	0.0288432098871473
Prolargin	Prelp	Q9JK53	1416321_s_at	0.0123214212805477
Immunoglobulin J chain	Igj	P01592;E9PWK4	1424305_at	0.791510211822615
Histone-binding protein RBBP4	Rbbp4	E9PYH8;Q60972	1454791_a_at	0.00333211283072748
Dynactin subunit 2	Dctn2	Q99KJ8	1424461_at	8.32483473231379e-07
E3 ubiquitin-protein ligase RNF169	Rnf169	E9Q7F2	1434207_at	0.00157321812304359
Polyadenylate-binding protein 2	Pabpn1;Gm20521	G3UY42;Q8CCS6;Q8CCS6-2;D3Z5F7;G3UWS5;D3Z055;D3YUB9;G3UX74;G3UWY6	1422849_a_at	0.441764074480021
COMM domain-containing protein 2	Commd2	Q8BXC6;G3X955	1442321_at	0.180446603249443
Sodium-coupled neutral amino acid transporter 4	Slc38a4	Q8R1S9;E9Q0N5	1428111_at	6.14058932362866e-07
Carboxypeptidase D	Cpd	O89001	1455009_at	0.113936748973639
Matrin-3	Matr3	Q6ZQ61;Q8K310	1450874_at	0.0159168641749516
Arsenite methyltransferase	As3mt	Q91WU5	1431980_a_at	0.00555867167806308
Phosphomevalonate kinase	Pmvk	Q9D1G2;D3YXP6;Q9D1G2-2;Q9D1G2-3	1427893_a_at	8.46755605244144e-07
UDP-glucuronosyltransferase 1-1	Ugt1a1	Q63886	1426261_s_at	6.33001842664246e-07
Selenocysteine-specific elongation factor	Eefsec	Q9JHW4;F8WHS9	1416964_at	0.906351278401724
DnaJ homolog subfamily C member 7	Dnajc7	Q9QYI3;F7BTP8;A2A5E1	1448362_at	0.3810358548446
Retinol dehydrogenase 10	Rdh10	Q8VCH7	1460632_at	0.262939412829842
Activated RNA polymerase II transcriptional coactivator p15	Sub1	P11031	1422693_a_at	0.163085891231836
Starch-binding domain-containing protein 1	Stbd1	Q8C7E7;Q147V6	1434442_at	6.32169268576797e-07
Keratin, type I cytoskeletal 19	Krt19	CON__P19001;P19001	1417156_at	0.0187512587656876
Pleiotropic regulator 1	Plrg1	Q922V4;D3Z4V1;F8WI31	1448282_at	0.00203755924835588
SEC23-interacting protein	Sec23ip	G3X928;Q6NZC7	1433627_at	0.0434063639754916
Fibronectin;Anastellin	Fn1	G5E8B8;G5E8M2;G3X9J7;P11276	1437218_at	0.0444194608620488
Thiopurine S-methyltransferase	Tpmt	O55060;D3Z380;D3YWK6;D3Z217;D6RIK3	1456273_x_at	0.00413029859050302
Heterogeneous nuclear ribonucleoprotein H2	Hnrnph2	P70333	1415963_at	0.851976112858744
Putative adenosylhomocysteinase 2	Ahcyl1	Q80SW1;D3Z2Q0;F7ATQ6	1426831_at	0.342614998026664
Presequence protease, mitochondrial	Pitrm1	Q8K411;Q8K411-2;Q8K411-3	1426453_at	0.452248920882031
Protein transport protein Sec23B	Sec23b	Q9D662;Q3U2Q0;A2ANA0;A2AN99;A2AN98;A2AN97	1416059_at	0.290105361626834
Acyl-coenzyme A thioesterase 12	Acot12	Q9DBK0	1419395_at	7.51439153020351e-07
Neutral ceramidase;Neutral ceramidase soluble form	Asah2	Q9JHE3	1450726_at	0.0194320235024488
Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	Aadat	Q9WVM8;Q3UNS8	1418519_at	0.0189833879912496
60 kDa lysophospholipase;L-asparaginase;Platelet-activating factor acetylhydrolase	Aspg	A0JNU3	1435036_at	7.43472289700098e-07
	Naglu	A2BFA6	1417706_at	0.36995915067446
	Mgam	B5THE2	1456777_at	0.148263341395114
NADP-dependent malic enzyme;Malic enzyme	Me1	P06801;Q3TQP6	1416632_at	0.0115290773067207
Thyroid hormone receptor-associated protein 3	Thrap3	Q569Z6;Q8BZN7;F6YSQ2;F6YH92	1460545_at	5.97217062058034e-07
Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain	Lrp1	Q91ZX7;Q3U5J2;D3Z5M3;Q91VN0;O88572;F6UAC8	1448655_at	0.00879784449144646
Epoxide hydrolase 1	Ephx1	Q9D379;E9PWK1;F6YTS6;D3Z4M3	1422438_at	0.263312494663305
ATP synthase subunit delta, mitochondrial	Atp5d	Q9D3D9;D3Z7S4	1456580_s_at	0.586517828194927
Cullin-2	Cul2	Q9D4H8;Q9D4H8-2;E0CYT5	1451231_a_at	0.000562629755138058
Breast carcinoma-amplified sequence 3 homolog	Bcas3	B1AR74;Q8CCN5;Q0VF62;Q3TAC0;F7C0F2;Q8CCN5-2;F7CPM1;B1AR76;B1B0B3	1428454_at	0.00285266364948693
CLIP-associating protein 1	Clasp1	E9QKH0;Q80TV8;E9QNY9;Q80TV8-2;E9Q6L0	1459233_at	0.00271360698866233
Muscleblind-like protein 2	Mbnl2	F8WIF1;Q8C181-2;Q8C181-4;Q8C181;Q8C181-3	1433754_at	0.00123078975349498
Vacuolar protein sorting-associated protein 16 homolog	Vps16	G3X8X7;Q920Q4;Q920Q4-2;E9Q2I5;A2BI90	1416254_a_at	0.0445766276004547
Cystatin-C	Cst3	P21460;A2APX3	1426195_a_at	0.0724628563510489
Folylpolyglutamate synthase, mitochondrial	Fpgs	P48760-3;P48760;P48760-4;P48760-5;P48760-2	1460673_at	7.80176084991456e-07
Plastin-1	Pls1	Q3V0K9;D3Z6J7	1460406_at	0.663205748174034
Acyl-coenzyme A thioesterase 11	Acot11	Q8VHQ9;A2AVR6;Q8CAL6;E0CXP8;E0CYA0;E0CYS0;Q3TBG4;F6SS52	1429267_at	0.000396134825386177
Carbonic anhydrase 2	Ca2	P00920	1448752_at	0.0311438595925184
Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain	Ctsb	P10605	1417491_at	0.0374341374014848
Alpha-soluble NSF attachment protein	Napa	Q9DB05;P28663	1416192_at	6.3693512455403e-07
Transcription elongation factor B polypeptide 3	Tceb3	Q8CB77	1422591_at	7.30204929538771e-07
Pleckstrin homology domain-containing family O member 2	Plekho2	Q8K124	1427103_at	0.0243180037660854
	BC089597	Q8K3M1;Q5FW69	1451681_at	0.00468620005759439
Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	Ppp2ca;Ppp2cb	P63330;P62715	1421823_a_at	1.15149692928568e-06
Protein FAM83H	Fam83h	Q148V8	1452273_at	1.19025802779045e-06
Thimet oligopeptidase	Thop1	Q8C1A5	1448907_at	0.0382845202503987
Canalicular multispecific organic anion transporter 1	Abcc2	Q8VI47	1450109_s_at	1.01053585055356e-06
Reticulon-4-interacting protein 1, mitochondrial	Rtn4ip1	Q924D0;D3Z792	1448800_at	0.0240830219255457
Adaptin ear-binding coat-associated protein 1	Necap1	Q9CR95	1448106_at	1.42444973008473e-06
Sodium-coupled neutral amino acid transporter 3	Slc38a3	Q9DCP2	1418706_at	0.000468014002812815
Alpha-N-acetylgalactosaminidase	Naga	Q9QWR8	1449043_at	1.75302064253074e-06
Nuclear pore complex protein Nup160	Nup160	Q9Z0W3;Q9Z0W3-2	1418530_at	0.535439599325291
DDRGK domain-containing protein 1	Ddrgk1	Q80WW9	1458761_at	0.622007585098087
RNA-binding protein 33	Rbm33	Q9CXK9;D3Z5I9;F6Y0Q7	1455430_at	0.000397222072296144
Alpha-1-antitrypsin 1-1	Serpina1a	P07758;D3YZL0	1449321_x_at	0.0129545906644566
E3 ubiquitin-protein ligase UBR3	Ubr3	Q5U430;F6QC57;Q5U430-3;Q5U430-2;A2AV05	1453029_s_at	6.83768178166947e-07
Vitamin K-dependent gamma-carboxylase	Ggcx	Q9QYC7	1423554_at	0.153406533522009
Phosphatidylinositol 3-kinase catalytic subunit type 3	Pik3c3	Q6PF93;E9QLS6;Q6PF93-2;D3YZ98	1425580_a_at	5.64997140272925e-07
Thioredoxin-related transmembrane protein 2	Tmx2	Q9D710;D3Z2J6;D3YYX0	1437454_a_at	1.00174033008433e-06
Junction-mediating and -regulatory protein	Jmy	Q9QXM1;E9PZF6;Q9QXM1-3	1451878_a_at	0.0177666658965966
RWD domain-containing protein 4	Rwdd4	Q9CPR1	1424244_at	8.32028382813322e-07
DnaJ homolog subfamily A member 4	Dnaja4	Q9JMC3	1434196_at	0.00651978777324488
	Nav2	E9Q842;D3YWD2;F6Q9M5;Q8BYE8	1435981_at	0.0193380979686919
	1110020G09Rik	Q8C5H8-3;Q8C5H8-2;Q14BL1;Q8C5H8-4	1453422_a_at	1.53957777061151e-06
NAD-dependent protein deacetylase sirtuin-3	Sirt3	Q8R104;D3YVQ5	1417892_a_at	8.10204126129492e-07
Elongation factor 1-gamma	Eef1g	Q9D8N0	1417364_at	7.08877963011948e-07
Cytoskeleton-associated protein 5	Ckap5	A2AGT5;A2AGT5-3;A2AGT5-2	1437349_at	0.113823816316184
Structural maintenance of chromosomes protein 3	Smc3	E9Q762;Q9CW03	1450950_at	0.436842826541258
Cytochrome P450 3A25	Cyp3a25	O09158;D6RJM4;D3Z707	1424973_at	6.87841363710918e-07
Disco-interacting protein 2 homolog B	Dip2b	Q3UH60;D3Z5G8;Q3UH60-2;B2RQC7	1447191_at	0.0299233548152297
Amine oxidase [flavin-containing] A	Maoa	Q64133	1428667_at	0.00565257055727117
26S proteasome non-ATPase regulatory subunit 11	Psmd11	Q8BG32;G3UYH2;G3UXL5;G3UWW7;G3UYL3;G3UYI4;G3UZ33;G3UX15;G3UYL8;G3UWV7;G3UX67	1440253_at	6.52368869312579e-07
Protein FAM25C	Fam25c	Q8CF02	1437019_at	0.0118603985776965
Splicing factor 3B subunit 5	Sf3b5	Q923D4	1439370_x_at	0.0638567481241467
FGGY carbohydrate kinase domain-containing protein	Fggy	A2AJL3;A2AJL4;A2AJL3-2;B7ZCH9;F6V664;B1AY72;D6RHR3;B1AY71;F7ANG8;D6RG41	1452799_at	0.0899458404335186
All-trans-retinol 13,14-reductase	Retsat	Q64FW2;F7CW61	1424715_at	0.00829410720704316
Phosphatidylinositol-binding clathrin assembly protein	Picalm	Q7M6Y3-5;Q7M6Y3;Q7M6Y3-6;Q7M6Y3-3;Q7M6Y3-2;Q7M6Y3-4;Q61548;Q61548-2;E9QLK9;Q61548-3;E9QQ05;E9Q9A3;Q3TWS4;Q8BQA2	1451316_a_at	0.0033247751032587
Phosphatase and actin regulator 4	Phactr4	Q501J7-3;Q501J7;Q501J7-2;F6QNZ3;G5E8P7;Q2M3X8-3;Q2M3X8;Q2M3X8-2;B1B1B8;F7BZR2	1432844_at	0.140458921375288
Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Mgat1	P27808	1423609_a_at	0.0186493283851242
LIM domain-containing protein 2	Limd2	Q8BGB5	1456377_x_at	6.91542536193362e-07
Estradiol 17-beta-dehydrogenase 12	Hsd17b12	O70503;O70503-2	1450011_at	0.00139393518692524
Protein disulfide-isomerase	P4hb	P09103;E9Q8G8	1437465_a_at	0.420757432906875
Tubulin alpha-4A chain	Tuba4a	P68368	1417373_a_at	7.09212770947534e-07
Biotinidase	Btd	Q8CIF4	1417987_at	0.0125470261714827
mRNA turnover protein 4 homolog	Mrto4	Q9D0I8;A2AMV1	1423823_at	0.00708883958255391
Transmembrane 6 superfamily member 2	Tm6sf2	E9QM19;Q8R1J1;E9QAI2;Q8R1J1-2	1425079_at	0.145352515767692
Phosphatidylethanolamine N-methyltransferase	Pemt	Q3UZN8;D3YV85;Q61907;Q8R0I1;B1ARD1	1450612_a_at	0.0803895921388918
Collagen alpha-1(XIV) chain	Col14a1	Q80X19;B7ZNH7;Q80X19-2;F7D5Y4	1427168_a_at	0.159054866265277
Multiple coagulation factor deficiency protein 2 homolog	Mcfd2	Q8K5B2;D3Z1G3;D3Z6A4	1424024_at	8.27988890736529e-07
Coiled-coil domain-containing protein 93	Ccdc93	Q7TQK5;E9QAD4	1453798_at	0.0895513660716624
5-AMP-activated protein kinase subunit gamma-1	Prkag1	O54950	1417690_at	0.0274763317186903
Alpha-synuclein	Snca	O55042;O55042-2	1431022_at	0.667588603751817
H-2 class I histocompatibility antigen, Q10 alpha chain	H2-Q10	P01898;D3Z577	1425137_a_at	0.882844867743246
Methylmalonyl-CoA mutase, mitochondrial	Mut	P16332	1448486_at	0.000443393745528511
Carbonic anhydrase 5A, mitochondrial	Ca5a	P23589	1419525_at	0.00679393482917222
60S ribosomal protein L6	Rpl6;Gm5428;Gm6807	P47911;E9PUX4;D3Z4I7	1416546_a_at	1.21368596990376e-06
Protein phosphatase 1A	Ppm1a	P49443;Q9EQE3;Q9EQE2	1415678_at	8.32637201983132e-07
cAMP-regulated phosphoprotein 19	Arpp19	E9Q827;P56212;P56212-2;E9Q4B9;E9PXD7	1422609_at	8.91291255740827e-07
Enhancer of rudimentary homolog	Erh	G3UW85;P84089	1430536_a_at	0.00616198055382525
Cullin-4A	Cul4a	Q3TCH7;E9PXT5;F6UV36	1451971_at	0.00221670578349443
Carbonic anhydrase 1	Car1;Ca1	Q3TS19;P13634;D3YYQ4	1416193_at	0.00168742087830693
Reelin	Reln	Q60841;Q60841-2;Q60841-3	1449465_at	6.93335376449552e-07
Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34	Pak2	Q8CIN4;B1GX81;B1GX80;Q61036;Q61036-2;O88643;G5E884;A3KGC5;A3KGC4;A3KGC3	1454887_at	0.0950571776752833
UDP-glucose 4-epimerase	Gale	Q8R059;B1AV54;B1AV53	1424140_at	4.21779138564149e-05
MKI67 FHA domain-interacting nucleolar phosphoprotein	Mki67ip	Q91VE6;Q91VE6-2;E0CXU3	1424001_at	6.36281404901491e-07
Peptidyl-prolyl cis-trans isomerase D	Ppid	Q9CR16;E9Q5D3	1417057_a_at	0.136634925238883
Transmembrane emp24 domain-containing protein 10	Tmed10	Q9D1D4;Q9D1D4-2	1439462_x_at	0.0148379719929007
Acetoacetyl-CoA synthetase	Aacs	Q9D2R0	1423797_at	0.00820787662737229
AP-2 complex subunit beta	Ap2b1	Q9DBG3-2;Q9DBG3;Q5SWR0	1427077_a_at	0.112917436037252
PDZ domain-containing protein GIPC1	Gipc1	Q9Z0G0	1422763_at	0.695042946325303
Valine--tRNA ligase	Vars	Q9Z1Q9;G3UY93;G3UZ22;G3UYW2;G3UX02;G3UZX1	1448472_at	0.0137748892067167
C4b-binding protein	C4bpa;C4bp	P08607;F6QLW4;E9PUZ8	1418037_at	0.424076916477557
Coiled-coil domain-containing protein 22	Ccdc22	Q9JIG7	1447759_x_at	0.00888220343728057
	Tstd1	E9PY03	1456169_at	0.105610856946507
Hepcidin	Hamp	Q9EQ21	1419196_at	0.287028178870231
Heme oxygenase 1	Hmox1	P14901;E9Q8W7	1448239_at	0.000262700202110905
Mid1-interacting protein 1	Mid1ip1	Q9CQ20;F6XIS3;F7D5Q6	1416840_at	0.0365216771364506
Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase;N-acetylmannosamine kinase	Gne	Q3UW64;Q91WG8;G3UX23;G3UYD5;G3UZ98;F6WD11;G3UWV5;F6SHH4;F7BWW0;G3UX49	1448810_at	7.79967158499555e-07
von Willebrand factor A domain-containing protein 5A	Vwa5a	Q99KC8;F6TIL5;Q8BGF0;Q6P8K4;D3Z671;D3Z518	1426221_at	0.367607645229964
Heterogeneous nuclear ribonucleoprotein D0	Hnrnpd	Q60668;G3X9W0;Q60668-2;Q60668-3;G5E8G0;Q60668-4;F6ZV59;E9Q5B6;F6SHF3;F7A465	1425142_a_at	8.10227260938221e-07
Major urinary protein 3	Mup3	Q3KQQ2;P04939;Q80YX8;P11590	1427631_x_at	0.0332409630195235
Choline dehydrogenase, mitochondrial	Chdh	Q8BJ64;F8WIG7;F6RSP9	1455435_s_at	0.0163003806330909
Probable leucine--tRNA ligase, mitochondrial	Lars2	Q8VDC0	1435682_at	0.0185093057149128
Granulins;Acrogranin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7	Grn	Q3U9N4;P28798	1448148_at	9.68262075025893e-07
Protein syndesmos	Nudt16l1	Q8VHN8;Q8VHN8-2;Q8VHN8-3	1428049_a_at	0.0563110599131955
Tropomyosin alpha-4 chain	Tpm4	Q6IRU2	1433883_at	0.408048751799278
Brain-specific angiogenesis inhibitor 1-associated protein 2	Baiap2	B1AZ46;Q8BKX1;Q8BKX1-2;Q8BKX1-3;Q8BKX1-4	1435128_at	7.45568992949224e-07
Propionyl-CoA carboxylase beta chain, mitochondrial	Pccb	Q99MN9;E9Q1J7;E9Q5K5;D3YZC1	1450969_at	0.00613798326191178
Bis(5-adenosyl)-triphosphatase	Fhit	E9PZ91;O89106;E9PVU9;F6SV10;E9Q3M6	1425893_a_at	0.46655421113905
Tight junction protein ZO-1	Tjp1	P39447	1417749_a_at	0.0245419585393962
Tubulin beta-4B chain	Tubb4b	P68372;G3UZR1	1423642_at	8.32660566507039e-07
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	Ndufa12	Q7TMF3;F6RBR6	1433513_x_at	0.01710897136359
Protein ERGIC-53	Lman1	Q9D0F3;D3Z5B9	1444037_at	0.00178472376859106
Selenoprotein O	Selo;1300018J18Rik	Q9DBC0;A4FUU9	1428894_at	7.43284905858413e-07
Protein FAM73B	Fam73b	Q8BK03;Q8BK03-2;F6V3Z9;A2AWJ1	1454621_s_at	0.0786435556087057
AP-1 complex subunit mu-1	Ap1m1	P35585;Q9WVP1-2	1459832_s_at	0.0799134629110528
	Srsf6	Q3TWW8	1416720_at	0.128973687459913
Thioredoxin domain-containing protein 12	Txndc12	Q9CQU0	1415738_at	0.73849316502839
Ubiquitin-like domain-containing CTD phosphatase 1	Ublcp1	Q8BGR9;Q8BGR9-2	1415789_a_at	0.00347163745697021
	Ces1f	Q91WU0;D3Z2I6;D3Z298	1424266_s_at	0.352130804329895
Acyl-CoA desaturase 1;Acyl-CoA desaturase 2	Scd1;Scd3;Scd2	P13516;Q99PL7;P13011;Q8BNZ5;Q6T707	1423366_at	0.0202431753187778
Aldehyde dehydrogenase;Fatty aldehyde dehydrogenase	Aldh3a2	B1ATI0;B1AV77;P47740;Q8C5J1;B1ATI7;P47739	1415776_at	0.0241140946780687
Asialoglycoprotein receptor 1	Asgr1	P34927;Q91Y84;B1AR34;B1AR32	1421944_a_at	0.0726931553241989
SAM domain and HD domain-containing protein 1	Samhd1	F8WJE0;E9Q0K6;F6TVP2;Q60710;E9PYG9;Q6ZQM3;E0CXZ5	1434438_at	0.00371794776727847
Cytochrome P450 3A13	Cyp3a13	Q64464	1419523_at	0.0225710391105452
Glutathione S-transferase kappa 1	Gstk1	Q9DCM2	1452823_at	0.287172260377529
Peroxiredoxin-4	Prdx4	O08807;B1AZS9	1431269_at	0.0416753693208292
Peroxisomal targeting signal 2 receptor	Pex7	P97865;B7ZNK8;F6QU40	1418988_at	7.44313048965748e-07
Thioesterase superfamily member 4	Them4	Q3UUI3;Q3UUI3-2	1427055_at	9.32695312801228e-05
Probable ATP-dependent RNA helicase DDX58	Ddx58	Q6Q899;E9Q0T5;A2AP29;Q6Q899-2;Q6Q899-3;Q6Q899-4	1446457_at	0.00586964933412366
Citrate lyase subunit beta-like protein, mitochondrial	Clybl	Q8R4N0;E9PYU7	1421014_a_at	0.00333274020154441
Hemopexin	Hpx	Q91X72	1423944_at	7.03537900348181e-07
Protein canopy homolog 2	Cnpy2	Q9QXT0	1448372_a_at	0.000248197257465651
Heme oxygenase 2	Hmox2	O70252;D3YX62;D3YXN4;D3Z4A2	1416399_a_at	0.011787109034253
Arylsulfatase B	Arsb	P50429;P50429-2	1429189_at	0.588056521806236
NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	Cyb5r3	Q9DCN2;Q9DCN2-2;F2Z456;E9Q841;F2Z3V0	1425329_a_at	0.230139164766299
Dehydrogenase/reductase SDR family member 4	Dhrs4	G3X8V7;Q99LB2	1419382_a_at	0.771304307615662
Cathepsin D	Ctsd	Q8C243;P18242;F6Y6L6;F8WIR1;Q05BF3	1448118_a_at	0.00311998848879291
Protein transport protein Sec61 subunit alpha isoform 1	Sec61a1	P61620;Q9JLR1;Q9CYJ6;A2ATT9	1455987_at	0.0969057390542641
Macrophage mannose receptor 1	Mrc1	Q61830	1450430_at	0.134235538758429
	Cyp2d22	Q9JKY7	1419040_at	0.036441699549824
Peroxiredoxin-2	Prdx2	Q61171;D3Z4A4	1430979_a_at	7.63980336346071e-07
Bile salt export pump	Abcb11	Q9QY30	1449817_at	9.31837665862409e-07
Histone H1.4	Hist1h1e	P43274;Q07133	1445565_at	0.000421703026120374
Proteasome subunit beta type	Psmb5	D3Z2T2	1415676_a_at	0.000766505129881436
Coatomer subunit epsilon	Cope	O89079;D3Z315;F6YFR7;E9Q6I5;F6XIG5	1416384_a_at	0.0597547210173829
Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase	Ppp1ca	P62137;Q3TYF5	1460165_at	1.0302093548716e-06
Glycine N-acyltransferase-like protein Keg1	Keg1	Q9DCY0;D3Z4V9;D3Z1F5	1416833_at	0.112346957814316
Treacle protein	Tcof1	O08784;E9PYV2;Q05CS0;F8WIZ3	1423601_s_at	0.0279898163743169
Pyridoxal-dependent decarboxylase domain-containing protein 1	Pdxdc1	E9Q8P7;Q99K01-2;Q99K01-4;Q99K01;Q99K01-3;E9PZ98;Q99K01-5;D3YZA7	1452705_at	0.0253608341093273
ATP-binding cassette sub-family D member 3	Abcd3	P55096	1416679_at	0.0116137493769846
Splicing factor 45	Rbm17	Q8JZX4;A2AP40	1452691_at	0.00152311906578344
Histone H2A.Z;Histone H2A.V;Histone H2A	H2afz;H2afv	P0C0S6;Q3THW5;Q5NC91;Q8R029;Q3UA95;G3UWL7	1436596_at	0.00408555328944711
