Protein.Name	Gene.Name	Uniprot.ID	ZT0	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Dynein light chain roadblock-type 1	Dynlrb1	P62627	7	5	8	6	5	6	6	8	7	7	7	5	8	7	8	8
28S ribosomal protein S29, mitochondrial	Dap3	G3X9M0;Q9ER88;Q9ER88-2;G3UWZ6;G3UWM7	13	10	12	9	13	11	9	10	10	6	8	7	13	9	11	8
Ras-related protein Rab-1B	Rab1b	Q9D1G1	4	3	13	5	3	6	4	6	7	5	4	8	4	8	5	3
Cathepsin F	Ctsf	Q9R013	2	4	4	4	2	2	2	2	3	2	2	2	3	3	4	3
Alanine aminotransferase 2	Gpt2	Q8BGT5	36	34	40	37	31	36	34	26	37	23	34	25	36	28	36	36
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Atp2a2	F8WI94;O55143;O55143-2	4	2	14	10	10	1	10	21	23	3	24	2	6	2	5	2
Leukotriene A-4 hydrolase	Lta4h	P24527	46	36	43	37	37	35	37	33	40	26	46	35	42	36	43	45
GTP-binding protein SAR1a	Sar1a	Q99JZ4;P36536	6	11	13	13	6	11	11	9	9	7	10	6	11	7	9	10
Carbohydrate-responsive element-binding protein	Mlxipl	Q99MZ3;Q99MZ3-2;Q99MZ3-3;Q99MZ3-4;Q99MZ3-5	3	2	5	3	3	3	5	3	3	3	4	3	4	3	3	4
Parathymosin	Ptms	Q9D0J8	5	5	6	9	7	6	8	6	6	7	7	7	4	6	7	5
Selenoprotein H	Selh	Q3UQA7	0	0	1	0	1	0	0	0	1	0	0	0	2	0	1	1
Cytochrome P450 2E1	Cyp2e1	Q05421;Q0PGA1	12	13	16	16	8	11	16	22	25	12	24	9	11	12	12	12
Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	Echdc3	Q9D7J9	16	18	16	16	17	17	22	15	16	19	18	20	16	17	17	19
ADP-ribosylation factor-binding protein GGA2	Gga2	Q6P5E6;Q6P5E6-2	0	2	3	2	2	2	3	2	1	1	2	2	3	2	3	2
Calcyclin-binding protein	Cacybp	Q9CXW3	15	14	19	17	10	16	15	12	11	10	16	13	21	12	12	15
	Aamp	Q3TJ22	4	2	4	4	4	3	2	1	4	1	2	1	3	1	3	3
Src substrate cortactin	Cttn	Q60598;Q921L6	9	14	16	16	9	16	15	14	14	8	16	13	12	12	11	15
Cingulin-like protein 1	Cgnl1	B2RSU6;Q6AW69;Q6AW69-4;Q6AW69-5;D3Z3H4;Q6AW69-3	12	9	5	9	12	9	9	6	5	3	8	2	12	3	7	10
B-cell receptor-associated protein 31	Bcap31	A2ALM8;Q61335	7	11	7	8	7	4	10	12	9	4	13	5	8	4	6	9
Phenylalanine--tRNA ligase alpha subunit	Farsa	Q8C0C7;E9PWY9;Q8BJG2	15	20	15	22	16	17	17	14	15	14	16	17	18	14	17	14
Catechol O-methyltransferase	Comt	Q91XH4;O88587;O88587-2	43	54	53	63	37	52	51	54	50	51	56	48	55	50	54	59
Acyl-coenzyme A thioesterase 8	Acot8	P58137;Q8BZR4	4	7	7	6	4	4	6	4	6	3	5	2	5	4	4	4
ATP-binding cassette sub-family A member 6	Abca6	Q8K441	6	6	11	11	10	9	11	13	16	6	17	5	7	6	7	8
Monoacylglycerol lipase ABHD6	Abhd6	Q8R2Y0;Q8R2Y0-2	8	4	6	6	9	5	9	7	7	7	8	7	5	4	5	7
Endoplasmic reticulum resident protein 29	Erp29	P57759	14	14	19	14	12	14	16	17	13	13	17	17	15	13	14	18
Heterogeneous nuclear ribonucleoprotein A/B	Hnrnpab	Q20BD0;Q80XR6;Q99020;Q9D6G1	26	28	23	20	21	23	21	24	25	21	21	24	21	18	21	26
Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 24	Usp24	E9PV45;B1AY13	9	8	11	7	10	5	9	7	11	5	10	5	6	4	8	7
	Ces1b	D3Z5G7	1	3	2	4	1	4	1	3	2	3	2	3	3	3	2	3
	Tpr	E9PZZ3;Q7M739	17	28	26	18	19	24	32	16	17	8	21	11	38	12	25	31
Acyl-coenzyme A synthetase ACSM5, mitochondrial	Acsm5	Q8BGA8	19	21	25	22	19	19	18	19	22	14	24	17	18	12	18	21
Bifunctional protein NCOAT;Protein O-GlcNAcase;Histone acetyltransferase	Mgea5	Q9EQQ9-3;Q9EQQ9;Q9EQQ9-2	1	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1
	Eif4g2	G3XA17;F7CBP1	10	9	11	7	11	9	11	10	12	7	10	4	10	6	6	6
Oxysterol-binding protein	Osbpl8	B9EJ86;G3X9N6	0	0	2	2	0	2	0	3	3	0	2	0	0	0	0	0
Dimethylaniline monooxygenase [N-oxide-forming] 1	Fmo1	P50285	20	19	28	27	20	17	24	31	36	14	29	14	17	11	15	17
Reticulon-4	Rtn4	Q99P72;Q8BHF5;Q8BH78;Q99P72-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Sorbs1	E9QNA7;Q62417-2;Q62417-7;F6XUF0;E9Q6A3;Q62417-4;F6PZD9;Q62417-6;Q62417-5;D3Z5J3;F6X019	10	9	14	13	8	14	10	11	15	14	8	14	12	15	15	10
	Gstm6	G5E8M7;D3YVP8	12	16	17	17	10	15	13	15	17	12	15	15	16	13	15	11
COP9 signalosome complex subunit 3	Cops3	O88543;Q8BX58	5	8	10	5	6	5	11	6	8	2	8	1	9	1	7	9
Bisphosphoglycerate mutase;Phosphoglycerate mutase	Bpgm	P15327;D3Z223	4	5	5	5	5	4	5	5	5	4	7	4	5	4	5	5
RNA-binding protein with multiple splicing	Rbpms	Q78HG1;Q9CPU5;Q9WVB0;E9Q4D9	5	3	6	5	3	6	4	3	6	3	5	4	6	2	4	4
Fetuin-B	Fetub	Q9QXC1;Q6YJU1	3	7	7	5	3	5	6	4	5	4	5	4	7	3	8	9
Heat shock protein HSP 90-beta	Hsp90ab1	P11499	145	191	182	196	133	208	184	180	180	153	198	171	196	189	183	193
GTP cyclohydrolase 1	Gch1	Q05915	2	10	14	15	2	14	6	15	13	13	11	15	11	14	11	7
Muscleblind-like protein 1	Mbnl1	Q8CHF5;G3X9Q0;Q9JKP5	13	14	15	13	17	11	18	9	16	7	13	7	17	5	13	15
Atlastin-3	Atl3	Q91YH5;E9PYT3;Q91YH5-2	3	2	6	3	5	1	5	6	10	1	9	3	4	1	1	4
Heterogeneous nuclear ribonucleoprotein K	Hnrnpk;Gm7964	P61979-2;P61979;D3YWG1	72	90	66	75	72	78	73	63	65	62	62	64	72	66	64	66
	Cyp2c67	Q569X9	11	14	27	33	27	17	24	44	48	16	41	11	11	11	13	9
Transcriptional activator protein Pur-alpha	Pura	P42669	6	8	9	9	7	7	9	7	10	4	8	7	7	6	8	8
Vesicle-associated membrane protein-associated protein A	Vapa	Q9WV55	10	14	12	12	10	11	12	12	14	9	12	11	13	9	10	10
Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase	Ehhadh	Q9DBM2	72	86	93	92	73	81	76	94	90	96	89	85	76	96	78	79
Programmed cell death protein 6	Pdcd6	P12815	6	8	8	9	6	7	11	5	9	3	9	7	8	5	7	8
Inorganic pyrophosphatase 2, mitochondrial	Ppa2	Q91VM9;D3Z636;Q91VM9-2;G8JL76	23	22	25	20	19	22	24	21	21	14	28	15	25	18	23	29
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	Gnb2	E9QKR0;P62880;D3Z1M1;D3Z1T4;D3YZX3	13	18	16	16	11	14	15	15	15	15	16	16	15	14	16	17
Zinc-alpha-2-glycoprotein	Azgp1	Q64726	5	5	8	6	4	6	8	5	5	5	9	6	12	6	8	8
SH3 and PX domain-containing protein 2A	Sh3pxd2a	O89032;O89032-2;O89032-3	0	1	3	1	0	2	0	1	1	2	0	2	1	2	0	1
DnaJ homolog subfamily B member 1	Dnajb1	Q9QYJ3;Q3TYL7	3	1	0	1	3	1	1	0	0	0	2	1	0	1	1	1
Kynureninase	Kynu	A2ARD6;Q9CXF0;Q6NSV5;Q3V3G5;A2ARD7;Q8R0F7	28	30	26	32	30	22	26	31	36	21	33	24	23	25	25	29
Spectrin beta chain, erythrocyte	Spnb1;Sptb	Q3UGX2;E9Q397;E9Q5I4;P15508	5	10	13	10	6	11	9	14	12	11	9	8	5	10	5	8
Endothelial differentiation-related factor 1	Edf1	Q9JMG1	3	2	2	2	2	3	3	2	3	2	3	3	3	1	2	2
Ras-related protein Rab-7a	Rab7a	P51150	18	19	19	20	18	18	19	20	20	16	17	20	15	19	17	17
Probable ATP-dependent RNA helicase DDX5	Ddx5	Q8BTS0;Q61656	29	26	25	27	22	29	27	24	21	16	22	18	35	18	26	29
Peroxisomal membrane protein 4	Pxmp4	Q9JJW0;A2AKD6	2	5	5	5	4	3	5	4	5	5	7	6	2	4	3	2
Cytochrome P450 4B1	Cyp4b1	Q64462;F8WGW5;F6X6A4	0	0	1	0	1	0	0	2	2	0	2	0	0	0	0	0
Hydroxysteroid dehydrogenase-like protein 2	Hsdl2	Q2TPA8;B1AX78;E9Q4I4;E9PYC8	23	30	33	29	15	25	30	26	27	25	30	25	32	22	30	32
[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial	Pdk2	Q9JK42	9	6	10	7	8	5	11	8	7	5	7	6	10	5	8	9
Gamma-aminobutyric acid receptor-associated protein-like 1	Gabarapl1	Q8R3R8	1	2	2	2	1	2	2	2	2	0	2	1	2	1	2	2
Max-like protein X	Mlx	A2BFB0;O08609;A2BFB1;O08609-3;A2BFB2;O08609-2	4	2	7	3	2	1	3	1	4	2	4	3	4	2	2	1
Gamma-aminobutyric acid receptor-associated protein	Gabarap	Q9DCD6;B1AR50	3	4	4	5	2	4	5	4	7	3	5	4	5	3	3	3
Dynactin subunit 1	Dctn1	E9Q586;O08788;E9Q3M3;O08788-2;D3YX34	13	22	16	18	11	15	22	15	14	13	17	11	17	12	15	15
	Hnrnpl	G5E924;E9Q8W8	28	29	31	31	22	34	37	28	28	20	35	25	40	20	30	36
Programmed cell death protein 2	Pdcd2	P46718	2	1	2	2	2	2	1	2	1	2	1	1	1	1	1	1
Cytochrome P450 2C37	Cyp2c37	P56654;E9PW41	2	2	4	4	2	2	2	6	7	2	7	2	2	2	2	3
Isoleucine--tRNA ligase, cytoplasmic	Iars	Q8BU30	16	23	24	22	19	18	21	24	25	14	29	15	16	18	20	24
EF-hand domain-containing protein D2	Efhd2	Q8C845;Q9D8Y0	16	16	13	12	11	13	17	12	13	14	13	14	16	16	13	13
Hydroxyacid-oxoacid transhydrogenase, mitochondrial	Adhfe1	Q8R0N6;Q8R0N6-2	23	23	24	23	17	18	30	18	15	14	26	21	26	15	24	24
Eukaryotic initiation factor 4A-III	Eif4a3;Gm8994;Gm5576	Q91VC3;A2AFK7;D3YU49;E9PV04	8	15	16	15	10	14	11	9	15	8	13	9	14	5	10	13
3-ketoacyl-CoA thiolase A, peroxisomal	Acaa1a	Q921H8;Q8BLD7	15	16	19	16	12	13	16	15	13	14	16	15	15	14	14	15
Threonine--tRNA ligase, cytoplasmic	Tars	Q9D0R2	33	35	38	35	28	31	35	35	39	30	41	32	33	31	35	34
SAP domain-containing ribonucleoprotein	Sarnp	Q9D1J3	8	8	7	7	8	10	11	8	7	5	8	8	9	6	3	6
UPF0160 protein MYG1, mitochondrial	Myg1	Q9JK81;F8WGG3;F7A3N3	2	4	8	5	4	3	4	2	3	4	4	4	3	5	5	4
Murinoglobulin-2	Mug2	P28666	13	19	21	24	13	19	15	23	17	13	17	20	14	16	14	13
Peptidyl-prolyl cis-trans isomerase FKBP2	Fkbp2	P45878	9	9	8	10	6	9	11	6	10	6	12	9	11	15	10	9
Junction plakoglobin	Jup	Q02257	10	7	10	9	7	6	12	9	8	3	10	4	4	5	5	8
	Ces2a	Q8QZR3;E9Q3D0	22	19	22	21	21	18	25	19	25	17	23	20	28	16	25	32
Prolargin	Prelp	Q9JK53	3	5	4	7	3	6	6	3	4	2	6	3	7	3	7	8
Immunoglobulin J chain	Igj	P01592;E9PWK4	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2
Histone-binding protein RBBP4	Rbbp4	E9PYH8;Q60972	6	4	6	5	6	8	7	5	9	6	7	2	8	4	5	9
Dynactin subunit 2	Dctn2	Q99KJ8	10	11	13	10	6	8	13	6	7	5	11	8	9	7	10	11
E3 ubiquitin-protein ligase RNF169	Rnf169	E9Q7F2	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0
Polyadenylate-binding protein 2	Pabpn1;Gm20521	G3UY42;Q8CCS6;Q8CCS6-2;D3Z5F7;G3UWS5;D3Z055;D3YUB9	1	0	3	1	1	0	0	0	0	1	3	1	2	0	1	2
COMM domain-containing protein 2	Commd2	Q8BXC6	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1
Sodium-coupled neutral amino acid transporter 4	Slc38a4	Q8R1S9	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1
Carboxypeptidase D	Cpd	O89001	1	1	1	2	2	2	1	1	2	1	1	1	2	0	0	2
Matrin-3	Matr3	Q6ZQ61;Q8K310	27	28	32	31	23	27	28	18	30	16	30	23	31	19	30	27
Arsenite methyltransferase	As3mt	Q91WU5	17	13	14	11	11	11	16	11	15	9	17	10	11	10	12	15
Phosphomevalonate kinase	Pmvk	Q9D1G2;D3YXP6;Q9D1G2-2;Q9D1G2-3	4	7	6	9	1	4	6	6	6	5	7	6	6	7	8	5
UDP-glucuronosyltransferase 1-1	Ugt1a1	Q63886	22	17	34	28	31	18	26	40	52	24	49	16	23	15	28	24
Selenocysteine-specific elongation factor	Eefsec	Q9JHW4;F8WHS9	18	18	23	16	16	15	13	16	13	11	14	7	12	10	12	16
DnaJ homolog subfamily C member 7	Dnajc7	Q9QYI3;F7BTP8;A2A5E1	6	6	4	6	7	6	9	4	3	3	2	4	7	2	3	3
Retinol dehydrogenase 10	Rdh10	Q8VCH7	1	1	2	2	2	2	2	2	2	2	2	2	1	2	0	0
Activated RNA polymerase II transcriptional coactivator p15	Sub1	P11031	7	9	10	6	5	9	8	5	8	5	7	5	9	5	10	8
Starch-binding domain-containing protein 1	Stbd1	Q8C7E7;Q147V6	2	2	3	3	2	2	3	2	3	2	3	1	2	2	1	3
Keratin, type I cytoskeletal 19	Krt19	CON__P19001;P19001	1	3	4	3	2	5	2	3	3	1	2	2	2	1	2	3
Pleiotropic regulator 1	Plrg1	Q922V4;D3Z4V1;F8WI31	3	4	4	3	4	3	6	5	1	2	6	3	5	3	5	4
SEC23-interacting protein	Sec23ip	G3X928;Q6NZC7	8	5	4	4	6	4	5	4	5	3	8	4	6	2	5	5
Fibronectin;Anastellin	Fn1	G5E8B8;G5E8M2;G3X9J7;P11276	30	42	48	36	30	37	41	36	33	27	38	28	42	31	33	36
Thiopurine S-methyltransferase	Tpmt	O55060;D3Z380;D3YWK6;D3Z217	24	23	24	23	19	22	26	20	26	19	23	18	19	18	23	20
Heterogeneous nuclear ribonucleoprotein H2	Hnrnph2	P70333	5	6	7	5	3	3	5	5	7	4	8	5	7	5	6	6
Putative adenosylhomocysteinase 2	Ahcyl1	Q80SW1	14	14	14	15	13	11	10	12	9	6	14	6	14	7	10	12
Presequence protease, mitochondrial	Pitrm1	Q8K411;Q8K411-2;Q8K411-3	29	36	35	37	31	32	38	30	31	18	33	23	38	22	33	32
Protein transport protein Sec23B	Sec23b	Q9D662	9	7	8	10	12	12	5	10	9	6	7	5	9	5	9	7
Acyl-coenzyme A thioesterase 12	Acot12	Q9DBK0	18	20	27	23	21	20	25	23	25	16	25	21	22	20	23	23
Neutral ceramidase;Neutral ceramidase soluble form	Asah2	Q9JHE3	2	2	2	2	2	2	2	1	2	1	1	1	2	1	1	2
Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	Aadat	Q9WVM8;Q3UNS8	26	22	27	32	21	29	33	23	28	16	28	16	27	18	27	27
60 kDa lysophospholipase;L-asparaginase;Platelet-activating factor acetylhydrolase	Aspg	A0JNU3	1	5	4	5	4	4	3	3	3	2	3	4	6	3	2	3
	Naglu	A2BFA6	12	10	11	10	11	7	11	8	10	4	12	4	15	3	13	13
	Mgam	B5THE2	1	3	3	2	2	2	2	2	3	1	4	1	5	2	2	4
NADP-dependent malic enzyme;Malic enzyme	Me1	P06801;Q3TQP6	103	119	117	124	98	107	111	109	116	93	134	109	126	100	128	137
Thyroid hormone receptor-associated protein 3	Thrap3	Q569Z6;Q8BZN7	6	10	12	15	6	11	11	11	11	12	12	7	13	12	12	11
Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain	Lrp1	Q91ZX7	39	33	48	36	36	34	42	32	44	29	42	28	45	32	35	37
Epoxide hydrolase 1	Ephx1	Q9D379;E9PWK1	24	19	28	32	31	20	30	53	50	19	49	17	15	22	27	21
ATP synthase subunit delta, mitochondrial	Atp5d	Q9D3D9;D3Z7S4	6	8	12	10	8	8	10	9	10	12	7	12	7	13	6	9
Cullin-2	Cul2	Q9D4H8;Q9D4H8-2;E0CYT5	5	4	7	5	7	2	5	6	7	3	6	2	7	3	4	4
Breast carcinoma-amplified sequence 3 homolog	Bcas3	B1AR74;Q8CCN5;Q0VF62;Q3TAC0;F7C0F2;Q8CCN5-2	3	2	4	0	2	0	1	1	5	0	3	0	2	0	1	1
CLIP-associating protein 1	Clasp1	E9QKH0;Q80TV8;E9QNY9;Q80TV8-2;E9Q6L0	0	1	0	1	1	1	0	1	0	1	0	2	1	1	1	1
Muscleblind-like protein 2	Mbnl2	F8WIF1;Q8C181-2;Q8C181-4;Q8C181;Q8C181-3	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1
Vacuolar protein sorting-associated protein 16 homolog	Vps16	G3X8X7;Q920Q4;Q920Q4-2;E9Q2I5	2	0	2	2	1	0	0	1	2	1	2	1	0	1	0	1
Cystatin-C	Cst3	P21460;A2APX3	1	0	2	0	3	0	2	2	2	2	0	2	2	2	1	0
Folylpolyglutamate synthase, mitochondrial	Fpgs	P48760-3;P48760;P48760-4;P48760-5;P48760-2	2	1	2	1	2	0	2	1	1	0	1	0	1	0	0	2
Plastin-1	Pls1	Q3V0K9	2	0	1	1	0	1	2	1	2	0	1	0	1	1	1	0
Acyl-coenzyme A thioesterase 11	Acot11	Q8VHQ9;A2AVR6;Q8CAL6	2	0	1	0	3	1	1	1	2	1	2	0	1	0	1	0
Carbonic anhydrase 2	Ca2	P00920	38	48	42	46	37	39	45	36	47	40	44	37	47	41	40	54
Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain	Ctsb	P10605	36	36	37	36	40	35	38	33	34	41	30	38	30	36	26	22
Alpha-soluble NSF attachment protein	Napa	Q9DB05	18	20	15	16	12	15	14	15	13	14	15	16	14	13	14	16
Transcription elongation factor B polypeptide 3	Tceb3	Q8CB77	1	3	1	2	1	2	2	2	3	3	1	3	2	2	0	0
Pleckstrin homology domain-containing family O member 2	Plekho2	Q8K124	5	4	2	1	3	0	3	2	1	0	3	1	4	1	2	2
	BC089597	Q8K3M1;Q5FW69	1	1	1	2	2	1	1	2	5	1	5	0	1	0	1	2
Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	Ppp2ca;Ppp2cb	P63330;P62715	2	2	4	2	1	2	3	2	2	1	3	1	3	1	3	3
Protein FAM83H	Fam83h	Q148V8	3	5	6	2	1	1	3	2	4	2	3	2	3	2	1	3
Thimet oligopeptidase	Thop1	Q8C1A5	12	9	11	7	8	5	10	9	9	7	11	7	9	8	11	7
Canalicular multispecific organic anion transporter 1	Abcc2	Q8VI47	6	3	16	9	9	5	6	14	16	7	14	4	6	5	5	3
Reticulon-4-interacting protein 1, mitochondrial	Rtn4ip1	Q924D0	9	8	11	11	12	9	10	7	10	7	11	8	9	8	9	11
Adaptin ear-binding coat-associated protein 1	Necap1	Q9CR95	3	5	4	5	4	5	4	4	4	3	5	1	4	4	3	4
Sodium-coupled neutral amino acid transporter 3	Slc38a3	Q9DCP2	4	4	3	4	2	3	4	4	2	2	4	2	3	2	1	1
Alpha-N-acetylgalactosaminidase	Naga	Q9QWR8	10	5	12	6	10	6	9	6	8	5	11	4	10	6	11	10
Nuclear pore complex protein Nup160	Nup160	Q9Z0W3;Q9Z0W3-2	1	3	3	3	1	3	2	3	3	4	1	3	3	2	1	1
DDRGK domain-containing protein 1	Ddrgk1	Q80WW9	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
RNA-binding protein 33	Rbm33	Q9CXK9;D3Z5I9	2	0	2	0	2	1	2	1	2	2	0	0	0	0	0	0
Alpha-1-antitrypsin 1-1	Serpina1a	P07758	0	0	1	1	0	1	0	1	0	0	2	0	2	0	2	2
E3 ubiquitin-protein ligase UBR3	Ubr3	Q5U430;F6QC57;Q5U430-3	0	0	1	2	2	2	0	2	0	0	0	1	0	2	0	1
Vitamin K-dependent gamma-carboxylase	Ggcx	Q9QYC7	0	0	2	2	1	0	1	4	4	1	1	0	0	0	0	0
Phosphatidylinositol 3-kinase catalytic subunit type 3	Pik3c3	Q6PF93;E9QLS6;Q6PF93-2;D3YZ98	1	1	3	0	2	0	1	1	1	0	1	0	0	0	1	1
Thioredoxin-related transmembrane protein 2	Tmx2	Q9D710;D3Z2J6	1	1	1	1	1	0	0	2	3	1	3	0	1	0	0	0
Junction-mediating and -regulatory protein	Jmy	Q9QXM1;E9PZF6;Q9QXM1-3	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1
RWD domain-containing protein 4	Rwdd4	Q9CPR1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1
DnaJ homolog subfamily A member 4	Dnaja4	Q9JMC3	1	0	2	0	0	0	1	3	2	2	0	0	1	2	1	1
	Nav2	E9Q842;D3YWD2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
	1110020G09Rik	Q8C5H8-3;Q8C5H8-2;Q14BL1;Q8C5H8-4	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1
NAD-dependent protein deacetylase sirtuin-3	Sirt3	Q8R104;D3YVQ5	3	4	5	4	3	3	4	6	3	6	3	3	6	3	2	2
Elongation factor 1-gamma	Eef1g	Q9D8N0	31	36	30	38	30	35	30	34	34	36	32	47	29	37	28	31
Cytoskeleton-associated protein 5	Ckap5	A2AGT5;A2AGT5-3;A2AGT5-2	2	2	4	5	3	3	2	4	5	1	4	3	3	2	1	3
Structural maintenance of chromosomes protein 3	Smc3	E9Q762;Q9CW03	17	13	12	12	13	11	17	10	13	6	12	9	15	10	11	12
Cytochrome P450 3A25	Cyp3a25	O09158	0	1	3	3	0	1	0	6	11	2	4	0	1	1	1	1
Disco-interacting protein 2 homolog B	Dip2b	Q3UH60;D3Z5G8;Q3UH60-2;B2RQC7	1	0	2	1	1	0	1	0	2	1	1	1	0	2	1	1
Amine oxidase [flavin-containing] A	Maoa	Q64133	3	2	2	1	4	1	3	3	1	3	5	3	2	3	3	2
26S proteasome non-ATPase regulatory subunit 11	Psmd11	Q8BG32;G3UYH2	38	36	42	46	40	41	36	36	39	35	35	44	36	39	43	36
Protein FAM25C	Fam25c	Q8CF02	2	2	4	2	1	1	1	2	1	2	1	2	1	2	2	2
Splicing factor 3B subunit 5	Sf3b5	Q923D4	4	6	7	6	3	8	4	6	5	3	4	4	7	5	4	3
FGGY carbohydrate kinase domain-containing protein	Fggy	A2AJL3;A2AJL4;A2AJL3-2	26	29	21	28	24	31	29	26	24	27	30	25	22	23	23	26
All-trans-retinol 13,14-reductase	Retsat	Q64FW2	6	5	14	9	12	6	10	11	16	6	20	4	6	5	9	8
Phosphatidylinositol-binding clathrin assembly protein	Picalm	Q7M6Y3-5;Q7M6Y3;Q7M6Y3-6;Q7M6Y3-3;Q7M6Y3-2;Q7M6Y3-4	11	13	13	11	9	10	14	9	13	10	11	10	13	7	9	12
Phosphatase and actin regulator 4	Phactr4	Q501J7-3;Q501J7;Q501J7-2	5	3	2	2	6	1	5	2	1	3	3	3	4	2	3	3
Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Mgat1	P27808	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0
LIM domain-containing protein 2	Limd2	Q8BGB5	0	0	1	1	1	1	0	0	2	0	0	0	1	0	1	2
Estradiol 17-beta-dehydrogenase 12	Hsd17b12	O70503;O70503-2	8	6	11	8	6	5	6	12	16	7	13	5	4	9	5	5
Protein disulfide-isomerase	P4hb	P09103	189	259	213	237	146	249	199	206	182	279	180	270	176	311	188	196
Tubulin alpha-4A chain	Tuba4a	P68368	19	20	18	18	16	18	17	19	18	16	15	17	18	18	16	17
Biotinidase	Btd	Q8CIF4	6	6	7	5	7	7	6	3	7	4	6	6	7	4	8	7
mRNA turnover protein 4 homolog	Mrto4	Q9D0I8;A2AMV1	0	0	2	4	0	2	0	3	3	2	2	3	0	3	2	0
Transmembrane 6 superfamily member 2	Tm6sf2	E9QM19;Q8R1J1;E9QAI2;Q8R1J1-2	0	1	1	2	2	1	2	1	1	1	2	0	0	0	0	0
Phosphatidylethanolamine N-methyltransferase	Pemt	Q3UZN8;D3YV85;Q61907;Q8R0I1;B1ARD1	8	7	3	9	6	2	6	6	5	6	9	3	1	3	3	2
Collagen alpha-1(XIV) chain	Col14a1	Q80X19;B7ZNH7;Q80X19-2	21	16	26	17	15	21	25	19	15	11	17	14	22	13	21	20
Multiple coagulation factor deficiency protein 2 homolog	Mcfd2	Q8K5B2;D3Z1G3;D3Z6A4	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3
Coiled-coil domain-containing protein 93	Ccdc93	Q7TQK5;E9QAD4	9	2	12	3	13	5	9	6	8	6	10	5	4	3	6	6
5-AMP-activated protein kinase subunit gamma-1	Prkag1	O54950	14	13	13	13	14	14	14	13	13	9	12	10	13	10	14	12
Alpha-synuclein	Snca	O55042;O55042-2	3	6	7	8	3	8	6	7	8	6	5	5	6	7	7	6
H-2 class I histocompatibility antigen, Q10 alpha chain	H2-Q10	P01898;D3Z577	12	11	11	9	7	10	12	8	10	7	7	9	8	7	6	4
Methylmalonyl-CoA mutase, mitochondrial	Mut	P16332	55	58	54	57	45	46	55	49	54	43	63	47	58	47	55	54
Carbonic anhydrase 5A, mitochondrial	Ca5a	P23589	8	10	5	6	7	8	9	6	8	8	6	5	7	7	7	10
60S ribosomal protein L6	Rpl6;Gm5428;Gm6807	P47911;E9PUX4;D3Z4I7	15	19	20	16	13	18	16	18	20	14	13	17	17	18	16	13
Protein phosphatase 1A	Ppm1a	P49443;Q9EQE3;Q9EQE2	11	11	10	11	9	8	10	10	8	6	9	7	11	7	9	9
cAMP-regulated phosphoprotein 19	Arpp19	E9Q827;P56212;P56212-2	5	6	7	3	5	6	8	7	3	4	9	3	9	2	8	8
Enhancer of rudimentary homolog	Erh	G3UW85;P84089	10	11	10	11	9	11	12	10	12	8	13	8	12	9	12	13
Cullin-4A	Cul4a	Q3TCH7	8	9	10	10	14	4	10	10	11	6	12	6	7	6	6	8
Carbonic anhydrase 1	Car1;Ca1	Q3TS19;P13634	29	29	32	31	26	27	27	25	30	24	20	29	27	26	22	24
Reelin	Reln	Q60841;Q60841-2;Q60841-3	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1
Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34	Pak2	Q8CIN4	13	12	13	9	8	10	12	10	9	7	13	8	12	6	8	9
