Protein.Name	Gene.Name	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
	Sf3b2	-0.166072676	-0.150299708	-0.290778251	-0.185359135	-0.09963185	-0.122076304	-0.16491497	-0.136322654	-0.197865391	-0.150689643	-0.262312878	-0.150689643	-0.102993993	-0.068326861	0.024854095	-0.087327052
Peroxisomal carnitine O-octanoyltransferase	Crot	-0.452806263	0.017884398	-0.021763974	-0.035483152	0.248073594	-0.051302489	-0.25011268	-0.354790649	-0.130799111	0.064615689	-0.044603951	0.403503694	0.064600601	0.232446893	-0.057831475	-0.105678078
Rap guanine nucleotide exchange factor 4	Rapgef4	0.695395507	1.03842112	0.926728164	0.854700792	1.041565605	0.832590686	1.025147677	0.733387343	0.687915738	0.560557709	0.891910508	1.12560433	1.285846818	1.11932231	0.987302616	0.72716459
Microfibril-associated glycoprotein 4	Mfap4	-0.351854439	-0.375400929	-0.655992884	-0.311851831	-0.128689329	0.035667913	-0.052276765	-0.230203013	-0.301119353	-0.288299495	-0.368265483	-0.521050737	-0.521050737	-0.211012193	-0.204766751	0.138790982
CD302 antigen	Cd302	0.404324487	0.025984716	0.049860102	-0.110363243	0.144090012	0.158976918	0.391531368	0.282210633	0.294190146	0.198592982	-0.043624477	0.199901504	0.048516644	0.454051394	0.29581857	0.164997605
Afamin	Afm	-0.5360529	-0.713079899	-0.722728309	-0.593784005	-0.542901856	-0.346758372	-0.42234066	-0.019630756	-0.280837569	-0.327227468	-0.70372089	-0.416731671	-0.715893371	-0.10191896	-0.252900029	-0.251325232
Atlastin-2	Atl2	0.000375149	-0.096531743	0.241543307	-0.215740713	-0.352984458	-0.056583528	-0.09895848	0.084777421	0.166777951	0.141987166	0.049486794	-0.239520247	-0.247684513	-0.137241192	-0.248899107	-0.053111336
	Ythdf2	0.234227653	0.266558883	0.234838705	0.297165178	-0.031536353	0.075109605	0.143675573	0.349143552	0.319243575	0.34488635	0.234906616	0.19917256	0.075672038	0.085068153	1.44e-05	-0.032524066
	Acacb	-0.69483563	-0.47529245	-0.621055503	-0.488720653	-0.82984956	-0.904195048	-1.044883678	-0.64099104	-0.84967907	-0.599508236	-0.857662572	-0.464354604	-0.977609645	-0.954568571	-1.08011186	-0.781737388
Cytochrome b5	Cyb5a;Cyb5	0.419622931	0.278146158	0.444497935	0.192199972	0.171092253	0.292934683	0.337083584	0.290180032	0.468471314	0.396346359	0.516800764	0.258407896	-0.02446153	0.14138237	0.218329747	0.24879339
Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b	Eif1;Gm6900;Gm16378;Eif1b	0.161863067	0.242942607	0.233854359	0.112287581	-0.268194823	0.407095722	0.405527887	0.431734358	0.196475361	-0.038436182	0.004464829	-0.009633819	-0.175301034	0.28431745	0.371273057	0.457831115
Phosphoglycolate phosphatase	Pgp	-0.109427427	-0.087327052	-0.103262627	-0.148738913	-0.179383654	-0.175301034	-0.120617361	-0.063502942	-0.129612738	-0.118625514	-0.188654118	-0.161565256	-0.160145725	-0.08827731	-0.069289713	-0.040120917
Inositol monophosphatase 1	Impa1	0.108969732	0.052131899	0.007159074	0.074410669	0.128771402	0.167895836	0.058202563	0.154987748	-0.027720258	0.037413962	0.015505435	0.147569618	0.114800512	0.144058128	0.197831604	0.103332893
Mitochondrial-processing peptidase subunit beta	Pmpcb	-0.063502942	0.043303944	-0.005184376	-0.000721167	0.014659878	-0.012068023	-0.047538389	-0.085696581	-0.099497201	-0.01235413	-0.064331046	0.054587066	0.047099905	0.065415564	-0.09963185	-0.074505436
Probable methylthioribulose-1-phosphate dehydratase	Apip	-0.260989139	-0.253989266	-0.18142064	-0.189539944	-0.176705738	-0.109293689	-0.176578094	-0.217106608	-0.280243696	-0.32308179	-0.348232419	-0.188654118	-0.250961574	-0.12763328	-0.196229326	-0.312200463
Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	Ppip5k2	-0.015497569	0.236384465	0.554252112	0.334097918	0.192035153	0.144839493	-0.152767519	0.210980274	-0.047119549	0.060622953	0.330646624	0.250714605	0.115284871	0.111726282	0.109358756	0.00528995
	Gltscr2	-0.051441711	NA	NA	NA	-0.515611539	NA	-0.09328973	NA	NA	NA	-0.470614952	NA	NA	NA	NA	NA
Putative RNA-binding protein Luc7-like 2	Luc7l2	-0.093830572	-0.046840254	-0.169540231	-0.142740172	0.222666559	0.185129697	0.031090877	-0.086240276	-0.096801582	-0.230940776	-0.214995135	-0.007769594	0.101412397	-0.099093179	0.006883624	-0.027295624
Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain	F2	0.329214038	-0.158595552	-0.197362184	-0.086919607	-0.187387707	0.053868048	0.187608569	0.139744326	0.15032093	0.005767868	-0.152507948	-0.051441711	-0.298658316	0.206129081	-0.03040671	0.051294505
Methyltransferase-like protein 7B	Mettl7b	0.424610211	0.486650752	0.88368848	0.302457457	0.217541109	0.398322498	0.371646329	0.504141137	0.520231375	0.599658815	0.658310221	0.381686157	0.027719078	0.192875928	0.136204241	0.142241894
Retinol dehydrogenase 7	Rdh7	0.381009647	0.34905167	0.559090313	0.310235673	0.117959585	0.287835662	0.430995073	0.425946946	0.39196671	0.63356867	0.39687813	0.403007628	0.061089458	0.122758327	0.274878365	0.290197673
Alpha-1-antitrypsin 1-5	Serpina1e	2.260774032	1.350301775	1.32814506	1.412961513	1.324527286	2.399882518	2.183506784	2.328362415	1.897812207	1.204233052	0.969904096	1.077893512	1.397296088	1.481122482	1.612460993	1.445912188
Long-chain-fatty-acid--CoA ligase 5	Acsl5	-0.147697444	-0.389346536	-0.131457785	-0.392866916	-0.612116552	-0.413052429	-0.500496149	-0.252052275	-0.261109529	-0.113033665	-0.348459062	-0.333767192	-0.708231388	-0.459431619	-0.674008609	-0.635615106
Cytochrome P450 2D26	Cyp2d26	0.002816002	-0.110363243	0.181934793	-0.144829521	-0.266756562	-0.178873958	0.029661686	0.036096831	-0.009777122	0.169728448	0.038969428	-0.053111336	-0.326767425	-0.20739313	-0.082293836	-0.076969476
Actin-related protein 2/3 complex subunit 4	Arpc4	0.153606979	0.028395751	-0.124328135	-0.055195654	0.028248621	0.180135656	0.275943516	-0.109694865	0.051354303	-0.078063256	0.002816002	-0.063502942	0.113317197	0.08136952	0.206062512	0.188726275
Membrane-associated progesterone receptor component 1	Pgrmc1	0.90671027	0.678071905	0.949254536	0.586124338	0.406101287	0.656035106	0.599330922	0.80253716	0.963475567	0.942917164	0.769600213	0.576260493	0.230871482	0.684225119	0.783514093	0.529322581
Beta-galactosidase	Glb1	-0.019773069	0.067349168	0.137441489	0.215965126	0.329504067	0.200597657	0.368402095	0.020238029	0.068301816	0.130239119	0.14185982	0.246138779	0.201476616	0.203850822	0.257735033	0.257614296
2-hydroxyacyl-CoA lyase 1	Hacl1	-0.21685836	-0.107420059	-0.028710586	-0.193960937	0.054781862	-0.437227739	-0.421909973	-0.165558254	0.002526928	0.024722002	-0.022616379	-0.047817548	-0.330443668	-0.194843512	-0.324349789	-0.188780698
Acetyl-coenzyme A synthetase, cytoplasmic	Acss2	-0.791689067	-0.630871383	-0.489029064	-0.685087956	-0.424922088	-1.034497464	-1.246651303	-0.784168921	-0.853516665	-0.577924245	-0.744247224	-0.655626601	-0.920979227	-0.744936067	-1.078336571	-0.823830866
Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	Fasn	-1.433333391	-1.43983587	-1.446097392	-1.404630684	-1.619459965	-2.000432744	-1.790772038	-1.667165487	-1.713167903	-1.547449829	-1.736734744	-1.39429462	-1.841208308	-1.701238528	-2.001045575	-1.63343121
Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	Gm20547;Cfb	0.145892613	0.058127461	-0.389566812	-0.221691514	-0.249870047	0.155887565	0.065491047	0.18074057	0.201692292	-0.131326075	-0.209390977	-0.321350901	-0.454175893	0.124094149	-0.076969476	-0.191436315
	Trip11	0.031312013	0.02288863	-0.232660757	0.064630777	-0.201884743	-0.00662118	0.120670638	-0.025312343	-0.147957881	-0.214373524	-0.307078739	-0.145612247	-0.086104371	0.082743938	0.123496805	0.115034859
Desmin	Des	-0.145873062	-0.185486004	-0.632268215	-0.33845294	-0.315218411	-0.224781194	-0.281905924	-0.195977459	-0.178873958	-0.584481522	-0.308360875	-0.418351888	-0.267116262	-0.240497517	0.238306234	0.055471351
Heat shock cognate 71 kDa protein	Hspa8	-0.090988888	-0.039699918	-0.144307467	-0.177343788	-0.256044474	-0.024603367	-0.018918982	-0.05004888	-0.097341109	-0.061568849	-0.206893236	-0.137372364	-0.280600049	-0.258699816	-0.09071796	-0.047538389
Histidine--tRNA ligase, cytoplasmic	Hars	0.118570303	0.14397842	0.105876837	0.055696255	-0.033792989	-0.020484422	-0.073546061	-0.013497992	0.039888682	-0.009633819	0.01187887	0.058788496	-0.029982866	-0.065434446	-0.055612157	-0.179638435
Filamin-B	Flnb	-0.215616477	-0.214870834	-0.293488202	-0.249627373	-0.212507085	-0.145351386	-0.205267382	-0.137634672	-0.240985904	-0.234378689	-0.282617721	-0.199499604	-0.210139457	-0.219586745	-0.204891925	-0.174917695
Vacuolar protein sorting-associated protein 13C	Vps13c	0.228925769	0.259650929	0.146419462	0.101520744	0.124990628	0.039236248	0.003828216	0.048009441	0.127399726	0.172684991	0.213403638	0.206228941	0.012882909	0.035948913	0.180675162	-0.009633819
Protein OS-9	Os9	0.189236104	0.397372093	0.481203034	0.406866176	0.221354055	0.190914882	0.232531641	0.225767463	0.444164217	0.466117749	0.362361934	0.154618343	0.123575389	0.121517907	0.120059031	-0.100708589
	Akr1c20	-0.686074659	-0.373954395	-0.060047384	-0.547745939	-0.539431811	-0.563841479	-0.678973308	-0.80330971	-0.044184258	-0.438825113	-0.062950609	-0.399772661	-0.558365607	-0.579276711	-0.652325868	-0.719490131
Cystathionine beta-synthase	Cbs	0.312365932	0.182687825	0.302048301	0.208177596	0.155309047	0.158638697	0.08335521	0.130097017	0.332062472	0.195037813	0.293553437	0.140650586	0.136695841	0.102170997	0.155919712	0.089328731
Stomatin-like protein 2	Stoml2	0.115816291	0.189762569	0.22440157	0.155260848	0.198576426	0.201460027	0.148065106	0.116613787	0.118288401	0.174735383	0.134207847	0.276240502	0.277603926	0.193700692	0.139839695	0.171157228
Nuclear receptor coactivator 2	Ncoa2	-0.138945498	-0.137765808	-0.102993993	-0.014926544	0.179040917	0.020823378	-0.115565996	-0.495490511	-0.358621314	-0.011495639	NA	0.445067398	0.261465607	-0.058247217	NA	NA
E3 ubiquitin-protein ligase Praja-1	Pja1	NA	0.576238983	1.125069294	0.556329702	1.334934738	0.348280087	0.215898101	0.297856688	0.066971307	0.421051629	1.185867988	0.902308307	0.733579238	NA	NA	-0.010063683
Protein phosphatase 1 regulatory subunit 3B	Ppp1r3b	0.586687552	NA	-0.077106244	-0.488617835	-0.128689329	NA	0.727666202	0.85817487	0.842982168	0.72616189	0.243096272	NA	-1.222186307	0.445990798	0.273970987	0.763611474
Vimentin	Vim	-0.229957009	-0.479437533	-0.70540292	-0.413810687	-0.339365461	-0.525868423	-0.220577607	-0.412510571	-0.431248532	-0.66766509	-0.728312379	-0.39758394	-0.297837036	-0.171975377	-0.323197108	-0.226878404
Peroxisomal targeting signal 1 receptor	Pex5	0.007478081	0.229957516	0.044761603	0.142592217	-0.114233744	-0.009633819	-0.00028851	0.128866048	0.045744121	0.194608479	0.142464817	0.155758985	0.06543066	-0.008056555	-0.21971064	-0.016638942
Annexin A2;Annexin	Anxa2	-0.360195695	-0.451646328	-0.614851162	-0.536749206	-0.328262029	-0.516721189	-0.457121458	-0.285698126	-0.546956178	-0.674370254	-0.718087584	-0.564329387	-0.466862004	-0.373174891	-0.39583057	-0.366364183
Myosin phosphatase Rho-interacting protein	Mprip	-0.133037379	0.021643266	0.038924963	0.059119128	0.46697496	0.099262618	0.214441079	0.017066643	0.080576009	-0.100304906	-0.011066201	0.066608654	0.241935657	0.085527322	0.090987319	0.065928925
DNA damage-binding protein 1	Ddb1	0.070693769	0.058382825	0.079340831	0.077193227	0.101551702	0.168771307	0.075003223	0.064736397	0.071891234	-0.042924445	0.089159907	0.087794699	0.086844418	0.124911968	0.147665506	0.075915321
UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase	Uap1	0.032108381	0.124046981	-0.055750964	-0.211884402	-0.169411952	0.124377187	-0.042644337	0.055006659	0.027380861	-0.008630305	-0.179128829	-0.133563526	-0.164786278	-0.231309516	-0.045023522	0.009829308
Cytidine monophosphate-N-acetylneuraminic acid hydroxylase	Cmah	0.168982148	0.173433209	0.204415894	0.214005932	0.208194262	0.248553418	-0.025737561	0.003350941	0.168641574	0.221640012	0.060698186	0.342945422	0.199951218	-0.08106688	-0.065296567	-0.061292338
	Spnb3	0.16836593	0.148832651	0.212851756	0.28822319	0.393804164	0.220278019	0.206295519	0.214441079	0.243591524	0.2927226	0.298282398	0.293659535	0.307126493	0.192051634	0.167814801	0.113925952
Glucokinase regulatory protein	Gckr	-0.480265122	-0.575893165	-0.60928218	-0.560812761	-0.363451457	-0.518837242	-0.468322644	-0.615604626	-0.478091687	-0.682483407	-0.540126488	-0.58265234	-0.40053793	-0.262192588	-0.33330923	-0.378289653
Glycogen phosphorylase, liver form;Phosphorylase	Pygl	-0.414785006	-0.331131922	-0.317535622	-0.253384236	-0.176960992	-0.38603836	-0.287117636	-0.414135533	-0.429535626	-0.297367523	-0.335597588	-0.220577607	-0.158724796	-0.264356271	-0.293017272	-0.248170473
Peroxisomal acyl-coenzyme A oxidase 1	Acox1	-0.045163352	0.170588794	0.094541268	0.049292712	-0.013926706	0.039621742	-0.040962548	-0.01592569	0.080560754	0.290232957	0.156080456	0.182605955	-0.073271836	-0.017066724	0.043824367	0.023959036
Dedicator of cytokinesis protein 8	Dock8	NA	NA	NA	NA	NA	NA	-0.45206823	NA	NA	NA	-0.16066208	NA	-0.411643176	NA	NA	-0.336854639
mRNA-decapping enzyme 1A	Dcp1a	-0.22650853	-0.263154625	-0.235236889	-0.2282338	-0.185486004	-0.060739158	-0.228110634	-0.21971064	-0.403813062	-0.311968051	-0.173127433	-0.047119549	-0.21238257	-0.041242982	-0.130403762	-0.211635253
Alpha-2-macroglobulin;Alpha-2-macroglobulin 165 kDa subunit;Alpha-2-macroglobulin 35 kDa subunit	Pzp;A2m	0.224334152	0.0926632	-0.074094354	-0.04879418	0.077451988	0.286392157	0.122774036	0.2562007	0.194624989	-0.002306467	-0.158207748	-0.06681251	-0.18599337	0.368830513	0.025735022	0.142019005
Ornithine carbamoyltransferase, mitochondrial	Otc	0.368793254	0.3700233	0.409546485	0.536272928	0.461402243	0.488612928	0.520086545	0.406311591	0.310736628	0.418851251	0.402397319	0.525517231	0.584068307	0.437134832	0.494535846	0.544077082
Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed;Peptidyl-prolyl cis-trans isomerase	Fkbp4	-0.143262793	-0.006908369	-0.103933991	-0.154712814	-0.405774578	-0.137241192	-0.232169543	-0.10701825	-0.111164889	-0.141694362	-0.239275826	-0.159629186	-0.327802315	-0.460690149	-0.169027045	-0.153027043
Bcl-2-associated transcription factor 1	Bclaf1	-0.32849183	-0.205892928	-0.434774991	-0.216610069	-0.144568518	-0.128689329	-0.074916402	-0.128821281	-0.12498977	-0.314870509	-0.381615625	-0.356594582	-0.115432826	-0.193834811	-0.154064674	-0.31022377
3-ketoacyl-CoA thiolase B, peroxisomal	Acaa1b	0.250834766	0.2813337	0.368960926	0.211414509	0.176364756	0.169339026	0.085236498	0.339655478	0.371907676	0.464225716	0.47114867	0.315701893	0.140793732	0.196624155	0.366633893	0.231853795
Sorting nexin-2	Snx2	-0.1264443	-0.053111336	-0.189792938	-0.108758614	-0.053111336	-0.045722536	-0.081884967	-0.131062617	-0.168513676	-0.16491497	-0.121678557	-0.018918982	-0.083655897	0.016118044	-0.006764782	-0.081475982
Lon protease homolog 2, peroxisomal;Lon protease homolog	Lonp2	-0.154064674	0.06214341	0.023225795	0.053898	-0.035201596	0.054362335	-0.370164281	-0.204265945	-0.20739313	-0.054640131	-0.151728955	-0.014640947	-0.278936315	-0.236829335	-0.31533436	-0.511265613
Ribonuclease;Ribonuclease H2 subunit A	Rnaseh2a	NA	0.02883723	NA	-0.113967146	NA	-0.102993993	-0.086919607	0.030766607	NA	0.286022711	0.107865476	-0.06253622	-0.295958068	NA	NA	0.144664047
Interleukin-6 receptor subunit beta	Il6st	0.27064301	NA	-0.096126889	NA	0.051728095	NA	-0.021195425	0.298371104	0.301301444	0.153430464	NA	-0.154064674	-0.124857467	-0.182565182	NA	NA
Coagulation factor V;Coagulation factor V heavy chain;Coagulation factor V light chain	F5	NA	-0.286171451	NA	-0.105275783	-0.158207748	0.171612137	0.078563669	-0.087598618	NA	-0.423954594	NA	-0.431141535	-0.148738913	0.086599286	NA	NA
SPARC	Sparc	-1.080384787	-0.397364885	-0.575118667	-0.999639281	-1.209827638	NA	-1.135009441	NA	-1.027366405	NA	-0.562474458	NA	-1.019274913	-1.579180148	NA	NA
Vitamin K epoxide reductase complex subunit 1-like protein 1	Vkorc1l1	0.089651085	NA	NA	0.163574909	0.005579578	-0.470094293	-0.200880954	0.076782348	0.441105456	0.195384676	0.523836094	NA	NA	-0.543693838	NA	NA
Cleavage stimulation factor subunit 3	Cstf3	-0.024319679	NA	-0.331705216	-0.420832692	0.140221234	NA	0.011747959	NA	0.014893086	NA	-0.375956902	NA	-0.202762485	NA	0.213420365	0.412481386
Ectonucleotide pyrophosphatase/phosphodiesterase family member 5	Enpp5	0.132483034	0.478366271	0.580115982	0.643450489	0.656330669	0.656035106	0.796034621	0.348206624	-0.137634672	0.365462489	1.011937056	0.604322952	0.768641326	0.270851872	0.411675132	0.06973954
Splicing factor 1	Sf1	-0.151858817	-0.091124334	-0.153545952	-0.252536767	0.041417126	-0.100035721	-0.050745464	-0.209141398	-0.257976116	-0.218223197	-0.168000125	-0.040541794	0.003148508	0.00689812	-0.113167057	-0.263635404
Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B	Plg	0.230363652	-0.057276965	-0.156137698	-0.067363367	-0.006908369	0.315791676	0.143930598	0.201211213	0.344226874	-0.115965432	-0.070526721	-0.024319679	-0.180147861	0.219773903	0.060352149	0.046310118
Cysteine dioxygenase type 1	Cdo1	-0.61805067	-1.385210129	-1.294429602	-1.029912213	-1.382169209	-0.966947205	-1.00266652	-0.929185014	-0.630032634	-1.188654118	-0.966651949	-1.389126227	-1.468843943	-0.617580599	-0.893672852	-0.46967763
Cleavage and polyadenylation specificity factor subunit 5	Nudt21	-0.171334947	-0.164013889	-0.341074883	-0.185232254	-0.159112461	-0.191183609	-0.163498732	-0.156526059	-0.199373961	-0.251204023	-0.271186602	-0.267595722	-0.202887833	-0.136060107	-0.087734382	-0.232415171
26S proteasome non-ATPase regulatory subunit 3	Psmd3	-0.033933911	0.057346627	-0.03083043	-0.039559557	0.004435886	-0.085424656	-0.100304906	0.033421874	0.007318569	0.015913812	0.017329443	-0.029700234	-0.039138394	-0.085424656	-0.155231116	-0.141563582
Methyltransferase-like protein 9	Mettl9	-0.06997707	-0.015212085	-0.243425362	-0.147827668	-0.273814245	-0.063502942	NA	0.201012194	0.008609675	-0.121811151	NA	-0.247562997	NA	-0.052415894	NA	NA
Retinol dehydrogenase 11	Rdh11	-0.25761413	-0.31823006	-0.233029057	-0.39473363	-0.452384576	-0.747688154	-0.908198046	-0.375067242	-0.230694897	-0.606821212	-0.634686193	-0.4760187	-0.696528046	-0.784755229	-1.112032836	-0.81991338
Carbonyl reductase family member 4	Cbr4	0.171303434	0.190453846	0.101783907	0.236928423	0.250302701	0.228013035	0.271426397	0.158815851	0.235517956	0.167668949	0.211598263	0.195533357	0.274040765	0.317067197	0.305627904	0.344483301
Sulfhydryl oxidase 1	Qsox1	0.204299537	NA	-0.12631213	-0.141171172	-0.275603079	NA	0.049188217	NA	0.131028832	NA	0.120388326	NA	-0.045442971	NA	0.158848063	0.38880873
Serine protease inhibitor A3K	Serpina3k	0.184572127	0.116598146	0.088346763	0.154698641	0.173482019	0.718260213	0.48681248	0.649050214	0.310074689	0.200713715	0.085512014	0.232565542	0.045431429	0.195467275	0.289016184	0.356420834
Protein Red	Ik	-0.094506339	-0.19105724	-0.19496955	-0.226878404	-0.028144768	-0.077242999	-0.184089827	-0.265556916	-0.327342456	-0.267835392	-0.170309669	-0.045862298	-0.075737982	-0.057692867	-0.299010149	-0.306612224
